GeneIDs	GSM1666235_salmon	GSM1666236_salmon	GSM1666237_salmon	GSM1666238_salmon	GSM1666239_salmon	GSM1666240_salmon	GSM1666235_fc	GSM1666236_fc	GSM1666237_fc	GSM1666238_fc	GSM1666239_fc	GSM1666240_fc
hsa_piR_017936_DQ594740	43.17576387491771	32.544424864545405	74.38561093368473	882.7510664549059	753.9099313321449	806.2199661786705	310.8350333538418	557.0976059604567	1300.4149266691427	3510.4182129314563	5429.373060328841	5442.924988048801
hsa_piR_020490_DQ598167	35.480637848741836	30.909019410007772	413.06499612065886	192.0248632964872	224.49258271916472	214.5384855933605	58.536206475350994	66.77476963508126	247.32892728459075	823.6725322757898	1483.493494267523	1467.6164106933836
hsa_piR_000775_DQ570968	5.3343924461592325	6.338184701246603	53.22132820083091	114.92351208290656	91.2258540380749	76.79150656559617	9.372989634908969	23.43094441847684	42.17690365607288	76.44494962100846	181.78859833464512	179.93392927882044
hsa_piR_007979_DQ580854	4.726529052669101	3.1621228616220014	20.23578044032736	83.0741867113209	61.236529408447595	59.069470277793904	6.593013142573739	14.876050474125872	55.914099389124786	89.77921602353227	312.86542036089963	324.2317227153825
hsa_piR_017184_DQ593752	9.463180813382234	6.915690162158578	0	94.90549030029034	111.87700858400396	81.3248035200846	11.31723206691795	10.70271838144334	0	221.37788880266376	290.28074067973415	326.79518682926835
URS000033192B_GR_chr13_91350756_91350782_27_+	78.24644982213215	0	0	114.18892129944176	88.69528615663229	94.183989137467	8.606900079609908	7.956415406286587	17.850928941760422	17.766910819711565	13.240218260031227	14.012718342744192
hsa_piR_004993_DQ576880	2.9571837467613658	1.627172377184216	62.323011911706374	20.801132995322934	19.150055923054147	28.11220640908768	21.166125819512697	23.835754719162725	53.90921136321991	19.365569461976	16.533538474356487	19.45841931006658
hsa_piR_004801_DQ576605	0	8.052832157790997	17.811170957208557	28.929655754618288	0	28.11370850248012	NA	NA	NA	NA	NA	NA
hsa_piR_019911_DQ597340	0	0.8136111078429192	0	15.600902205010728	12.094811657792622	19.076188910140917	NA	NA	NA	NA	NA	NA
hsa_piR_016659_DQ592932	324.97624876469587	307.01073367394855	49.1086854207528	180.01587291011543	174.42136363266988	142.8193085170649	133.5607495158886	136.32059683205185	40.75120550431831	147.98492386234193	151.6132171838763	147.25972347488613
hsa_piR_002468_DQ573323	9.463072013391551	5.423998281556019	127.65924131907794	7.800338784681468	15.118421394083006	15.060054050487686	NA	NA	NA	NA	NA	NA
hsa_piR_015254_DQ590835	4.731590945304932	2.305230054052859	42.218860361805966	98.8057154162026	78.61627627526683	64.2566347571751	66.89935078736575	59.68039630795311	734.5761216691312	909.1462699104962	909.83995286981	914.2667814260226
hsa_piR_005076_DQ577008	11.8289762860347	12.339761378107216	152.79206578334032	66.3038356773168	52.41085118325442	36.14435667762735	19.07098695994481	43.17928002244073	210.1419671596589	125.38570396487653	396.51039881254286	403.8850610105833
hsa_piR_005660_DQ577772	0	5.215110534377077	17.51860284859622	47.97575832119826	42.41166875332392	48.37622768015228	NA	NA	NA	NA	NA	NA
hsa_piR_019675_DQ596992	108.0931860860068	94.88210907623548	662.7549350950693	6030.295888554239	5436.685382601222	5478.489863726834	61.4728831039974	86.07024191705483	471.29719631178625	4231.831091828763	4443.746580087912	4465.0763272799195
URS00000BDE9E_GR_chr14_102317132_102317162_31_+	12.488716807755596	10.968389365007354	17.198364690006446	62.40327099589042	55.4341961237077	61.24423772293161	9.372989634908969	9.850869367410096	48.384631025170926	41.51062497243449	35.51698588863786	41.73266448616327
hsa_piR_001184_DQ571550	0.9040051186250632	1.2638436224892338	5.436561621638654	17.20764089102216	23.18806453747765	19.17463525501736	21.642029937198476	25.03271179529149	72.26507506706008	78.26160716903622	147.6772979033412	124.9987604962707
URS0000372535_GR_chr16_47505331_47505357_27_+	36.35727061327529	29.92456313417571	260.94434289815837	257.10822824961474	279.1822289057971	249.9000236616486	18.600886551011296	19.845897798733507	62.41884720650504	63.03801691656354	72.7341818066225	62.745100901538926
hsa_piR_000753_DQ570940	24.194771726098857	16.97414275141858	19.061363469899568	213.7413203848152	176.7946228022823	129.83224687213718	23.081349707760353	32.34842025085222	93.13076155888488	175.94328352648927	403.324626410476	388.0128350204607
hsa_piR_006426_DQ578783	67.69207512199637	64.588652293208	242.5793234554813	460.5151508305953	395.11338765876246	392.69705062901414	17.60264864562161	15.544424315905804	87.36856486221012	169.94831361799766	137.78394977981938	133.60562446413633
URS0000432A51_GR_chr17_75035152_75035183_32_+	40.80856154297978	40.13673589603804	46.40266247382078	15.882510851301909	12.440736942464678	12.047856100855505	NA	NA	NA	NA	NA	NA
URS000025C8A1_GR_chr2_27050845_27050871_27_+	7501.060621424374	6275.139745487082	1580.9093379532612	878.4086660919764	715.0337826220044	710.491400983557	2522.4485238709476	2328.824150672426	818.8111208019642	316.57074431931875	277.7500588886429	273.0554158200333
hsa_piR_004309_DQ575884	4.014093786945871	3.3039522970810977	8.702986606279387	18.166713211774884	16.862375770304443	26.109838273971725	69.49941230838074	74.84185260558414	58.37936910986708	196.9983445081311	343.06757647276055	346.7317652486608
hsa_piR_001152_DQ571500	55.596119817240265	59.52884460775306	23.11978032949249	19.501013261737505	36.28409023917485	35.13998576315361	NA	NA	NA	NA	NA	NA
hsa_piR_020548_DQ598263	137.15789925645404	98.8264751790084	1331.2123896259184	2246.118312748286	1861.0152839153243	1736.3992588475855	92.00039114091452	91.42742571641946	883.3982172809293	1754.6186927626193	1976.099228439524	1968.4482311197864
hsa_piR_001040_DQ571333	125.6701089689246	132.3226792803464	1764.0444526536	1012.1224433763304	950.0625996933034	1007.2227597231793	25.50729996620738	28.22896578811709	399.74497032060344	208.64311939098909	183.4486459223538	191.34333691523491
URS000051F814_GR_chr2_229180940_229180967_28_-	2.5051284032949384	3.3949537543243777	3.401549102929128	10.879023449179552	10.482991403514772	12.60649150192164	6.674265065105457	13.68637415880081	55.89924836671067	30.247348174662328	54.246071172544525	53.0623789376901
URS0000336885_GR_chr20_29298646_29298674_29_-	43.90916199033093	30.14272205822967	183.63269334314728	2349.988902916795	1770.8145135172172	1779.497848046741	86.13864530112625	104.96527235482472	378.8792838287786	4324.662292532982	4482.904960685072	4440.504261939563
URS00001650DC_GR_chr21_8210692_8210721_30_+	36.66982713304415	32.273220756740024	261.3548492468893	520.0300836583002	470.6897567633874	409.63604732355856	274.04532357323006	357.6134968519602	10122.263814166108	16324.393893700118	15336.349639046522	15061.400962680713
URS000049DAFB_GR_chr21_8210893_8210923_31_+	175.30541662335216	130.19618467999075	53.418345215425965	4270.298419978345	3507.615959791011	3425.01478274051	180.53016444797424	179.98914398050144	228.1117042807322	3049.332360666529	2976.358224917272	2931.022364785203
URS0000441811_GR_chr21_8210896_8210927_32_+	278.5675437963343	210.93558933029752	162.49216062314082	1208.07570440755	996.6991819536324	1141.574944972385	124.36767485229986	185.38127543172385	277.016121090397	1193.053511516276	1645.294584146934	1657.3658839108657
URS00003F0F42_GR_chr21_8210897_8210926_30_+	35.846665793634635	50.35053387928256	627.4614892847273	1609.6359103479156	1494.7114814889103	1530.7625171416416	35.64057544766314	33.009513331828444	161.6682300000033	583.4377381245979	479.2048661454173	501.5623412878731
hsa_piR_009294_DQ582566	37.85272433075657	43.392566080869464	257.3340060868067	310.71797486611587	315.473005989281	301.2029762952535	7056.497323529671	15717.013294605424	20502.593844822208	15001.74003270754	44121.989821811745	43701.89636693445
URS00001D1556_GR_chr21_8215387_8215417_31_+	87.53442602477548	67.39407978314365	74.38561093368473	248.3143651753921	258.02265036495857	219.8781727751689	892.8251433222854	1078.5646246997517	3723.6117009122568	3537.46824382159	7828.596998906431	7759.38007537545
URS00004BF3BA_GR_chr21_8215727_8215756_30_+	8.280283615669816	7.593699216098807	88.45856463958283	161.20932597760714	239.8804323786549	223.8942120742087	208.34153678883104	321.45869485293207	1826.0817160389863	2726.4396480800733	3969.0131324448703	3877.471910708353
URS00004949A9_GR_chr21_8215846_8215876_31_+	64.46792205156227	55.86792951287938	81.42208740868959	347.1200805915948	295.31498622655005	308.2310453174289	220.6047733823683	3016.072636759877	942.0894578614926	879.1895869435184	7738.445704909413	7574.996609940404
URS000027190B_GR_chr21_8216294_8216322_29_+	28.826941024472223	21.521763802417432	1037.7840052060787	1020.1531721382454	816.5494600000428	832.417987985805	22.257223064938636	34.71029905557346	248.2793927190938	287.43155724895337	424.1019962179264	423.62240646775666
hsa_piR_019324_DQ596538	4.128300383106375	7.142207367606614	2.7378843979673246	24.204640806526104	24.466894533918506	23.363657181990092	126.81103623700368	641.0782695268488	518.7759149696964	217.07241041383793	364.52770778805893	362.7899420035211
URS0000036192_GR_chr21_8216553_8216581_29_+	110.78192901615216	104.6133889203679	280.446471684462	185.2747771385412	154.86243395947224	158.1651853577607	122.9109439554812	637.2136416922432	516.3849003610246	209.20628323087772	354.82178439218166	353.18691322456004
URS00003E868B_GR_chr21_8218421_8218452_32_+	6.13299084113754	5.865067805343032	62.03609180105697	72.80421145095781	69.82961796493721	70.0867927599786	12.013677117189822	13.78539250573117	171.23228843469025	265.7769992764624	242.80873466348467	247.26138831139895
URS00005874CD_GR_chr21_8218452_8218479_28_+	4.140141269221092	4.610460108105718	83.43250936667505	97.50564095801904	64.50566284104704	85.34084281912438	16.923614721606533	25.782630158072894	288.82268390961457	355.48354899807356	483.8503218948924	459.68357262941583
hsa_piR_001318_DQ571823	24.368769841891588	30.41355298505948	86.80921695393847	629.2949175503056	515.7959529820284	597.0101972096114	13.551659936540212	12.658330733317957	112.15492127136	324.1462062945946	277.12084730297914	282.45921163677536
hsa_piR_018573_DQ595539	49.76449417801808	35.726193820392396	51.18655378696055	563.1783766330786	463.9895047919522	369.1318770171732	10.394442375307715	8.152995947986566	96.63560284861484	258.8010342920358	190.90547258649673	189.4174182804502
hsa_piR_014923_DQ590404	28.772561496455747	15.021934606810504	447.1008167678856	556.0027356540097	395.93987242244424	428.792170695992	10.829720531727638	8.687403790978363	103.33341395737855	229.3893485894662	185.71113013463415	194.0263408064523
hsa_piR_008114_DQ581033	34.2134745196317	34.22043532660016	11.715745277698929	5.382557445726426	10.52399478908266	0	NA	NA	NA	NA	NA	NA
hsa_piR_022290_DQ600508	62.693575177766014	50.98626529696827	140.72953403542763	2.600150657728723	7.055307216724686	6.0240594462712265	NA	NA	NA	NA	NA	NA
URS000030AF74_GR_chr22_45240818_45240862_45_-	0	0	4.02084391597089	117.00676914962288	64.50566284104704	60.24059545813531	NA	NA	NA	NA	NA	NA
hsa_piR_016735_DQ593039	6710.578352420348	5622.591761020766	1789.2755085920692	37615.075998602544	33381.68040233275	33542.96741951465	684.4023546109227	826.9269698021703	314.30703837222757	2832.786780941619	3028.9576359826547	3033.866419882708
URS00004E6E4D_GR_chr17_8226661_8226691_31_-	669.5262352591341	422.81585165640007	182.8504683019316	1425.833829714715	1033.0221891870249	1000.7146011588984	219.59492805947409	165.4916930681681	308.8864151910774	648.1470799853469	457.58408506356653	440.39782188660587
URS0000166D4E_GR_chr6_26554170_26554197_28_+	16.491701146147875	12.392452830054433	32.055870061548774	0	21.165901665582577	18.072157434929487	NA	NA	NA	NA	NA	NA
URS000009C1FC_GR_chr6_26575631_26575660_30_+	119.99235021553592	100.35994995756889	41.252147155866176	22.53860788698684	23.49902877781562	18.418296889830252	1522.469505855582	1382.9776023590543	510.4296403729665	204.5738064834069	169.17759166027767	164.03513889373534
URS00005E324D_GR_chr6_28881435_28881462_28_+	33.12112369040296	30.103581816430964	57.12583258060346	3.61835439469868	3.685412473115619	4.016032331078402	NA	NA	NA	NA	NA	NA
hsa_piR_016658_DQ592931	2344.823740143431	2175.4508547446394	481.64270090496746	1946.9071657260756	2141.7350803257577	2085.0786999221145	101.14123242573288	103.5469801502634	34.15735155245339	127.1296952109832	136.84682614159675	140.88426868387455
hsa_piR_018849_DQ595899	9527.816515791705	6740.936878890936	5670.803836430841	10655.615963707469	4246.621152975008	4361.260430381372	2912.155959168079	2687.0084591713967	2901.9788858516117	3961.784947314435	3327.4582897176556	3343.4877253686896
URS0000354DD9_GR_chr7_139340736_139340766_31_+	7.582920918952875	3.1964931941434576	91.2677678619347	25.193447747463686	20.252688771028023	30.146886972044506	NA	NA	NA	NA	NA	NA
hsa_piR_008113_DQ581032	11344.14829447575	3804.466375198315	4370.31300380382	3317.591303545583	2865.1999374203574	3307.5114855044944	1622.8388450172636	1617.5913823454175	1207.818801917166	860.2236821421085	786.420769715889	774.5646283179813
hsa_piR_008112_DQ581031	987.6296209292198	953.1437493260416	449.26982183998115	134.1942276595761	133.3454359961723	139.99693973517589	1948.357261514337	1974.312257922844	1582.1388218648126	1013.0045819312438	950.35046900212	938.4935096318666
hsa_piR_020450_DQ598104	7.097385340729768	4.610460108105718	6.031265873956335	10.400599148191672	31.244923537702913	34.136329562434526	NA	NA	NA	NA	NA	NA
hsa_piR_020668_DQ598445	49.09025201793506	32.95122981068026	10.052109789927226	7.800451102505364	8.063208104938274	8.032079593502653	22.32686756996582	29.054604063257003	21.93496010564072	87.30856175821451	163.24693777838297	163.23820704485888
hsa_piR_015026_DQ590548	NA	NA	NA	NA	NA	NA	109.272228387657	101.23024206252512	122.32787162502548	288.10372054172365	304.60534486399445	308.54544748999774
hsa_piR_018569_DQ595533	NA	NA	NA	NA	NA	NA	118.93540346017926	115.91844890791543	367.2657843009445	1297.1479890182668	1621.170344202974	1638.2395195378308
hsa_piR_001311_DQ571812	NA	NA	NA	NA	NA	NA	47.938634293713974	46.17167271276264	255.7346059709771	561.2381828876985	632.705718086285	641.9684508624218
hsa_piR_020326_DQ597916	NA	NA	NA	NA	NA	NA	131.9879444440246	131.12213361820795	448.4711748612989	779.000923169787	1196.3320365550155	1183.842261505962
hsa_piR_017723_DQ594464	NA	NA	NA	NA	NA	NA	120.6300864158408	110.86268860582412	147.44095052728576	262.6523482938547	351.75605134713896	353.572096951517
hsa_piR_017716_DQ594453	NA	NA	NA	NA	NA	NA	57.166531209816306	50.85174575738291	526.260830266408	790.4095325714013	809.6212735021724	812.9900256313074
URS000012F7C1_GR_chr1_146035693_146035720_28_+	NA	NA	NA	NA	NA	NA	6.291220287455927	6.65898383106672	547.6611535651407	721.1222136896223	682.7079579257355	690.8336553960294
hsa_piR_004987_DQ576872	NA	NA	NA	NA	NA	NA	823.1690308775934	780.8310170017661	1821.8788766957932	9588.809036028526	8520.207631395282	8644.970592439402
URS0000354F1D_GR_chr1_146039401_146039430_30_+	NA	NA	NA	NA	NA	NA	72.4593037720362	64.61675213286371	216.4388006632416	276.2409467531023	230.02369074201872	215.3708321588598
URS000030DA62_GR_chr1_146039401_146039431_31_+	NA	NA	NA	NA	NA	NA	80.2246660825676	72.21495410760811	252.18521161400477	293.8443583934914	243.61198349624692	233.4611851283551
hsa_piR_019914_DQ597347	NA	NA	NA	NA	NA	NA	167.21065286152464	153.0212059635857	297.30261770807147	360.5156904061105	322.37053154858637	300.84177295085874
hsa_piR_018570_DQ595536	NA	NA	NA	NA	NA	NA	71.42624361413291	69.66523167415133	204.899556247478	801.7454756710946	1013.5929271016018	1019.5946074525262
hsa_piR_001312_DQ571813	NA	NA	NA	NA	NA	NA	85.51764846463384	84.18889332537798	208.62716287341965	920.4277132837487	1218.2875046505171	1221.205083020786
hsa_piR_000765_DQ570956	NA	NA	NA	NA	NA	NA	78.47774974813565	75.71991235851071	372.864619751064	568.3231473250067	838.2437069096007	834.4939033534902
hsa_piR_020582_DQ598312	NA	NA	NA	NA	NA	NA	21.206751780778557	21.530665848710377	2200.4611400762897	585.5087277293495	483.3014351925048	477.0168403424786
hsa_piR_001356_DQ571873	NA	NA	NA	NA	NA	NA	67.29980669127207	804.2197330075815	318.1237511326539	335.2459839130442	995.1048164675236	950.6600025247136
hsa_piR_020485_DQ598159	NA	NA	NA	NA	NA	NA	75.60491391576417	68.56001218414923	232.26999055668304	514.7317496581876	368.838476523883	362.1125499319762
hsa_piR_005019_DQ576918	NA	NA	NA	NA	NA	NA	2524.50303676925	2331.1030288039856	821.3209435899487	316.57074431931875	277.85715873301126	273.0554158200333
hsa_piR_020496_DQ598175	NA	NA	NA	NA	NA	NA	16.935222139111065	15.92884848634132	470.49524110142426	376.86560833836035	316.03825325031056	311.56050631824695
hsa_piR_001168_DQ571524	NA	NA	NA	NA	NA	NA	147.3039318412536	212.19486131960107	446.3771807009093	364.00367289832377	1116.3418402924408	1158.8717302411667
URS00003DC32E_GR_chr2_233275727_233275755_29_+	NA	NA	NA	NA	NA	NA	127.10122167461697	126.39400755228326	51.978578449385594	49.17691982511167	63.362945424396145	86.04207528369372
hsa_piR_002485_DQ573352	NA	NA	NA	NA	NA	NA	30.910552814566664	30.05061214120357	359.4838485559508	421.71888319916593	407.11328340500467	400.88328437981534
URS00002FF4FF_GR_chr21_8218734_8218764_31_+	NA	NA	NA	NA	NA	NA	55.69238918674084	81.34794045977308	390.7601017600668	1801.1432925676106	2063.4123765607815	2132.098186286565
hsa_piR_015249_DQ590830	NA	NA	NA	NA	NA	NA	123.8221262295869	91.67060312726312	170.59369447088352	357.64537148022663	251.08219764093596	242.13446008362715
