GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13_salmon	TCGA-BH-A0BT-11A-21R-A12O-13_salmon	TCGA-BH-A18L-01A-32R-A12C-13_salmon	TCGA-BH-A18L-11A-42R-A12C-13_salmon	TCGA-BH-A1FC-01A-11R-A13P-13_salmon	TCGA-BH-A1FC-11A-32R-A13P-13_salmon	TCGA-BH-A1FG-01A-11R-A13P-13_salmon	TCGA-BH-A1FG-11B-12R-A13P-13_salmon	TCGA-BH-A1FU-01A-11R-A14C-13_salmon	TCGA-BH-A1FU-11A-23R-A14C-13_salmon	TCGA-E9-A1N4-01A-11R-A14L-13_salmon	TCGA-E9-A1N4-11A-33R-A14L-13_salmon	TCGA-E9-A1N5-01A-11R-A14C-13_salmon	TCGA-E9-A1N5-11A-41R-A14C-13_salmon	TCGA-GI-A2C8-01A-11R-A16E-13_salmon	TCGA-GI-A2C8-11A-22R-A16E-13_salmon	TCGA-GI-A2C9-01A-11R-A21U-13_salmon	TCGA-GI-A2C9-11A-22R-A21U-13_salmon	TCGA-BH-A0BT-01A-11R-A12O-13_fc	TCGA-BH-A0BT-11A-21R-A12O-13_fc	TCGA-BH-A18L-01A-32R-A12C-13_fc	TCGA-BH-A18L-11A-42R-A12C-13_fc	TCGA-BH-A1FC-01A-11R-A13P-13_fc	TCGA-BH-A1FC-11A-32R-A13P-13_fc	TCGA-BH-A1FG-01A-11R-A13P-13_fc	TCGA-BH-A1FG-11B-12R-A13P-13_fc	TCGA-BH-A1FU-01A-11R-A14C-13_fc	TCGA-BH-A1FU-11A-23R-A14C-13_fc	TCGA-E9-A1N4-01A-11R-A14L-13_fc	TCGA-E9-A1N4-11A-33R-A14L-13_fc	TCGA-E9-A1N5-01A-11R-A14C-13_fc	TCGA-E9-A1N5-11A-41R-A14C-13_fc	TCGA-GI-A2C8-01A-11R-A16E-13_fc	TCGA-GI-A2C8-11A-22R-A16E-13_fc	TCGA-GI-A2C9-01A-11R-A21U-13_fc	TCGA-GI-A2C9-11A-22R-A21U-13_fc
hsa_piR_017184_DQ593752	34.08739719308574	21.598329752445643	25.11861989561278	8.849581591982815	3.4498091778150135	7.135163755597142	38.86061359801577	14.440898058541224	5.422008365169496	5.229207521477101	20.1483220429504	17.130162162643032	9.3465641697973	3.413433539564064	11.861632395065524	208.8828551780899	3.7627382260898914	1.3798771963527665	28.38474194244276	23.446665839153393	34.985055550869276	7.292532235854027	3.128787702654187	15.013960279982992	124.56302594317356	13.631845708551367	5.035904634496149	10.54934010693306	30.644955228586813	16.133462394680127	10.757935140992831	5.474537788744759	14.411826554583056	224.14983575864227	2.8018026535990357	1.3489486180687678
hsa_piR_019911_DQ597340	5.853391852902805	2.399814416938405	4.839367035208153	2.458217062074276	1.9165608876460036	0	3.8475854227173047	2.5672710152548524	7.229343890632787	1.3073022075311491	0	8.38476362121749	2.4382343253227727	5.251435798914784	1.6551107441067174	3.6692095250579535	1.8813691130449457	0.45995946135609395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_016659_DQ592932	101.47672688242848	15.260670712587755	32.43499704297684	20.887603077286037	258.66927516745534	1.9452103098630276	14.97677456361621	7.867073054334481	76.7113525017508	7.796106500677993	24.04006128217589	12.258085201375213	34.20766628816174	9.181171083199697	52.41167656247994	4.383798193085839	22.42681843100587	15.95484381578951	19.09867756508869	5.376621903007239	15.901426618874556	11.767926972334594	53.017285556681806	6.425974999832721	6.792971495767401	5.783797393485365	14.184818633138036	5.215445687953924	14.232879206165876	3.9290324822375577	9.007325695322182	5.35138268048162	9.072021952812795	10.454341895719828	5.891473990816097	9.307326969756794
hsa_piR_019224_DQ596390	1.218193042791337	13.018757803384606	2.304460701912069	17.054493948317134	0.6727752621574951	11.370795417794364	2.1746102663147164	10.11223765638849	7.465780308865178	14.167968744831285	5.61256406163109	21.670814557937867	4.060654751081823	22.318545839251495	8.71708564882887	10.313773928784668	0	10.309034550186258	4.795355237394265	18.47049672222464	0.7987455605221295	11.816779067699452	0.5516198347415703	13.512564251984692	2.3954428065994917	7.51142518634463	6.378594744634273	23.689746205042663	4.134636816555363	11.077710553745908	2.342295878425258	6.1577554131569325	92.9013083304092	42.19423021038049	1.643175902142638	18.97595455179881
hsa_piR_016963_DQ593398	16.341980869720274	57.7757336876299	0	25.2268120513463	1.2437856254885085	36.53670330631074	5.1357970654221825	24.545897211007524	18.001210194996077	69.8261405085552	10.697968492015072	32.965351684258216	3.6604012700003783	0	359.8210631789876	158.4698465111461	7.337337077039175	73.40350902739881	4.607302090829784	16.763139882355134	0.47924733631327776	9.37417429945657	0.44129586779325625	11.823493720486606	2.017214995031151	6.398621455034315	5.480201118629446	21.65390864054681	3.5266019905913395	8.8657701866034	1.608800300630292	3.22549093070125	91.74984796135745	40.81911314209373	1.643175902142638	17.667460442441516
hsa_piR_019102_DQ596225	29.610897516561614	49.495260767479365	1.3825706686135542	46.950222141346835	5.749607072335257	47.90441236328601	13.080922094834383	33.37351637037505	31.874502852185895	74.84008729457724	28.782519617626782	86.73056302426345	13.003367745973936	35.445499005141784	43.02728946990132	30.401381951681408	2.6338713896945096	19.011137516656134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000BDE9E_GR_chr14_102317132_102317162_31_+	8.951861007958335	0.8999253976602798	2.9957641370155876	2.704015344637771	1.1499215194539998	1.698805076436233	5.385811735082528	1.9254210092927064	5.750473917295477	0.980442630813436	6.716097209714255	8.204102364813197	6.095475338217431	9.1899824680118	0.6896159876260133	2.8828994621890787	3.198150180936181	0.4599072018734162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000372535_GR_chr16_47505331_47505357_27_+	3.2445016273350595	3.899698427524908	2.534906333296083	1.720752280482841	5.536515063433968	2.7181576211798633	1.1542756268151912	2.376529004888332	2.793156122611192	4.064958806450306	1.918888227407625	3.55829368077512	2.031862309738976	2.888289779492949	1.1607123934128762	15.881476154111295	5.563471930366993	2.3682275362002745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_002158_DQ572892	4.104052588226134	1.6210855826330872	3.7617125153348088	5.8861771958380045	3.3261949202495606	2.9672735457939043	5.93810401858565	3.1556273273728093	1.7789449097232806	9.80356914402372	0.9594441137038126	7.340481126026053	1.7585212723840746	1.987012019738708	5.10325902693472	1.5725176449132	4.797437246269803	9.352503108996332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_017061_DQ593574	12.051091529035682	4.799623825185188	5.530702832342208	2.7040355664886477	2.2998656111018776	1.698846165302215	6.156135019205693	3.850903718347633	3.778967775860992	3.9219040052984537	4.317494890975771	7.122534988219718	0	2.62570979137376	4.965332232320152	0.5241691744500938	3.5745997005479437	4.4462712299623615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_001159_DQ571511	11.706769713132775	1.7998570561850868	13.365865818087496	3.6873213802258142	6.899604707326754	1.698846165302215	9.618961899651266	1.9254504569064932	6.572127476031425	2.2877723199420257	44.13441040278017	7.933963312062081	3.250972776940393	13.128581989802116	23.171559410217455	11.53179142364713	8.6542880646623	5.2128703322225185	5.310620858980943	0.8536784199347521	8.546577497586787	1.9188017457196864	3.918707306004116	0.6568607622492559	6.1777209222829	0.765052565275842	3.1966478656208124	1.4806091378151665	22.7405024910545	3.3966008186421934	1.9559882074532424	6.541882060358626	9.073507708127702	4.530981971865363	3.263107749086305	1.8664873329638176
hsa_piR_000753_DQ570940	10.750438019040454	13.081004570692237	13.666251282552484	20.244088172291768	9.70036462342355	21.394117868687463	11.960305507614647	34.12853215385145	23.023860988526614	14.50978877973651	26.11886386187083	13.674443092224353	8.887117243033323	4.680412898061741	38.49351443706709	111.36589812190556	17.75123062447355	16.709568138326688	2.9148237717494556	8.108392846798447	4.578409552912847	7.012989690155118	4.933687801928604	6.04687250276315	4.099989477400815	8.373848078110125	7.691882881557694	4.179019291483307	6.094941095463377	4.036301802697212	2.870412694437633	2.0936368404733567	10.8385850222354	67.46128713666207	8.462624096671497	4.9772995545701795
hsa_piR_006426_DQ578783	35.853916990706594	61.307751576207494	23.262627824814363	61.7233407986628	56.32041532807366	39.56585433633912	37.88833856203285	76.26853724190786	113.4848415516028	34.446105567866624	63.50854897228948	60.1291768088616	24.5383530500728	16.056421199455034	65.1173372003462	584.7833736362837	78.18750178072098	40.80490363912891	8.669250056622575	13.4291376168645	8.105669948178571	16.427874069082403	14.91580033141206	13.951722590174196	13.182499992528571	18.416901753185723	23.533012672457357	11.537646706424685	26.42762567570034	12.85587571260631	6.855738667123615	5.468673259779846	14.961556021098078	112.94083887838872	11.723943841511726	6.482486275248774
hsa_piR_001346_DQ571858	24.10218881976018	22.498246384895587	97.93950468553103	15.2409267426176	14.949159280583537	15.969163110788102	61.94609133433774	17.970874670506795	32.20342007116595	37.25807888980283	48.931615040257135	44.628551892311954	8.53381232725974	21.005725778294305	22.89568423845213	2.620852198227293	23.893376096169177	16.098560956299526	13.163720259513669	11.796283620916576	68.21287086858986	8.413416423947703	8.825917355865124	8.820701664490008	40.344299900623014	7.859176352379104	15.681052381175167	20.913604071639227	24.56460696894657	20.06406085239885	5.134469044564761	11.729057929822728	12.29462523084276	1.4384069751953532	11.1750265379668	7.294366415596263
hsa_piR_020499_DQ598183	4.83677313945708	0	4.886197087431562	2.217110248914232	13.733395196522729	1.172882853438728	188.1968568591321	0.7844984539459948	3.3930689820834705	0.3838263109165083	3.780969255252523	32.378046980093856	9.273374980958009	14.51165288974112	10.962476959200275	5.814034497661968	14.82990177634941	0.18833129841500992	19.839606962552743	2.3499438686931176	25.288284446130625	7.197542050422358	36.72905507643272	2.803857082286824	383.2960642433565	3.204874746173709	13.944702518551292	2.046942133029468	7.481260498661352	55.28598137471337	16.65523958646436	30.41051494754788	15.05515860593712	10.779421872113977	19.61977059217755	0.4938240028917723
URS000025C8A1_GR_chr2_27050845_27050871_27_+	17.55460565182233	77.38392368481776	88.24537451621386	66.61768170815118	264.48367231024105	77.12771663114063	49.63385278162421	133.49584495873327	80.01569622589895	69.61381637808377	35.476969437685106	70.76684893051699	31.29067309770226	80.8096995998007	68.6423894552549	486.6922013377984	74.05027151033067	393.11089249698415	8.263055260043295	37.654979032031065	113.45381941656328	16.886540964452458	458.7932489512589	29.622543632406444	20.62602332419352	22.116974159792523	14.063943854366476	18.548330973979496	16.01320517658854	11.941346031607212	19.403403017936164	27.056004379618575	30.612502508312293	56.35390847420354	46.743795005130565	41.56491522644985
hsa_piR_019420_DQ596670	9.985196849947936	3.5997216254076077	11.291856781158351	4.916434124148552	10.732740130922034	6.115854647654691	6.925653760891147	14.76180693544808	7.722253742011833	3.2682542101803764	3.3580536738250673	9.737144818623438	6.095585813306933	9.977727837758454	6.344594782831782	25.684466675405673	6.020380991824094	51.36211134625812	11.095135647304378	3.433339390719403	15.920596512327084	5.533856802719152	11.032396694831409	6.568607622492559	12.133548195112372	13.075443842896208	7.873195049715032	4.193825382861459	3.161781095012925	8.691163920453745	7.82395282981297	10.523897227533444	5.66369926041965	27.185891831192176	5.642941400611715	46.069315524013504
hsa_piR_001168_DQ571524	2.4102197873842597	1.1999072084692024	5.77482498693667	1.8755210587466524	1.8720149254955296	1.3395745128918273	4.1082041439923165	10.581291869186012	6.566358661756684	2.9318166424309617	10.060406739039774	7.714706111750564	1.2191171626613864	1.8044035619777652	26.671451823562112	45.034927596919765	5.140573152846101	3.978991877884854	3.3774345122980787	3.1260151595428924	11.936453656442705	2.865989594738315	4.6909750746423144	1.7641403328980017	11.008950835382503	11.717823290697623	6.440665576976425	3.16110050923538	12.987623882591553	9.87973931065634	1.9559882074532424	2.5745282155960885	48.57677002083432	67.09305495101205	8.414347982027481	3.523727207075189
hsa_piR_001152_DQ571500	15.494271002439843	15.898770512216934	32.95378507539404	24.336347903442785	27.59847394745485	31.258809121665625	85.41639638432417	23.747254086572735	15.937418229792522	53.926195122299966	23.506375716775462	42.10413309993394	15.442149983104231	26.51974877251372	91.58283407522138	4.717554199934965	33.11209333103587	28.517469976060603	4.231195797700822	3.957963583333851	11.463596284613605	6.649312980216734	7.947738578956546	8.445352657490433	28.024159318470264	4.982578706941938	3.8173561890423295	15.22066193673991	6.080348259640241	8.952681825807938	4.542782611810155	7.365848379928674	24.626394344558157	1.3664866264355855	7.733118364273025	6.486671224425822
hsa_piR_020548_DQ598263	307.44873682469114	234.20153177043576	100.67541378453012	170.9624305480284	455.2784549753954	152.45444956788728	86.49421976528176	213.6032642812273	211.36500918639032	121.8357297659421	324.6726827517004	337.2813988510927	89.35182053109142	179.05151534528557	44.17234733039737	391.6794543235725	130.59711993477984	108.82770031624638	73.87103703345942	60.37524214294907	37.10332877737396	53.159221772859254	117.56121918012346	50.44690654074285	33.90938406647364	63.05424142537076	60.633402540543976	42.397242661337295	92.78125016350236	85.86791654634241	27.540313960941653	46.13918163144015	25.269726395912222	196.6014653697009	30.362100102594276	25.491920420463977
hsa_piR_012753_DQ587269	12.094658950550004	32.0046504230113	114.22901777536327	55.62091534243237	0	85.35276725279458	63.756219847809874	102.43931592043756	14.704400810607671	166.7320896509707	68.73732843671158	30.02761871074163	20.243277970440207	27.753662164762993	29.674882955462056	0	0	23.813971633781396	25.69558194657068	38.16408179882852	143.25980875300706	53.64774272650782	19.42584410025914	85.72595970863289	165.20990809305127	70.47386030388229	34.36273947320645	128.53538077657913	59.22259204889594	69.35235613425856	39.628321083002696	45.01025980569472	54.874886800718606	13.546916892389838	12.22816103890479	24.212720955346025
hsa_piR_000441_DQ570540	980.9588336722971	94.1924453954848	466.8827361911586	126.10628807228336	568.8331387484667	30.23917482469811	88.10934989469773	26.956216651582217	270.11380612634497	31.37495722641323	48.931293522862106	121.17282908686558	91.4334959470953	431.928920141471	9.654163399325457	7.338382359450327	127.36812167611792	20.571448890962017	62.38851190423221	6.875991636929003	35.847700756233174	9.005069578922091	37.07767881198939	2.7062663404669345	7.423351181714636	1.819434100692366	15.034208970451692	2.602170559710155	4.874007164927616	7.615338764894876	6.67480975793419	26.00625369489944	0.8647095932749833	0.5897468598300948	7.239629192356412	1.6209703145769474
URS00003DC32E_GR_chr2_233275727_233275755_29_+	113.28034070733946	14.39888650163043	91.02619059490983	28.023674339131315	46.38077075137264	9.17378079751444	26.548340245320396	16.68726019688922	23.659671971804354	13.073016840721506	3.3580536738250673	38.94857828799074	21.131363780827364	30.195755693610316	20.413041503372927	6.8142460800797195	13.357720617659249	1.3798771963527665	132.95733568401934	15.987068591505356	137.08390807904996	39.92030392898283	57.0419038709563	13.95547608024419	47.71722070746188	17.66575923455126	28.082151305954525	18.62976447655933	3.404995025398535	38.65062383832056	29.339823111798637	39.61782542245872	24.972575332931132	7.865209340368192	12.993426856224756	1.5344813649179363
URS0000336885_GR_chr20_29298646_29298674_29_-	0.9360357336967116	2.399814416938405	3.4566910528681043	3.6380398870615815	5.287514893551023	3.955432597451203	0.7254603075114936	5.124674275356576	7.191783990560275	1.9609520026492269	1.7544451143352648	4.286128698747265	1.2191171626613864	3.397973526173817	2.546865168603314	31.50179068101618	7.017353583531389	3.5029911307777595	5.4084084951944735	18.2531967607867	10.875719552069317	15.969207173712352	10.635230413817476	15.640793121672283	7.261973982112143	17.10379335023955	25.53071340810082	11.54504975211376	12.272574927257862	8.283227307610826	4.053785559946845	6.151890884192021	24.911659365020004	843.7724084635446	20.367156367036767	16.124609179169482
URS000049DAFB_GR_chr21_8210893_8210923_31_+	4.054321805877912	21.77728779976057	4.131176105254098	3.062730757343882	4.4027253135162185	5.520135354996474	10.375866476484267	19.541868407066975	23.12214101280255	20.511591684643392	46.00318246830557	10.852130971308348	0.990321020485208	3.5588427102207074	12.395222832936575	311.1017855532914	17.755085253591446	19.38476193719776	3.557965532999981	18.87094950830312	3.827588726022045	4.798361366948239	5.405874380467389	5.352476839813937	14.090246740292589	12.371595482842434	13.229254503660174	15.638934018172696	19.739242590096076	9.37314624250016	3.2665003064469147	2.4865602811224186	9.826785652784777	135.83740110954838	12.201340975213668	13.20490963664835
URS0000441811_GR_chr21_8210896_8210927_32_+	8.92117425333634	15.461694550844229	5.339428422124112	6.19179087071838	28.178807676726876	5.192819100644495	54.67434678244486	22.371374629892717	15.728335829510309	11.8166262554198	0	11.72735743154842	3.7464847988314087	4.2206467184102685	8.675104018849039	167.73792887973377	14.121400214272455	19.511340342820542	6.269691906459797	17.436769762812737	6.169510709472928	8.502978598783276	8.781787769085799	9.342436784219418	19.90486896346988	16.934090781214728	10.994704539342711	13.743754321769284	14.4420431862975	11.322002728807307	4.94376019433807	4.7942524288150405	11.290254637966662	133.08429015902448	14.411314223361982	13.531335672458168
URS00003F0F42_GR_chr21_8210897_8210926_30_+	9.749435951575178	51.85412913040639	5.277942758139254	12.623610055883368	0	15.7890811768951	13.825289563917616	38.31396637388319	23.749073388436056	26.17353490859579	45.14398950596142	34.40083984154864	9.486225885216236	4.8239572094830505	21.410866899066956	362.7196929043598	39.80367680459	40.06356130730374	2.67035468121563	11.488959389740064	2.2780223386091136	3.131962113946984	3.627452033260566	3.8585877919556286	12.037730482848394	8.384976115423228	6.365527200983294	7.321612186495998	9.217807961614604	6.584926898289728	2.347185848943891	1.521845266394499	5.41112085688572	94.16675103813898	8.342827812184494	8.526136456707661
hsa_piR_009294_DQ582566	289.2264024714569	231.28211818895753	304.4192352463995	482.7938249248325	436.59254458894424	265.02035045552265	286.26036125016446	387.3369723585562	438.3611483401768	315.71336795779285	818.8853808737089	305.27751372053046	297.87094966177216	368.6507934441771	102.20313611002388	164.32816790735825	113.25841788659004	89.53872407221913	354.78106630854984	167.92941019923765	422.7153205217635	615.8457982011836	350.35361535842196	210.92737448341109	357.94975783079013	227.5516709969899	329.84113618028135	287.10861943658347	581.991478298333	213.15901652040415	287.79921487415146	336.27502311250004	116.64813552854332	157.85365827188846	99.94764935132898	63.992057866255
URS00001D1556_GR_chr21_8215387_8215417_31_+	59.91118356898282	128.0900970084332	79.96477999364451	73.25486727020545	180.5400250125718	54.702918604341946	42.32344047846135	100.76537613061438	123.3917622528651	64.05778461337137	96.9038352082133	43.366356800416646	33.728907423025035	53.302073328955125	87.44505901349926	503.99213229724865	61.14449489956274	59.48805707935371	52.29381899665087	122.6099510987742	72.22896354689513	54.271963945058786	129.8424831808098	41.55864205499292	68.80720348051256	82.21393966920611	106.33550301688771	94.7330741602589	101.6877442942234	35.170243331436154	27.843492133096905	39.40670237972191	77.68568815046228	328.08912378625854	46.62042271215141	55.06835123772769
URS00004949A9_GR_chr21_8215846_8215876_31_+	85.04633454405811	122.6905145703218	92.40886712575887	126.35235513694812	114.61033436206634	218.47190471472032	74.64315885785771	213.72528958368932	134.56438584892007	122.88636301391315	125.20743149350784	125.32065696861598	82.08721968207671	87.43640632220061	163.3043374226175	1136.6686844565438	55.5003875604279	60.40797481435039	32.25487569873978	43.93805220275084	50.55420401656662	54.79305296228393	44.98570076284454	88.0005746910503	37.071368571184976	66.53453509504376	45.65799751652169	50.71456449301399	46.39548936035889	41.240747284163895	33.91683551723922	33.19323394139832	65.29746033478048	461.2309502242908	25.484424519302525	23.13021410154937
URS00006034AB_GR_chr21_8216295_8216322_28_+	0	9.576377964423472	5.320147782540793	8.204968809001352	10.354724124985204	7.66321790375534	3.324490323992869	24.075879640558984	10.59187751021178	2.2262802826980574	0.6593959703067216	7.678816145609865	2.3854004507015043	4.6609504943512805	4.982605455451259	65.20679003994142	3.0464229051420313	2.694345711556907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
