smallRNA	logFC_Spheroid_Mono	CI.L_Spheroid_Mono	CI.R_Spheroid_Mono	AveExpr_Spheroid_Mono	t_Spheroid_Mono	P.Value_Spheroid_Mono	adj.P.Val_Spheroid_Mono	B_Spheroid_Mono
URS0000D52200_GR_chrX_151958628_151958651_24_-	-2.2910897604371074	-2.4390077445911795	-2.1431717762830353	6.4239469177701505	-37.46844594066589	1.2154485305409571e-8	9.169836798189246e-7	10.970219413500383
URS0000D55DFB_GR_chrX_151958628_151958652_25_-	-2.2910897604371074	-2.4390077445911795	-2.1431717762830353	6.4239469177701505	-37.46844594066589	1.2154485305409571e-8	9.169836798189246e-7	10.970219413500383
URS00003A4D14_GR_chr17_1713903_1713987_85_-	-1.274145014898183	-1.3573452661444991	-1.1909447636518669	11.89217202400336	-37.045782901534544	1.305109149625302e-8	9.169836798189246e-7	10.701298065779392
URS0000EFCEE7_GR_chr17_1713913_1713973_61_-	-1.2742454192257124	-1.3574794110728288	-1.191011427378596	11.891503343001993	-37.033683709567974	1.3077863992269897e-8	9.169836798189246e-7	10.69905127582906
URS0000096022_GR_chr17_1713914_1713935_22_-	-1.2752033110588084	-1.3585052033996003	-1.1919014187180164	11.882817887499069	-37.03131379088143	1.3083115477959575e-8	9.169836798189246e-7	10.699147801384058
URS0000184017_GR_chrX_151958578_151958658_81_-	-2.0546054782278684	-2.1900206203066155	-1.9191903361491212	6.831042159694354	-36.70335528837232	1.3833972838057835e-8	9.169836798189246e-7	10.857021928872996
URS0000EFD8E1_GR_chrX_151958582_151958651_70_-	-2.0546054782278684	-2.1900206203066155	-1.9191903361491212	6.831042159694354	-36.70335528837232	1.3833972838057835e-8	9.169836798189246e-7	10.857021928872996
URS00000BE495_GR_chr17_30117131_30117153_23_+	-2.276749160313714	-2.4272328614343444	-2.1262654591930836	7.631037093081568	-36.599089112616426	1.4083061686191728e-8	9.169836798189246e-7	10.841041803634845
URS00005B0D1D_GR_chr11_109603197_109603222_26_+	4.245374645641237	3.963602765358213	4.527146525924262	7.176923859788307	36.447095731718925	1.4455534363149601e-8	9.169836798189246e-7	10.7380069604823
hsa_piR_004152_DQ575658	5.645539715935046	5.260091456350235	6.0309879755198565	4.446089980388018	35.43104272112158	1.726023905573645e-8	9.501192138305773e-7	9.731149955342472
hsa_piR_018569_DQ595533	3.767492148429601	3.510169993950956	4.024814302908246	8.996919347448943	35.41764924542764	1.7301212165474707e-8	9.501192138305773e-7	10.636612345318506
URS00002D40C8_GR_chr14_20684016_20684087_72_+	-2.7237682803317735	-2.910862109733632	-2.5366744509299153	9.520420297145494	-35.21723453034431	1.7927973834142666e-8	9.501192138305773e-7	10.515475862037766
hsa_piR_018570_DQ595536	3.821901133183311	3.5593033185411778	4.084498947825445	8.270016167027004	35.20731423409264	1.7959674480595177e-8	9.501192138305773e-7	10.599081577777525
URS0000303544_GR_chr1_161523884_161523914_31_-	3.791733619535421	3.529182985550647	4.054284253520195	8.13004912578035	34.93568826250897	1.8853418521339082e-8	9.501192138305773e-7	10.549174621850627
URS000016F8FA_GR_chr1_161523885_161523914_30_-	3.8542849044612275	3.5866872919694512	4.121882516953004	8.042970130962109	34.84224541540714	1.9172709641899956e-8	9.501192138305773e-7	10.53012856271115
URS00001A10BC_GR_chr1_161523885_161523913_29_-	3.87576220484908	3.6031369295330338	4.148387480165126	8.007745543030941	34.39026812550475	2.0808319406147583e-8	9.501192138305773e-7	10.449148151541682
URS00000FA8B2_GR_chr2_27050782_27050871_90_+	-3.0911597655897065	-3.3102189071543258	-2.8721006240250873	9.482626088607251	-34.13537091483159	2.180180662655547e-8	9.501192138305773e-7	10.281194518188212
hsa_piR_001312_DQ571813	3.8183973972641834	3.545460533103451	4.091334261424916	8.483678616317297	33.842581503109265	2.3011492418404744e-8	9.501192138305773e-7	10.352805682583009
URS000075E4E2_GR_chr15_25056859_25056955_97_+	3.2783407686290467	3.0429052506489698	3.5137762866091236	7.386796260237901	33.684233463988036	2.3698030883915235e-8	9.501192138305773e-7	10.321496074928437
URS0000700FD3_GR_chr15_25056860_25056954_95_+	3.278896515356519	3.043152823381086	3.5146402073319516	7.386529051784997	33.64590273918323	2.3867766022416033e-8	9.501192138305773e-7	10.314474657384249
hsa_piR_005019_DQ576918	-3.118545284802922	-3.343167825799472	-2.8939227438063715	9.453178640263506	-33.584839314190305	2.4141081962683944e-8	9.501192138305773e-7	10.172396716571075
URS000025C8A1_GR_chr2_27050845_27050871_27_+	-3.117490420057276	-3.3424500896595823	-2.89253075045497	9.451920020109695	-33.52316524194387	2.4420816778821293e-8	9.501192138305773e-7	10.159953854128208
URS00003DAB6F_GR_chr17_30117079_30117172_94_-	-2.0190749531734298	-2.168009781465311	-1.8701401248815481	8.627922924391012	-32.79447841571036	2.802699131982042e-8	9.501192138305773e-7	10.081675962843303
URS000075B951_GR_chr17_30117079_30117172_94_+	-2.0190749531734298	-2.168009781465311	-1.8701401248815481	8.627922924391012	-32.79447841571036	2.802699131982042e-8	9.501192138305773e-7	10.081675962843303
URS00006C130C_GR_chr17_30117083_30117163_81_+	-2.0190749531734298	-2.168009781465311	-1.8701401248815481	8.627922924391012	-32.79447841571036	2.802699131982042e-8	9.501192138305773e-7	10.081675962843303
URS000075AC72_GR_chr17_30117086_30117160_75_-	-2.0190749531734298	-2.168009781465311	-1.8701401248815481	8.627922924391012	-32.79447841571036	2.802699131982042e-8	9.501192138305773e-7	10.081675962843303
URS0000EFBC44_GR_chr17_30117094_30117153_60_+	-2.019369177383428	-2.168999841954469	-1.8697385128123871	8.623914563855017	-32.64672898680767	2.8831365716833835e-8	9.501192138305773e-7	10.051657137046377
hsa_piR_020548_DQ598263	4.393113238902258	4.064030812383714	4.722195665420801	9.253387452534005	32.29328777461345	3.086644890052709e-8	9.501192138305773e-7	10.051669994494436
URS00000FA8B2_GR_chr6_26575570_26575662_93_+	-2.887933054441161	-3.104986509236693	-2.6708795996456294	8.968114171961062	-32.18584937091523	3.1517701942752903e-8	9.501192138305773e-7	9.924341316478305
URS00002F4D78_GR_chr7_130876748_130876769_22_-	-1.3797277882139838	-1.4836058949673339	-1.2758496814606337	8.934176078318078	-32.130237900789176	3.186104092549271e-8	9.501192138305773e-7	9.936973660674738
hsa_piR_001311_DQ571812	3.7302777688848794	3.4471481021035726	4.013407435666186	7.818953228660774	31.87134194773445	3.351755686758381e-8	9.501192138305773e-7	9.976844053748518
URS00006F4D3F_GR_chr13_39857135_39857227_93_-	7.17643873381251	6.6313039660405755	7.721573501584445	3.0461344245440194	31.845616131331145	3.3687541891900494e-8	9.501192138305773e-7	8.627748854331134
URS00008205D0_GR_chr13_39857141_39857227_87_-	7.17643873381251	6.6313039660405755	7.721573501584445	3.0461344245440194	31.845616131331145	3.3687541891900494e-8	9.501192138305773e-7	8.627748854331134
URS000075CFA5_GR_chr15_25051476_25051572_97_+	3.278718601029545	3.0283388500103037	3.529098352048786	6.394949627192769	31.67739769661286	3.482398606401357e-8	9.501192138305773e-7	9.920426360307232
URS00006C9042_GR_chr15_25051477_25051571_95_+	3.278945255945958	3.028418683299543	3.529471828592373	6.394826165198657	31.661021637894578	3.493697117254042e-8	9.501192138305773e-7	9.917328438688822
URS000047C79B_GR_chr6_28607156_28607227_72_+	-4.081866944061915	-4.376312523375041	-3.787421364748789	10.275122050079366	-33.77282191138535	3.51657673583975e-8	9.501192138305773e-7	9.767856065622775
URS0000EFE930_GR_chr1_155195195_155195258_64_+	-2.3960745070105975	-2.579574100814476	-2.212574913206719	11.287387741070656	-31.58710084743464	3.54522923501262e-8	9.501192138305773e-7	9.622852418285518
URS000075BA3A_GR_chr1_155195177_155195272_96_+	-2.3933335203824573	-2.5766865822282434	-2.209980458536671	11.29217458672435	-31.576181697637207	3.552915627793801e-8	9.501192138305773e-7	9.620082399213207
URS000025576D_GR_chr1_155195237_155195258_22_+	-2.3928769625941193	-2.5762597310848205	-2.209494194103418	11.284746387262649	-31.565044021963402	3.5607757351821026e-8	9.501192138305773e-7	9.618185604439791
URS000075EAB9_GR_chr15_25070431_25070527_97_+	3.2673389089850904	3.016122852507049	3.5185549654631316	6.389421691870762	31.462363645551232	3.6341959758561546e-8	9.501192138305773e-7	9.8796264809604
URS000071A62C_GR_chr15_25070432_25070526_95_+	3.2679350050298233	3.016449744110627	3.5194202659490195	6.3891721918433175	31.4344183782202	3.654480312689095e-8	9.501192138305773e-7	9.874287890118303
URS00002CA973_GR_chr6_26575570_26575660_91_+	-3.0804041634829913	-3.3180393078931147	-2.842769019072868	8.764933393725158	-31.357511306444952	3.7109843676241187e-8	9.501192138305773e-7	9.76275223612969
URS000009C1FC_GR_chr6_26575631_26575660_30_+	-3.099574367598695	-3.33869792210514	-2.86045081309225	8.74614301655638	-31.356260132962483	3.711911938885737e-8	9.501192138305773e-7	9.763830748272934
URS0000521091_GR_chr16_3184135_3184206_72_-	-2.92226638567906	-3.1486766432991544	-2.6958561280589652	6.180496567072213	-31.22254205880884	3.8126109803271213e-8	9.590688655684947e-7	9.848892127479072
URS00000C18F2_GR_chr1_167714725_167714796_72_+	-2.4309854593697544	-2.620177048682466	-2.241793870057043	8.849380888836393	-31.08315480278719	3.92096253804392e-8	9.696075157637421e-7	9.726224502351656
URS000041798D_GR_chr21_8218915_8218940_26_+	2.5520403254640645	2.3507675813952473	2.7533130695328816	10.814304976989774	30.672354894853182	4.261640867735461e-8	1.0316532685695635e-6	9.586540091457543
hsa_piR_001318_DQ571823	4.387225946441805	4.039938194251614	4.734513698631996	6.484371840105863	30.559418778408638	4.3612247467475356e-8	1.0316532685695635e-6	9.64625606611888
URS000065DC2A_GR_chr2_203364408_203364478_71_-	3.4582436092031017	3.1842652592914007	3.7322219591148027	8.92467732547909	30.534013481838844	4.383996069315486e-8	1.0316532685695635e-6	9.67517040054107
URS0000EFE727_GR_chr7_130876747_130876807_61_-	-1.3025571996252197	-1.4062793734497439	-1.1988350258006955	9.286290938754657	-30.37873945867185	4.526201248811178e-8	1.032021724668556e-6	9.53414533405519
URS00004E9304_GR_chr7_130876747_130876810_64_-	-1.3025808549614482	-1.4063079511666632	-1.1988537587562331	9.28629954352688	-30.377849504928665	4.5270315544062774e-8	1.032021724668556e-6	9.53394476766454
URS00003F0F42_GR_chr21_8210897_8210926_30_+	3.8240412232943664	3.5182544542511547	4.129827992337578	7.441076117629979	30.251605678592334	4.646621358610935e-8	1.0364125419440424e-6	9.649511297779368
URS00002B6B91_GR_chr16_3160387_3160481_95_+	-2.6764100462569793	-2.8907332241773482	-2.4620868683366104	4.8116716234533055	-30.208423896221998	4.688363794949061e-8	1.0364125419440424e-6	9.599328204192428
URS0000416117_GR_chr16_3184131_3184204_74_-	-2.5606902829541314	-2.7681226569895636	-2.353257908918699	6.957357785607849	-29.862424953053385	5.0389721030405105e-8	1.0972925818412097e-6	9.554258676178017
URS000012F7C1_GR_chr1_146035693_146035720_28_+	6.654235665806064	6.109517123197811	7.198954208414317	7.155491194530468	29.55089060690409	5.380851027416964e-8	1.1272063495260537e-6	9.348037880979252
URS00004D4536_GR_chr16_3184131_3184202_72_-	-2.5342255517362364	-2.7418840308452372	-2.3265670726272356	6.9281056587692325	-29.521617722355387	5.414333645893004e-8	1.1272063495260537e-6	9.480760844425365
URS000075A9AB_GR_chr15_25106520_25106604_85_+	6.1596015469133105	5.6538216528661644	6.665381440960457	4.531340348379858	29.46019478300495	5.4853770264804524e-8	1.1272063495260537e-6	8.958351102709505
URS000022BCB9_GR_chr15_25106521_25106603_83_+	6.1596015469133105	5.6538216528661644	6.665381440960457	4.531340348379858	29.46019478300495	5.4853770264804524e-8	1.1272063495260537e-6	8.958351102709505
URS00003B7674_GR_chr9_94176353_94176374_22_+	-1.0463281953521744	-1.132716534080388	-0.9599398566239608	11.37273746335673	-29.299307893717874	5.6766374097917214e-8	1.1503074973452947e-6	9.103544088168283
URS00002FF4FF_GR_chr21_8218734_8218764_31_+	4.948536321432765	4.54191830104518	5.3551543418203496	8.94512604379904	29.47499484048959	5.846058758202165e-8	1.168410921673556e-6	9.414613668066242
URS000020CB8F_GR_chr14_20609338_20609409_72_-	-2.414032079923108	-2.615287031265227	-2.2127771285809885	7.840869186111654	-29.01623226568492	6.032220870770574e-8	1.18705525194495e-6	9.330389706609827
URS00002DABEA_GR_chr11_122099769_122099790_22_-	-3.594043779158243	-3.894746364028393	-3.293341194288093	4.96646678983679	-28.912840293608536	6.168477877058191e-8	1.18705525194495e-6	9.357132238726331
hsa_piR_020619_DQ598378	5.192403737546111	4.75682261748688	5.627984857605342	3.8922661842952824	28.836593955503265	6.271245455240832e-8	1.18705525194495e-6	8.929275954899351
URS000015A6F8_GR_chr16_3184133_3184206_74_-	-2.6736402723014665	-2.8989281300468694	-2.4483524145560636	6.369843414070531	-28.7084499666616	6.448461657760596e-8	1.18705525194495e-6	9.318713581871195
URS0000B37CE4_GR_chr22_11630463_11630517_55_+	6.033744920513081	5.524484208139642	6.543005632886521	5.700201721584801	28.66099931144097	6.515549354419774e-8	1.18705525194495e-6	8.9917805508492
URS00004D9E92_GR_chr14_58239895_58239967_73_-	2.111018290762164	1.9322708394919914	2.289765742032337	10.366972838094627	28.56910886340855	6.647779010567891e-8	1.18705525194495e-6	9.115466710874284
hsa_piR_009295_DQ582567	4.121538555225375	3.7709107563489894	4.472166354101761	6.475468358003112	28.435284458823862	6.845948573456548e-8	1.18705525194495e-6	9.23509185657116
URS0000EFC8B7_GR_chr7_100093570_100093630_61_-	-1.2286401657685229	-1.3339444706427233	-1.1233358608943225	11.017343056790386	-28.22429735059766	7.172443757401455e-8	1.18705525194495e-6	8.867428491333726
URS00000C85B2_GR_chr7_100093560_100093643_84_-	-1.2318227157941255	-1.3374155207580363	-1.1262299108302147	11.019851498795264	-28.220092804587118	7.179131010542252e-8	1.18705525194495e-6	8.866070032259445
URS00002A66E1_GR_chr11_122099757_122099844_88_-	-2.094282399145893	-2.273822579132689	-1.9147422191590968	7.6967605536707735	-28.217474568212268	7.183298914133486e-8	1.18705525194495e-6	9.137771300363895
URS000062858F_GR_chr11_122099766_122099836_71_-	-2.094282399145893	-2.273822579132689	-1.9147422191590968	7.6967605536707735	-28.217474568212268	7.183298914133486e-8	1.18705525194495e-6	9.137771300363895
URS0000416117_GR_chr1_167715488_167715559_72_-	-2.232947498408029	-2.424437675192474	-2.0414573216235836	9.735656641214673	-28.20827751255081	7.197961690164693e-8	1.18705525194495e-6	8.991777744640029
URS0000631FB7_GR_chr22_46113685_46113769_85_+	-1.1052584965437902	-1.2003350563635455	-1.0101819367240348	10.220491028453381	-28.12127184687506	7.338401923583216e-8	1.18705525194495e-6	8.925767860009705
URS000075A6A4_GR_chr22_46113686_46113768_83_+	-1.1052584965437902	-1.2003350563635455	-1.0101819367240348	10.220491028453381	-28.12127184687506	7.338401923583216e-8	1.18705525194495e-6	8.925767860009705
URS0000EFC4FB_GR_chr22_46113690_46113765_76_+	-1.1053644912740221	-1.200567965001601	-1.0101610175464433	10.21978500119721	-28.086477169832317	7.395451903558407e-8	1.18705525194495e-6	8.917246211873582
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	-2.0954762796555517	-2.2760107698653975	-1.914941789445706	7.6961979228871105	-28.07806149163287	7.409327406346167e-8	1.18705525194495e-6	9.104680029308012
URS0000493225_GR_chr14_20633006_20633077_72_+	-2.4326346872533318	-2.6424241670974937	-2.22284520740917	7.621688619967306	-28.0503151274207	7.45528867840803e-8	1.18705525194495e-6	9.11685519949258
URS0000690F72_GR_chr11_22688351_22688428_78_+	4.438175915502283	4.05512758611478	4.821224244889786	4.142163968252959	28.028218563203463	7.492127359386839e-8	1.18705525194495e-6	8.759012571956784
URS0000416056_GR_chr11_122146568_122146589_22_-	-1.0973813151971594	-1.1922143007066839	-1.002548329687635	11.991351852047313	-27.99256490609795	7.552013248036919e-8	1.18705525194495e-6	8.73346826884831
URS000046820B_GR_chr2_176150329_176150350_22_+	0.8415714771180802	0.7684816042487256	0.9146613499874349	12.488602059310216	27.85340903768963	7.791110473642967e-8	1.18705525194495e-6	8.683005439123647
URS00004F9744_GR_chr7_100093571_100093592_22_-	-1.2162213457250193	-1.321954689759466	-1.1104880016905725	11.008837064915802	-27.825643020383616	7.839860331164309e-8	1.18705525194495e-6	8.7691326036569
URS000075E9CA_GR_chr15_25101574_25101667_94_+	5.146858645400437	4.699332159788196	5.594385131012678	3.6228203203029206	27.820700030834153	7.84857590673735e-8	1.18705525194495e-6	8.520306825705266
URS00006B25F2_GR_chr15_25101575_25101666_92_+	5.146858645400437	4.699332159788196	5.594385131012678	3.6228203203029206	27.820700030834153	7.84857590673735e-8	1.18705525194495e-6	8.520306825705266
hsa_piR_017716_DQ594453	3.8776547673739357	3.539922358868805	4.215387175879067	8.25557893714086	27.774161673595504	7.931185530791473e-8	1.18705525194495e-6	9.103426700886695
URS0000241987_GR_chr9_124692518_124692539_22_+	-3.49632077111814	-3.801098490634744	-3.1915430516015357	6.268126413034473	-27.75061490885942	7.973366325606928e-8	1.18705525194495e-6	9.09496439216812
URS0000185B47_GR_chr16_3191991_3192062_72_+	-2.259163460355885	-2.457358412297714	-2.060968508414056	6.222554640468278	-27.57399053115335	8.298178495345915e-8	1.222933578253504e-6	9.062264246903364
URS00002B094D_GR_chr1_161440827_161440856_30_-	5.0074042618765215	4.559284825240634	5.455523698512409	3.861976763375851	27.031081939387125	9.396787314362276e-8	1.316161774657834e-6	8.473477568286263
hsa_piR_004153_DQ575660	3.8637676888396397	3.517878878768567	4.209656498910713	6.510899508697425	27.02209707033943	9.416336578959622e-8	1.316161774657834e-6	8.93875214471406
URS00004BFD1E_GR_chr9_94176347_94176433_87_+	-1.0698108132057484	-1.1656176385474792	-0.9740039878640178	10.395992758682723	-27.01189726797369	9.438586377476633e-8	1.316161774657834e-6	8.628194011001684
URS0000EFC915_GR_chr9_94176352_94176429_78_+	-1.069795917400839	-1.1656129879667763	-0.9739788468349015	10.395932612275741	-27.008632958025867	9.445719977713023e-8	1.316161774657834e-6	8.627352460940083
URS0000416117_GR_chr16_3191989_3192061_73_+	-2.253784122860612	-2.4557534015043827	-2.051814844216841	6.22293073102074	-26.99426807422188	9.477186268024324e-8	1.316161774657834e-6	8.925919749132234
URS00005C8991_GR_chr3_155661093_155661123_31_+	3.8745358470144993	3.5269203513901797	4.222151342638819	6.505179167761137	26.962807512741897	9.546525489686903e-8	1.316161774657834e-6	8.925111527143695
URS00003E868B_GR_chr21_8218421_8218452_32_+	4.21684642962009	3.838419939874809	4.595272919365371	6.466432969924153	26.95571223635743	9.562244558857464e-8	1.316161774657834e-6	8.910800449763315
hsa_piR_008112_DQ581031	-1.0465965098599792	-1.14106913917261	-0.9521238805473484	10.379414438489416	-26.798953506674017	9.917295075034803e-8	1.352274160231381e-6	8.575399048399513
URS0000659544_GR_chr16_3191501_3191573_73_+	2.049278111419876	1.8633169109836965	2.2352393118560556	8.230088805519749	26.65772699585837	1.0250288398273815e-7	1.384738034544583e-6	8.789643648032897
URS000039F481_GR_chr1_16545980_16546006_27_-	3.961678001298556	3.5993415720034228	4.324014430593689	6.692818507586038	26.449150596037565	1.076604904151003e-7	1.4082560262885802e-6	8.810581522428215
URS00006744D5_GR_chr6_27091742_27091813_72_+	-2.1725732918268985	-2.371949113319405	-1.9731974703343924	7.195526269182476	-26.36006653756968	1.0995445610097225e-7	1.4082560262885802e-6	8.729177848873794
URS00000E07AE_GR_chr8_66113367_66113459_93_+	-2.264558494468394	-2.4728118537241564	-2.0563051352126314	4.471586976493241	-26.30486536360953	1.114043035650456e-7	1.4082560262885802e-6	8.768358802232818
URS000011CFE8_GR_chr1_146035692_146035726_35_+	2.426578066313999	2.2028973354145784	2.6502587972134193	10.831881620508273	26.24280481076736	1.1306080895483891e-7	1.4082560262885802e-6	8.502696122487396
URS0000D54CAD_GR_chr21_25573983_25574006_24_+	-1.7203608378562212	-1.8790945401050447	-1.5616271356073976	8.922013486835814	-26.21772221980439	1.137383849877552e-7	1.4082560262885802e-6	8.538155755215573
hsa_piR_015254_DQ590835	3.8168094690422247	3.4634858859070103	4.170133052177439	8.50160398097843	26.131985624698096	1.160902078522409e-7	1.4082560262885802e-6	8.696682193277445
URS000068668E_GR_chr1_161440171_161440242_72_-	4.004480662332769	3.6335114640388833	4.375449860626655	6.099586962743375	26.112767684238555	1.16625064851059e-7	1.4082560262885802e-6	8.710383328901848
URS000075A82F_GR_chr15_25097662_25097755_94_+	4.7046421421000995	4.268656874092447	5.140627410107752	3.3226240832884546	26.10353566393511	1.1688301628575263e-7	1.4082560262885802e-6	8.195916839161573
URS000071037B_GR_chr15_25097663_25097754_92_+	4.7046421421000995	4.268656874092447	5.140627410107752	3.3226240832884546	26.10353566393511	1.1688301628575263e-7	1.4082560262885802e-6	8.195916839161573
URS000075B7EC_GR_chr15_25099498_25099595_98_+	4.7046421421000995	4.268656874092447	5.140627410107752	3.3226240832884546	26.10353566393511	1.1688301628575263e-7	1.4082560262885802e-6	8.195916839161573
URS00006A8DC5_GR_chr15_25099499_25099594_96_+	4.7046421421000995	4.268656874092447	5.140627410107752	3.3226240832884546	26.10353566393511	1.1688301628575263e-7	1.4082560262885802e-6	8.195916839161573
URS00005AFD62_GR_chr21_17454786_17454859_74_-	3.540970450845008	3.2126368836702888	3.8693040180197276	8.660400584506114	26.088648006977778	1.1730038403799487e-7	1.4082560262885802e-6	8.651765723619109
URS000062749E_GR_chr21_25573980_25574044_65_+	-1.5728864549176187	-1.7188217426792036	-1.4269511671560338	9.3148584511687	-26.072435957381025	1.1775684387060095e-7	1.4082560262885802e-6	8.466567288248562
URS0000EFBD7B_GR_chr21_25573982_25574043_62_+	-1.5728864549176187	-1.7188217426792036	-1.4269511671560338	9.3148584511687	-26.072435957381025	1.1775684387060095e-7	1.4082560262885802e-6	8.466567288248562
hsa_piR_016677_DQ592953	3.7694876903849925	3.4187791729422274	4.120196207827758	7.135662429336803	26.000432465806654	1.1980914974241937e-7	1.421150808733251e-6	8.705504617174642
URS00002CA973_GR_chr14_20653099_20653192_94_-	-2.2707612827985932	-2.485078782943356	-2.0564437826538304	4.447052735628534	-25.630578082267398	1.3102656445068927e-7	1.5334893990267173e-6	8.610537638068255
URS00007E4A13_GR_chr9_136670616_136670637_22_+	4.537333263926234	4.10836104582789	4.966305482024578	4.218697160646783	25.586805525342836	1.3243294330182755e-7	1.5334893990267173e-6	8.344561448695526
URS0000EFC9F6_GR_chr9_136670616_136670638_23_+	4.537333263926234	4.10836104582789	4.966305482024578	4.218697160646783	25.586805525342836	1.3243294330182755e-7	1.5334893990267173e-6	8.344561448695526
URS00001CF899_GR_chr1_28648600_28648664_65_+	5.7101695817126545	5.169328775378142	6.251010388047167	2.3829153375927143	25.540189207260276	1.3394993965096387e-7	1.538842220084695e-6	7.845380361263139
URS0000708227_GR_chr7_22856613_22856686_74_+	2.3286277027127493	2.1068778960436227	2.550377509381876	9.721113849569244	25.402786935026707	1.385396811279555e-7	1.5791358966069303e-6	8.334082332770379
URS00001D69F6_GR_chr9_136670616_136670636_21_+	4.535132514325353	4.102401934281943	4.967863094368763	4.21790213202222	25.352275772563154	1.402725105033634e-7	1.5864929676310637e-6	8.297886386128837
URS000044730B_GR_chr5_181173650_181173724_75_+	-3.4461732035225285	-3.753768743124658	-3.1385776639203993	10.26390171235364	-27.35811594016013	1.4235639377436083e-7	1.5976767578214803e-6	8.223988725517922
URS0000EFE6B5_GR_chrX_53557196_53557267_72_-	-0.9372126391585525	-1.027476552161185	-0.8469487261559198	10.521502652638745	-25.117044553413862	1.4868015090662825e-7	1.6076288066203114e-6	8.110687660077353
URS000075D19A_GR_chrX_53557192_53557274_83_-	-0.9372855192193281	-1.027670150593217	-0.8469008878454392	10.522003775676028	-25.08544860317015	1.4985330929321858e-7	1.6076288066203114e-6	8.101842568790694
URS00005D05D7_GR_chrX_53557193_53557273_81_-	-0.9372855192193281	-1.027670150593217	-0.8469008878454392	10.522003775676028	-25.08544860317015	1.4985330929321858e-7	1.6076288066203114e-6	8.101842568790694
URS00000F8038_GR_chr10_103394300_103394322_23_-	-2.381168317817135	-2.6111511066231667	-2.1511855290111033	7.06858285024876	-25.046054149978957	1.513310640363242e-7	1.6076288066203114e-6	8.37871462777358
URS0000699FB5_GR_chr22_46112746_46112824_79_+	-1.0471081627381817	-1.1484356246097478	-0.9457807008666157	10.699487645978275	-24.998211411666045	1.5314846405871567e-7	1.6076288066203114e-6	8.054480294622756
URS00004BC34C_GR_chr22_46112749_46112822_74_+	-1.0472287717515005	-1.1486416679255564	-0.9458158755774446	10.699119471756525	-24.980028855149996	1.5384577935443676e-7	1.6076288066203114e-6	8.049407637912596
hsa_piR_015026_DQ590548	1.5351515622313698	1.386475532637141	1.6838275918255987	7.51688424291486	24.977838881477464	1.539300142501849e-7	1.6076288066203114e-6	8.376783835125995
