smallRNA	logFC_Tumour_Normal	CI.L_Tumour_Normal	CI.R_Tumour_Normal	AveExpr_Tumour_Normal	t_Tumour_Normal	P.Value_Tumour_Normal	adj.P.Val_Tumour_Normal	B_Tumour_Normal
URS0000EFE1B2_GR_chr21_16590252_16590313_62_+	-2.5524011618802778	-3.4814800994340707	-1.6233222243264849	5.442049235779428	-5.919758834576659	4.560784968047971e-5	0.0012882912148847975	2.2681231223417075
URS0000EFE77A_GR_chr8_41660441_41660505_65_-	-4.196907993625991	-5.711586220832457	-2.6822297664195247	6.846534334953262	-5.987187590375299	4.576900542981756e-5	0.0012882912148847975	2.2860378980966143
URS0000EFD752_GR_chr17_58331242_58331305_64_-	1.813849980714556	1.1531671663867984	2.4745327950423137	5.591029756481408	5.915834965534707	4.5907927479191e-5	0.0012882912148847975	2.246226548404384
URS0000617EF6_GR_chr17_58331245_58331266_22_-	1.8515951354120732	1.1745898465335896	2.528600424290557	8.366981521397832	5.893342275803574	4.766852312325859e-5	0.0012966702434685012	2.1780474099226854
URS0000816F9C_GR_chr1_173865966_173866028_63_-	2.7262549129416582	1.7287358616400792	3.7237739642432373	6.396557968857287	5.893395014218853	4.9094419017738355e-5	0.0012966702434685012	2.165699160514521
URS000055128B_GR_chr11_568112_568133_22_-	3.091469368930614	1.954285271179091	4.228653466682137	6.089400139149011	5.874189729581912	5.5063216511605e-5	0.001412764812212037	2.0754368602664126
URS00001E3DAA_GR_chr14_100883035_100883056_22_+	-2.2307461438430884	-3.0680707992281593	-1.3934214884580176	9.599740285972253	-5.740688300869971	6.165448142285772e-5	0.0015365904293532858	1.9202685570257891
URS0000215F73_GR_chr16_3193920_3193992_73_+	-5.577919833288611	-7.659717869373823	-3.4961217972033984	2.595094144891447	-5.78958552145346	6.331163238983472e-5	0.0015365904293532858	2.0479926450536183
URS0000007340_GR_chr14_100882979_100883075_97_+	-2.5043464572367027	-3.45318124920787	-1.5555116652655354	7.271539298045134	-5.687370280916156	6.75028583036634e-5	0.0015822427608365433	1.8445663056015462
URS0000632075_GR_chr16_69933083_69933180_98_+	-2.159800501885532	-2.979602705583768	-1.3399982981872958	8.26349719391893	-5.676913170640382	6.871655642831313e-5	0.0015822427608365433	1.822878422552476
URS00004AC389_GR_chr2_176150368_176150389_22_+	-2.175234728440797	-3.0124572019612863	-1.3380122549203082	4.3340810816689626	-5.598516287969737	7.857647054735846e-5	0.001723367199037451	1.74185138278364
URS000031D4C0_GR_chr21_16590247_16590316_70_+	-2.814900154239571	-3.8992075038999188	-1.7305928045792234	2.110917517786747	-5.593946244090866	7.91951265119798e-5	0.001723367199037451	1.8183828581245916
URS0000EFBEA5_GR_chr12_6964112_6964177_66_+	2.017661101560878	1.2390241021922503	2.7962981009295054	4.729487632121364	5.583684614878078	8.060292022224159e-5	0.001723367199037451	1.7367595690804478
URS0000EFBBA3_GR_chr7_129774697_129774761_65_-	3.076156545298679	1.8871513947083138	4.265161695889045	0.898803006628821	5.57688340601634	8.267243911292332e-5	0.0017243105007400288	1.7436158449622283
URS0000EFE727_GR_chr7_130876747_130876807_61_-	-1.5189966939742678	-2.108081276193445	-0.9299121117550909	7.502276011878434	-5.556315111592039	8.448737420107045e-5	0.0017243105007400288	1.612542124088236
URS0000EFE706_GR_chr17_7017937_7017999_63_-	-1.549986364835937	-2.1539742345518578	-0.9459984951200164	6.3099676981241615	-5.529773673332116	8.844177299369491e-5	0.0017432009768529714	1.5845543436654417
URS000058FDD6_GR_chrM_2742_2836_95_+	2.1899394505409884	1.3357192857733373	3.044159615308639	6.103141005339508	5.52420750248873	8.929537297910545e-5	0.0017432009768529714	1.6012193454434325
URS000005A8ED_GR_chr14_101033804_101033825_22_+	-2.657348223305686	-3.698779972667481	-1.6159164739438914	1.5890415993745077	-5.498260984817525	9.33896787627258e-5	0.0017547394879546723	1.668464601281337
URS0000EFBBC6_GR_chr14_101054693_101054754_62_+	-2.139886266490385	-2.978902975472116	-1.3008695575086537	8.295358164923453	-5.4957602294791625	9.379453833165287e-5	0.0017547394879546723	1.497136887725814
URS0000EFE3FD_GR_chr17_28861382_28861424_43_-	-3.2308961208120426	-4.4957170882425785	-1.9660751533815062	7.931148213860436	-5.519601681017898	9.950384832124013e-5	0.0018165229627155031	1.461729409433583
URS0000521626_GR_chr12_54337278_54337299_22_+	1.384937303879762	0.837589798198966	1.9322848095605583	6.646928307563199	5.452236242824095	1.0114270393738881e-4	0.0018165229627155031	1.4330088705641195
URS00001E5D61_GR_chr1_173864370_173864434_65_-	1.9716122318838316	1.187720532110509	2.755503931657154	2.5482610564393395	5.419673616095581	1.0703257394381538e-4	0.0018846127725793377	1.4928789088975822
URS0000EFC395_GR_chr14_100884495_100884564_70_+	-2.8092898055461153	-3.9334103018906363	-1.6851693092015945	2.700053794956959	-5.385070235900729	1.136860876341544e-4	0.0019514999413950099	1.4720361056090656
URS000023B77E_GR_chr1_1167878_1167899_22_+	1.7217919089007214	1.031870598353259	2.411713219448184	6.983832711184121	5.377603752114594	1.1517761346763422e-4	0.0019514999413950099	1.2989620764054859
URS00005E651E_GR_chr14_101039732_101039752_21_+	-2.179485070032619	-3.065587789474548	-1.29338235059069	1.7191142961611698	-5.300020192964038	1.319424445402074e-4	0.0021250257189183407	1.3402974202452729
URS000068F4AA_GR_chr11_568090_568185_96_-	2.4051557581058356	1.4269816998725027	3.3833298163391685	3.982877762454573	5.298278232537116	1.3234687800468402e-4	0.0021250257189183407	1.2195380179304198
URS0000A99FDF_GR_chr11_33196547_33196637_91_-	2.8738646588812404	1.702861869745389	4.044867448017092	2.016027105427598	5.2882999180181995	1.346886347899157e-4	0.0021250257189183407	1.3237402470550403
URS00007234FC_GR_chr14_100953349_100953423_75_+	-1.8740844212144454	-2.6378299998387	-1.110338842590191	3.9958107043275453	-5.287472683629756	1.348847059892488e-4	0.0021250257189183407	1.2243106832308435
URS00004F4657_GR_chr5_149430646_149430733_88_+	-2.0340467859637275	-2.866445953757345	-1.20164761817011	2.791381342685143	-5.265468221862938	1.4021108366976068e-4	0.0021452943014707	1.270233055424547
URS0000DD854E_GR_chr7_145997365_145997390_26_+	1.7972122427883956	1.060187052616028	2.5342374329607633	6.18766559605257	5.254419371210781	1.4296791055422433e-4	0.0021452943014707	1.1270023135834837
URS000075E023_GR_chr6_6169343_6169366_24_+	-3.5947866027438824	-5.0693971556928785	-2.1201760497948863	2.3139325148158876	-5.252952481937339	1.43338149318755e-4	0.0021452943014707	1.2664258969247983
URS00006CFC33_GR_chr1_173865622_173865686_65_-	2.623239916623071	1.5448758799047801	3.701603953341362	4.7868862777837995	5.241798373166322	1.4618635347905906e-4	0.002152054843019591	1.176560534354203
URS00001925C1_GR_chr21_16590290_16590311_22_+	-2.3626667646827832	-3.340415856514689	-1.3849176728508774	1.3116056439735746	-5.20694207369524	1.5547372154816155e-4	0.0021937144655804004	1.1890611785016212
URS0000690AB9_GR_chr14_100981004_100981075_72_+	-2.3756153362025683	-3.359916660786716	-1.3913140116184202	1.194714857794123	-5.200627475178494	1.5722105419503494e-4	0.0021937144655804004	1.1799767446397231
URS000005A7A9_GR_chr16_3152900_3152972_73_+	3.2758849310867344	1.9173629338409617	4.634406928332507	0.6087858091856164	5.196006177038178	1.5851280094067742e-4	0.0021937144655804004	1.0953284327434796
URS0000EFE6DB_GR_chr11_122152239_122152296_58_-	-2.508370622363424	-3.546562071781212	-1.4701791729456366	12.98177697473862	-5.212015838078981	1.5980682656065328e-4	0.0021937144655804004	0.9854212563994356
URS0000D548A2_GR_chr7_139044100_139044157_58_-	1.5855741261162875	0.9268138219483179	2.244334430284257	6.6359460324862125	5.186409739596879	1.6123068455267976e-4	0.0021937144655804004	0.9630725792973003
URS00000A939F_GR_chr11_75335108_75335127_20_-	-1.4941313050733034	-2.1190311487374824	-0.8692314614091243	5.018401806603167	-5.152120886186798	1.7134561293197104e-4	0.00229654269273	0.9866181841997879
URS0000EFBE94_GR_chr14_101023339_101023395_57_+	-2.16270639754428	-3.0689769251710053	-1.256435869917555	2.559733100786381	-5.142181522956951	1.7439970345297574e-4	0.0023031019661878265	1.0472870152061207
URS000018A236_GR_chr16_69933142_69933164_23_+	-1.6037072562853947	-2.2770987233389626	-0.9303157892318266	9.0035717037448	-5.131746333440679	1.7766727190838486e-4	0.0023122494228076753	0.8570289279614007
URS0000EFC04E_GR_chr5_149428943_149428998_56_+	-1.6554357388486398	-2.3527726714224775	-0.9580988062748022	8.90605796909398	-5.115373568473621	1.8292326105219308e-4	0.00233968213577107	0.825401338791524
URS000015B295_GR_chr14_101046505_101046526_22_+	-2.1087088822936297	-2.998076862069372	-1.2193409025178874	1.4773816812387655	-5.109081532355604	1.8498600405316925e-4	0.00233968213577107	1.023221008101908
URS0000EFD44C_GR_chr9_128244744_128244805_62_-	-1.62404300941449	-2.3129000972590292	-0.9351859215699508	8.271135011474684	-5.080144790718861	1.9478922785435423e-4	0.0023762961382143323	0.7648186326115942
URS0000225EE1_GR_chr11_59551294_59551379_86_+	4.3191177044727285	2.489887465985064	6.1483479429603936	2.155657691334281	5.0925631657128685	1.9612616629275726e-4	0.0023762961382143323	0.9771582238887353
hsa_piR_016659_DQ592932	2.327872861428065	1.338177429286068	3.317568293570062	4.356663178345662	5.068335866150065	1.989439684165195e-4	0.0023762961382143323	0.8121008703467867
URS00007629C2_GR_chr17_59841311_59841332_22_+	1.584322693258036	0.9089305485779393	2.259714837938133	10.04864794977157	5.054699395663891	2.0385675610006898e-4	0.0023762961382143323	0.716096904532372
URS00007D852F_GR_chrM_15888_15938_51_+	2.587882001719439	1.4843098812301199	3.691454122208758	2.60311933587982	5.053024978605133	2.0446864561493602e-4	0.0023762961382143323	0.8459221060553421
URS0000EFBD7B_GR_chr21_25573982_25574043_62_+	1.6199950677452728	0.9262394609849892	2.3137506745055565	4.870611193901632	5.031701643934	2.1243033060214453e-4	0.0023762961382143323	0.771988622720527
URS0000643FAE_GR_chr20_49280319_49280409_91_+	1.6879514981979784	0.96415003550606	2.411752960889897	4.286210972549076	5.025140423793893	2.149445676253875e-4	0.0023762961382143323	0.7718054900301299
URS00007E3F2D_GR_chr21_16539138_16539160_23_+	-2.6623670159192963	-3.8047810885677062	-1.519952943270886	1.7295446368270748	-5.021715160624352	2.1626940412285275e-4	0.0023762961382143323	0.8819231047359866
URS000047CD44_GR_chr1_93847573_93847657_85_+	3.2137673974706034	1.8438971004049427	4.5836376945362645	5.532640277223965	5.069309315804112	2.1631720836291435e-4	0.0023762961382143323	0.778388440386764
URS00002F40E9_GR_chr14_101040269_101040290_22_+	-2.424156433909035	-3.4647287179026187	-1.383584149915451	4.270742598668074	-5.019911759725532	2.1697034339762572e-4	0.0023762961382143323	0.759854860760167
URS00006B86A6_GR_chr5_149732825_149732890_66_+	-2.14498779816135	-3.0657354578699945	-1.224240138452705	8.223646381447326	-5.01986338084812	2.1698917965876977e-4	0.0023762961382143323	0.6801252544961356
URS000058D5C7_GR_chr9_4850299_4850373_75_+	-1.5474356393440525	-2.2159288397427837	-0.8789424389453213	7.377163775743239	-4.987963836385095	2.2978751475696602e-4	0.002470507461327093	0.6119084346428885
URS00002F4D78_GR_chr7_130876748_130876769_22_-	-1.6486624268269043	-2.3613360777138857	-0.9359887759399232	11.520698423750238	-4.9848114232404335	2.3109423914418245e-4	0.002470507461327093	0.5964399651005801
URS00004104C4_GR_chr14_101560326_101560346_21_-	-2.9123897632231333	-4.1669950637761755	-1.6577844626700915	4.50636387247746	-5.015984405739004	2.3758750868165242e-4	0.002510042150542634	0.6794741767572097
URS00005C2A6D_GR_chr5_149428978_149428998_21_+	-1.700473824318859	-2.440872068804934	-0.9600755798327845	15.574114651288767	-4.948940883972011	2.4651944247438537e-4	0.0025694961600045045	0.5732240045952244
URS0000E2CD46_GR_chr7_145997342_145997390_49_+	1.863466542781251	1.0498013096613141	2.677131775901188	6.706845503211737	4.934958847877286	2.528187256819564e-4	0.0025694961600045045	0.566537887648237
URS0000EFC584_GR_chr11_75335107_75335167_61_-	-2.321629830446352	-3.336119798937105	-1.307139861955599	1.4999658477945885	-4.931203368141121	2.54539024686518e-4	0.0025694961600045045	0.7299483592495566
URS00001FCA45_GR_chr1_173865350_173865430_81_-	1.5796067711048387	0.8893239865658615	2.269889555643816	4.088613606572304	4.930939110300612	2.5466053256169367e-4	0.0025694961600045045	0.6114870310554972
URS00007E3F24_GR_chr11_2134140_2134161_22_-	-1.928877372219983	-2.7871756669903442	-1.0705790774496216	1.5769946180520003	-4.842549447441514	2.9888781037693647e-4	0.002982236152427655	0.5737074991966695
URS00000FC8EB_GR_chr2_25328651_25328674_24_-	1.9264809408509627	1.0681158219730535	2.7848460597288716	2.354632902721385	4.836156552507141	3.023814133398777e-4	0.0029839396613100017	0.5258576781563828
URS00002901EC_GR_chr6_26311196_26311267_72_-	2.426729036936582	1.3388147755531266	3.5146432983200375	4.213864003772646	4.806559381725488	3.191170552289695e-4	0.0030910675973364415	0.39854473103936616
URS000062318B_GR_chr14_101033756_101033835_80_+	-2.272668856680049	-3.2921414633733086	-1.2531962499867895	2.149246979028355	-4.803616138567062	3.2083306311688387e-4	0.0030910675973364415	0.47741572839290924
URS0000EFC938_GR_chr5_168768167_168768231_65_-	-1.5864183595736536	-2.299189867805655	-0.8736468513416524	5.682090142614301	-4.795954910404591	3.253448740888468e-4	0.0030910675973364415	0.3169127276376891
URS0000EFCF4B_GR_chr5_149062332_149062394_63_-	-1.6318070481598008	-2.3660043841557905	-0.897609712163811	6.452554076018263	-4.789207959114524	3.2937278391868206e-4	0.0030910675973364415	0.28482877387394545
URS00003DB428_GR_chr1_1167916_1167938_23_+	1.2696270307692972	0.6974255148633488	1.8418285466752455	6.530732668410254	4.7811773275426965	3.342345932526548e-4	0.0030910675973364415	0.23667661817006724
URS00004E1F23_GR_chr2_42810536_42810628_93_+	1.813028276293911	0.9952332875569788	2.630823265030843	5.089937045987919	4.777138447016449	3.3670785111658926e-4	0.0030910675973364415	0.3401978175146718
URS000066103F_GR_chr17_75035113_75035185_73_+	2.497958323489495	1.3709753247620664	3.624941322216923	4.142947009997012	4.776123179983482	3.373325440300348e-4	0.0030910675973364415	0.3604496814940701
URS0000EFD757_GR_chr14_101026034_101026092_59_+	-1.8235763260659146	-2.6501672703792067	-0.9969853817526222	2.5678100668220734	-4.75380100069802	3.513755241302529e-4	0.0031872244512016878	0.3739621511740525
URS0000830339_GR_chr1_173866635_173866714_80_-	1.8811587386133222	1.02557662853172	2.7367408486949243	2.8576637737895485	4.73774241087334	3.618521306366838e-4	0.0032494321331174203	0.3408219459596893
URS0000EFD35A_GR_chr14_100881025_100881090_66_+	-1.8917152707756772	-2.7537784458491656	-1.0296520957021889	3.353790566804942	-4.728510647990356	3.6802107350279717e-4	0.003272108158470415	0.3225548529165714
URS00006AAF5B_GR_chr14_100987046_100987117_72_+	-2.653414750706198	-3.8739981903483796	-1.432831311064016	1.5848840165984837	-4.684307118379771	3.99106542523709e-4	0.003513702697904811	0.3109761042843697
URS0000EFD3D3_GR_chr14_101054315_101054373_59_+	-2.0066909497097796	-2.9382662534049215	-1.0751156460146376	3.713435287292754	-4.641626816362013	4.3170793004845717e-4	0.0037638225357622774	0.08668369231303164
URS00006E2A34_GR_chr13_21139886_21139957_72_-	3.3163612179200666	1.7718700838307395	4.860852352009394	0.4047383080315209	4.626835972551038	4.436394395085054e-4	0.003830655929602287	0.211037193521868
hsa_piR_019102_DQ596225	-1.7581627397749129	-2.57954397135649	-0.9367815081933358	4.514926941083357	-4.612347203002913	4.556585682031365e-4	0.0038812522893389005	-0.010937774974584258
URS000043C63A_GR_chrM_15955_15976_22_-	2.4915358479847765	1.325666673078566	3.6574050228909867	1.8977040126635356	4.604951023489701	4.6192352292007724e-4	0.0038812522893389005	0.12300703051312922
URS000025307A_GR_chr10_130962634_130962658_25_-	-1.9607688652396442	-2.8784017434384013	-1.0431359870408872	4.894660745797286	-4.604316102748944	4.624654732285772e-4	0.0038812522893389005	0.018855474708504794
URS0000EFE71C_GR_chr17_48632493_48632553_61_-	2.8477182895502544	1.5208221504679698	4.174614428632539	4.62327978455273	4.637392912362543	4.673757570594283e-4	0.003886142868883024	-0.07426337908042058
URS00000DDDCA_GR_chr8_123157229_123157270_42_-	1.603223837960325	0.8468929255442637	2.359554750376386	2.2619129255691557	4.567620420845538	4.949329330322957e-4	0.004077520861128454	0.050112750692673735
URS000015A7CF_GR_chr11_62854621_62854695_75_-	1.153638656773892	0.6062051421124253	1.701072171435359	5.927762968652093	4.540943659025941	5.20009716812414e-4	0.004219425263796735	-0.19652562509499205
URS000047E765_GR_chr14_101065961_101065981_21_+	-2.2399864760892307	-3.3032967693098607	-1.1766761828686005	2.2365355728909857	-4.539343769446876	5.215547931864561e-4	0.004219425263796735	0.018752526543779346
URS0000EFD7D6_GR_chr7_93482783_93482840_58_-	-2.4733127506252064	-3.6494435442441873	-1.2971819570062257	1.8640639340022043	-4.531386545698243	5.293102139087032e-4	0.004243933679375138	-0.068526513641005593
hsa_piR_019224_DQ596390	-2.286645019378601	-3.376270446253593	-1.197019592503609	2.4714237488819113	-4.521986024468999	5.386261760892687e-4	0.004280409788744808	0.010655552738366936
URS0000EFE833_GR_chr1_209432165_209432224_60_+	-2.882762276234235	-4.253865433622781	-1.5116591188456894	8.672637776520467	-4.543102121227099	5.547200309467621e-4	0.004335910749145745	-0.2609530994415632
URS00007E3A17_GR_chr18_21825711_21825733_23_-	-5.387552880704532	-7.950292789443402	-2.824812971965662	1.2519830149851723	-4.5425614780792625	5.552669667614261e-4	0.004335910749145745	0.021386774940691744
hsa_piR_018849_DQ595899	1.5698870466806802	0.8182710405732628	2.3215030527880978	13.671375282813452	4.500700164238428	5.603522533857161e-4	0.004337899340865285	-0.25761187982562905
URS00000894FB_GR_chr16_3152935_3152955_21_+	-1.9219879433548872	-2.843564135690971	-1.0004117510188033	1.6088328435122583	-4.493938321435422	5.674419059606738e-4	0.004355237876518676	-0.02927736286523608
URS0000AA27D3_GR_chr9_133350847_133350912_66_+	1.8736090820322278	0.9736548785675142	2.7735632854969414	2.9003196004437513	4.4860722979991206	5.758060192933143e-4	0.004364955069334964	-0.17732590288907435
URS0000636753_GR_chr14_100955370_100955439_70_+	-2.588107096266203	-3.831260745961126	-1.34495344657128	2.3027588641657997	-4.489290643897302	5.82481576910805e-4	0.004364955069334964	-0.15741220866387096
URS00002DE03A_GR_chr21_16539832_16539907_76_+	-2.067063907603686	-3.061478798671715	-1.072649016535657	2.187751808804834	-4.479133225951696	5.832902097106856e-4	0.004364955069334964	-0.1182887781686599
URS00006F3621_GR_chr7_129770396_129770480_85_-	1.5060981522269512	0.7790190954657534	2.233177208988149	2.770542175868612	4.46353902183802	6.004783712931705e-4	0.004456442788605513	-0.20638643179331062
URS0000EFE31F_GR_chr17_59841272_59841332_61_+	1.5388017948675596	0.7948698217897243	2.2827337679453947	12.396575234949356	4.457149025948065	6.076718279530273e-4	0.004472863127064086	-0.36566668362401256
URS0000EFD266_GR_chr14_101040233_101040289_57_+	-2.272758469326809	-3.3749685971193504	-1.170548341534268	2.089597812730977	-4.4432073708142115	6.236769940661197e-4	0.00448774564239441	-0.12662369620211855
URS000052FCE0_GR_chr9_133349396_133349470_75_+	1.4380311393318923	0.740515578038186	2.1355467006255986	4.89871871754927	4.442445256233362	6.245643566209017e-4	0.00448774564239441	-0.33485228669218703
URS000075CFEA_GR_chr14_100874493_100874585_93_+	-2.1134003410688944	-3.138794171690431	-1.0880065104473577	1.8534028368807955	-4.441184018539769	6.260357338907495e-4	0.00448774564239441	-0.12720954562310993
hsa_piR_000805_DQ571003	1.6860392838417007	0.8674214229973555	2.5046571446860457	1.7423468061509229	4.438070211198348	6.296836870174784e-4	0.00448774564239441	-0.143004409902745
URS0000718DAA_GR_chr9_136670608_136670680_73_+	-1.7116390971744107	-2.547424415492686	-0.8758537788561356	7.42826910525256	-4.412910866013571	6.599757632007158e-4	0.004666600278379864	-0.44373074820598823
URS00002CA973_GR_chr6_26568858_26568948_91_+	1.4934501494938743	0.7610913574284885	2.22580894155926	5.19462854125285	4.394146441168627	6.835445595736781e-4	0.004789699968342524	-0.4488248583548087
URS00007E3FDA_GR_chr14_101026035_101026056_22_+	-3.275440923393905	-4.882938354651994	-1.6679434921358156	1.0962755878501884	-4.390633417327583	6.880526680581131e-4	0.004789699968342524	-0.19452450216192396
URS000006372A_GR_chr14_101055464_101055485_22_+	-2.0756518766885437	-3.0953888961207516	-1.0559148572563357	1.6817890506728308	-4.386054522446701	6.939746380581475e-4	0.004793763269047819	-0.20644776254237485
URS0000229622_GR_chr1_198858887_198858907_21_-	2.401208775977237	1.2160987002307897	3.586318851723685	2.133747921566518	4.365951699258968	7.206025842049857e-4	0.004939703210809749	-0.3275492783830476
URS00005AFD62_GR_chr21_17454786_17454859_74_-	1.5361806843199002	0.7770784682412291	2.295282900398571	7.6133255258465855	4.360634998266199	7.278196461441682e-4	0.004945022641486017	-0.4982438119696635
URS000020C605_GR_chr17_28720550_28720616_67_+	1.7207987080583989	0.869815802774445	2.5717816133423526	4.428863529107174	4.357294667701794	7.32391994785791e-4	0.004945022641486017	-0.4792383044383417
URS000029711F_GR_chr12_6964155_6964178_24_+	2.1513084251149923	1.089347117175828	3.2132697330541564	8.097820326960164	4.377314835996553	7.51653901488321e-4	0.005037203011466509	-0.5739183166584958
