smallRNA	logFC_Tumour_Normal	CI.L_Tumour_Normal	CI.R_Tumour_Normal	AveExpr_Tumour_Normal	t_Tumour_Normal	P.Value_Tumour_Normal	adj.P.Val_Tumour_Normal	B_Tumour_Normal
URS0000EFD9C0_GR_chr9_70809992_70810052_61_-	-3.4021773004579723	-4.351429822845217	-2.4529247780707273	1.557470143117168	-7.5435482679071795	6.566093870063646e-7	5.468989045269177e-5	6.258647651314511
URS000069AA59_GR_chr14_100874490_100874585_96_+	-2.5894593267433756	-3.3176999824943056	-1.8612186709924456	3.415250258158971	-7.48401525078032	7.313052373446678e-7	5.468989045269177e-5	6.165149638432989
URS000075CFEA_GR_chr14_100874493_100874585_93_+	-2.5894593267433756	-3.3176999824943056	-1.8612186709924456	3.415250258158971	-7.48401525078032	7.313052373446678e-7	5.468989045269177e-5	6.165149638432989
URS0000564D66_GR_chr14_100874553_100874574_22_+	-2.5932217844244905	-3.3230943675028426	-1.8633492013461381	3.317132116717239	-7.478131570804142	7.391529396501929e-7	5.468989045269177e-5	6.15440647576908
URS0000EFEDB5_GR_chr14_100874514_100874574_61_+	-2.585453166051651	-3.314380950788316	-1.8565253813149858	3.3272008030058062	-7.465392761315235	7.564458507254647e-7	5.468989045269177e-5	6.132424584630888
URS000023BE29_GR_chr11_72615066_72615088_23_-	-3.962776696692972	-5.052281884973498	-2.8732715084124463	2.8689105180947387	-7.707587049444878	8.685630976404651e-7	5.468989045269177e-5	6.0277255862751975
URS0000EFE6B7_GR_chr11_72615065_72615124_60_-	-3.5731364199113758	-4.557084312924622	-2.5891885268981296	5.059495947262741	-7.69530146601393	8.865278051502036e-7	5.468989045269177e-5	6.031031021610028
URS0000306C33_GR_chr11_72615063_72615130_68_-	-3.573167437737171	-4.557136657356073	-2.589198218118269	5.05950729073715	-7.695201477839243	8.866755992884836e-7	5.468989045269177e-5	6.030870485311917
URS00006ECD73_GR_chr14_101045918_101045996_79_+	-2.3564213420565103	-3.0296805428889355	-1.6831621412240854	4.739515096516948	-7.366668736858269	9.055962494757884e-7	5.468989045269177e-5	5.96446264160314
URS000075A1A8_GR_chr14_101045920_101045994_75_+	-2.3564213420565103	-3.0296805428889355	-1.6831621412240854	4.739515096516948	-7.366668736858269	9.055962494757884e-7	5.468989045269177e-5	5.96446264160314
URS0000EFD56E_GR_chr14_101045926_101045989_64_+	-2.35621701187296	-3.029489964813264	-1.6829440589326563	4.739392516949703	-7.365879501010414	9.069048443530379e-7	5.468989045269177e-5	5.963066024361714
URS00001FFA8C_GR_chr14_101045968_101045989_22_+	-2.351219197524349	-3.027649805548979	-1.6747885894997185	4.683660316648671	-7.315943771399244	9.938331084546474e-7	5.468989045269177e-5	5.874561644418744
URS000060A1F4_GR_chr14_101022071_101022091_21_+	-2.5921277048967255	-3.338164258607785	-1.8460911511856661	8.169890461747945	-7.313020274010516	9.991835086958194e-7	5.468989045269177e-5	5.864025771631661
URS0000EFCB87_GR_chr14_101022070_101022129_60_+	-2.590072394717984	-3.3367719475116266	-1.843372841924341	8.186122708180642	-7.300733619326102	1.0219993787937812e-6	5.468989045269177e-5	5.841994791390338
URS000075EEE5_GR_chr14_101022066_101022132_67_+	-2.589805890074212	-3.3365581094348187	-1.8430536707136052	8.186323198163231	-7.299467563243373	1.0243809927181664e-6	5.468989045269177e-5	5.839722988105113
URS000050DE77_GR_chr21_16539838_16539859_22_+	-2.4777572979928504	-3.1922557110522667	-1.763258884933434	9.573584267589004	-7.298909624414713	1.0254323787254006e-6	5.468989045269177e-5	5.841658509955359
hsa_piR_008114_DQ581033	-2.4677500852617804	-3.1815480526919733	-1.7539521178315876	9.605285002386408	-7.276564099421311	1.0684764604773848e-6	5.468989045269177e-5	5.801707548162558
URS0000031E12_GR_chr21_16539828_16539911_84_+	-2.457738619924527	-3.1690673691537503	-1.746409870695303	9.639016943645556	-7.272200145585865	1.0770997591935272e-6	5.468989045269177e-5	5.793938139273871
URS00002DE03A_GR_chr21_16539832_16539907_76_+	-2.457738619924527	-3.1690673691537503	-1.746409870695303	9.639016943645556	-7.272200145585865	1.0770997591935272e-6	5.468989045269177e-5	5.793938139273871
URS0000EFE150_GR_chr21_16539837_16539904_68_+	-2.457758592063506	-3.169263072980339	-1.7462541111466727	9.63773471305699	-7.270463094477257	1.0805523288932091e-06	5.468989045269177e-5	5.790821738499713
URS0000208A34_GR_chr21_16539089_16539169_81_+	-2.5303507100694986	-3.2702555789557217	-1.7904458411832755	8.616229081562112	-7.197891978741837	1.2355797193012713e-6	5.5551009262267796e-5	5.657271856823513
URS000071CCC6_GR_chr21_16539094_16539165_72_+	-2.5303507100694986	-3.2702555789557217	-1.7904458411832755	8.616229081562112	-7.197891978741837	1.2355797193012713e-6	5.5551009262267796e-5	5.657271856823513
URS0000EFE6EA_GR_chr21_16539100_16539160_61_+	-2.5303339125208097	-3.2702401808762986	-1.7904276441653209	8.61621929780862	-7.197830581955625	1.2357202449812985e-6	5.5551009262267796e-5	5.657160788977887
URS0000157026_GR_chr21_16539101_16539122_22_+	-2.534144351099835	-3.2753206041038005	-1.792968098095869	8.593471360429435	-7.196317967049251	1.239187587112411e-6	5.5551009262267796e-5	5.654397394507292
URS000025D232_GR_chr11_72615102_72615124_23_-	-3.44602909518382	-4.4234996546105	-2.4685585357571402	4.667091292901234	-7.47073608994614	1.2933637336731797e-6	5.636910272592275e-5	5.666057437723532
URS000075C4DA_GR_chr6_6169334_6169409_76_+	-3.1589853024137127	-4.111627728688106	-2.2063428761393196	1.7081948128094802	-6.979401412442648	1.8579795907805236e-6	7.577550518208693e-5	5.2682763539170905
URS0000EFBB37_GR_chr6_6169342_6169402_61_+	-3.1589853024137127	-4.111627728688106	-2.2063428761393196	1.7081948128094802	-6.979401412442648	1.8579795907805236e-6	7.577550518208693e-5	5.2682763539170905
URS000075E023_GR_chr6_6169343_6169366_24_+	-3.154700362513323	-4.107040259431317	-2.2023604655953286	1.706417209540045	-6.972148484269667	1.883521161313824e-6	7.577550518208693e-5	5.255256327944773
URS0000528CBC_GR_chr7_129774967_129774988_22_-	2.104618123773312	1.4643724492148518	2.744863798331772	9.142857945584252	6.918742120994598	2.0831861136253226e-6	8.171297530695329e-5	5.149424161374081
URS0000527F89_GR_chr5_149430661_149430683_23_+	-2.4815677099798092	-3.241194164871467	-1.7219412550881514	8.35559707284986	-6.87585230108473	2.2593895803447634e-6	8.513743347779167e-5	5.06626253629846
URS00006E4867_GR_chr5_149430646_149430732_87_+	-2.4680259888265885	-3.2264181794996887	-1.7096337981534884	8.41362532433056	-6.849460524406822	2.3754390190786694e-6	8.513743347779167e-5	5.017250915870469
URS00004F4657_GR_chr5_149430646_149430733_88_+	-2.4680259888265885	-3.2264181794996887	-1.7096337981534884	8.41362532433056	-6.849460524406822	2.3754390190786694e-6	8.513743347779167e-5	5.017250915870469
URS0000EFDA02_GR_chr5_149430660_149430720_61_+	-2.467991912935063	-3.226669834042851	-1.7093139918272755	8.406762952916765	-6.8467863717727075	2.3875379687844703e-6	8.513743347779167e-5	5.012264225034709
URS000075A952_GR_chr2_176150330_176150351_22_+	-2.457931855173971	-3.2207999143072135	-1.6950637960407287	10.66880435432726	-6.7814239744781215	2.7040280890301997e-6	9.428044603751963e-5	4.900335193903376
URS00004FCB5F_GR_chr21_16590292_16590313_22_+	-2.29500776161741	-3.0128748210233782	-1.5771407022114416	2.4212843710841336	-6.728846543401695	2.9900674146817808e-6	1.0198729942686335e-4	4.814385055485461
URS00005D8C46_GR_chr2_176150329_176150349_21_+	-2.3243457020850933	-3.0581533642071657	-1.590538039963021	10.70270661115242	-6.666823692545357	3.368262267917945e-6	1.1244262762475012e-4	4.687005082483234
URS00006284D8_GR_chr14_100884483_100884576_94_+	-2.5452322095987743	-3.370809217485813	-1.7196552017117357	1.6366879357000224	-6.488888503152179	4.753975510074316e-6	1.53875561185567e-4	4.370186848049434
URS000046820B_GR_chr2_176150329_176150350_22_+	-2.5554481703342162	-3.388657558808987	-1.7222387818594456	13.686820014073202	-6.455255151158531	5.076371477878474e-6	1.53875561185567e-4	4.304747054562759
URS0000164B86_GR_chr11_62853904_62853968_65_-	1.9716904286294605	1.3277129804368162	2.615667876822105	6.634745101149673	6.444193316564817	5.187286597729484e-6	1.53875561185567e-4	4.253045519136811
URS000031D4C0_GR_chr21_16590247_16590316_70_+	-2.098585515331628	-2.785370507115901	-1.4118005235473547	7.035306293248526	-6.4314125051870965	5.318568021419326e-6	1.53875561185567e-4	4.226081062985164
URS00001925C1_GR_chr21_16590290_16590311_22_+	-2.1672965565891262	-2.8769354843838237	-1.4576576287944287	1.6725623651103925	-6.428081889008709	5.3533410666552695e-6	1.53875561185567e-4	4.255565526130993
URS0000EFE1B2_GR_chr21_16590252_16590313_62_+	-2.0973285525712075	-2.7841515175085334	-1.4105055876338817	7.0323832235512125	-6.427204997049044	5.36253527328268e-6	1.53875561185567e-4	4.217997155307804
URS000058997A_GR_chr21_16590237_16590325_89_+	-2.0934602017738255	-2.779713049236146	-1.4072073543115051	7.043991693097692	-6.420680216920166	5.431462965905203e-6	1.53875561185567e-4	4.205394306501182
URS0000680F44_GR_chr2_176150322_176150396_75_+	-2.5416301368139607	-3.378511793252195	-1.7047484803757265	13.898881078966022	-6.392177019982993	5.743496961777177e-6	1.53875561185567e-4	4.186251454250195
URS0000EFE4D0_GR_chr2_176150328_176150390_63_+	-2.541624346763019	-3.378505307321047	-1.7047433862049908	13.898877884219234	-6.3921677732443865	5.743601145506317e-6	1.53875561185567e-4	4.186233974682447
URS0000EFBD9F_GR_chr2_176150329_176150389_61_+	-2.541613424199342	-3.3784922771311177	-1.7047345712675668	13.898598904606533	-6.392156401271245	5.743729277101685e-6	1.53875561185567e-4	4.186211992253254
URS0000209905_GR_chr11_122099809_122099830_22_-	-2.0954849407107146	-2.7857428483206514	-1.4052270331007777	7.944271650682372	-6.389599600222432	5.772612801314014e-6	1.53875561185567e-4	4.145056520606053
URS000062858F_GR_chr11_122099766_122099836_71_-	-2.080668637344383	-2.7690713594995233	-1.3922659151892423	6.954880357046308	-6.361519060039954	6.099903967180956e-6	1.53875561185567e-4	4.091667987040127
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	-2.080633219474424	-2.7690248638025894	-1.3922415751462587	6.954861267504042	-6.361513141970383	6.09997493304727e-6	1.53875561185567e-4	4.091656431226695
URS00002A66E1_GR_chr11_122099757_122099844_88_-	-2.078233899485343	-2.765920432772012	-1.3905473661986743	6.9572649136677756	-6.360692426071711	6.10982473501641e-6	1.53875561185567e-4	4.0900604639885545
URS00006E2A34_GR_chr13_21139886_21139957_72_-	3.764016279893891	2.551952683244269	4.976079876543513	0.44189635396672433	6.5807323256535595	6.175003130826888e-6	1.53875561185567e-4	4.1554194622194895
URS000058760A_GR_chr2_176150329_176150351_23_+	-2.5321261516616342	-3.371343827470959	-1.6929084758523096	13.868114337101423	-6.350548057872649	6.232940073305359e-6	1.53875561185567e-4	4.107391994460659
URS0000EFC395_GR_chr14_100884495_100884564_70_+	-2.6481727553676655	-3.526342482744934	-1.770003027990397	1.5227937506840574	-6.346997717195151	6.27663219622453e-6	1.53875561185567e-4	4.104225601679529
URS00001E3DAA_GR_chr14_100883035_100883056_22_+	-2.2795527814146492	-3.0419153818931655	-1.517190180936133	8.423973303185715	-6.293446728323447	6.975488494373536e-6	1.6837756073341659e-4	3.9597983702987056
URS00001C406A_GR_chr14_100884496_100884518_23_+	-2.656015554106595	-3.547687733186036	-1.7643433750271538	1.4429647462568924	-6.2693986823143675	7.315058846876749e-6	1.738988989507518e-4	3.957729415638937
hsa_piR_019224_DQ596390	-2.2641526589770624	-3.0485420738748443	-1.4797632440792805	2.8714654289092287	-6.075394335534894	1.0764113589904114e-5	2.459783320688689e-4	3.5768556924502057
URS00005B3525_GR_chr17_7017667_7017687_21_-	-1.882240542817545	-2.5350349250262267	-1.2294461606088634	2.7015076734153824	-6.068749426091803	1.0908440034421594e-5	2.459783320688689e-4	3.560636489682154
URS000075D742_GR_chr14_100949833_100949903_71_+	-2.272769427177708	-3.0613955440004137	-1.4841433103550026	2.975939678336758	-6.06575289329945	1.0974176701606643e-5	2.459783320688689e-4	3.557714389563013
URS000067B8ED_GR_chr14_100949833_100949904_72_+	-2.272769427177708	-3.0613955440004137	-1.4841433103550026	2.975939678336758	-6.06575289329945	1.0974176701606643e-5	2.459783320688689e-4	3.557714389563013
URS0000D4FABD_GR_chr7_139044137_139044157_21_-	1.7788855442038933	1.1569288382528329	2.4008422501549536	4.815002782249368	6.019887038698689	1.2033020741402209e-5	2.6591281046845167e-4	3.443345694242522
URS00006E38EC_GR_chr14_100989130_100989201_72_+	-2.281427364770346	-3.083288483103974	-1.4795662464367174	1.5999706354879073	-5.988361117727365	1.2821534266778757e-5	2.770682178480395e-4	3.4190089291191113
URS000075A673_GR_chr14_100989130_100989200_71_+	-2.280285373074062	-3.082143448331481	-1.4784272978166428	1.599078396656095	-5.985386297238104	1.2898642473182222e-5	2.770682178480395e-4	3.4132508316958976
URS00006A8564_GR_chr11_75335092_75335186_95_-	-1.7231461298199164	-2.330457806041102	-1.115834453598731	5.724897286723888	-5.9718785753224255	1.325483390719586e-5	2.770682178480395e-4	3.3488470124061678
URS0000EFC584_GR_chr11_75335107_75335167_61_-	-1.7200129961153472	-2.3277167297900316	-1.1123092624406625	5.722211634625916	-5.957174399981624	1.365413480462093e-5	2.770682178480395e-4	3.319809250630856
URS00003958AD_GR_chr11_568113_568133_21_-	2.4207298530372605	1.5629459542050372	3.278513751869484	2.124726071576202	5.939760402884924	1.4143123999904698e-5	2.770682178480395e-4	3.316905807249766
URS00004E0FA9_GR_chr11_62853663_62853732_70_-	1.8654949254915536	1.2032021181743435	2.527787732808764	13.348318421896632	5.928495905682655	1.4469026089865853e-5	2.770682178480395e-4	3.2867496204839295
URS000058FDD6_GR_chrM_2742_2836_95_+	2.1022721790274144	1.3541783775926803	2.8503659804621484	4.921899698359787	5.914708932187359	1.4878479096392508e-5	2.770682178480395e-4	3.2443580093892725
URS0000816F9C_GR_chr1_173865966_173866028_63_-	2.722312488480884	1.7771590772377128	3.667465899724055	5.271565114304598	6.1035683169401596	1.4926013275170628e-5	2.770682178480395e-4	3.2782810237081526
URS00006AAF5B_GR_chr14_100987046_100987117_72_+	-2.141532754373491	-2.9039377985661456	-1.3791277101808364	2.3920013865699827	-5.912068413681398	1.49582527821782e-5	2.770682178480395e-4	3.2626047395288227
URS0000EFEC4D_GR_chr11_568111_568171_61_-	2.9786140254566806	1.960707380987657	3.9965206699257045	4.788140498696787	6.228665549452375	1.5051937438921332e-5	2.770682178480395e-4	3.3027638048585057
URS000007E37F_GR_chr1_159141611_159141684_74_-	4.292435038994668	2.876975696358187	5.707894381631149	1.7405870146003168	6.516831361051555	1.5063509750163732e-5	2.770682178480395e-4	3.3879349934429186
URS000075CBCD_GR_chr14_100987046_100987116_71_+	-2.1394903838921557	-2.902133596246326	-1.3768471715379855	2.3905241733273757	-5.90458556276029	1.518672549933638e-5	2.770682178480395e-4	3.247958655849012
URS00004C8BCF_GR_chr1_173865968_173866028_61_-	2.719152899890357	1.7734083448733018	3.6648974549074125	5.267539602710749	6.09267370539462	1.5235373223631702e-5	2.770682178480395e-4	3.258162159586126
URS000068F4AA_GR_chr11_568090_568185_96_-	2.9771348850074855	1.9584080419472438	3.995861728067727	4.792380408149456	6.2205601358099925	1.5272599186676067e-5	2.770682178480395e-4	3.2884661052066093
URS0000680170_GR_chr14_100973595_100973664_70_+	-1.9719101427420014	-2.6758508260919585	-1.2679694593920443	1.6451586064985282	-5.895919512933395	1.545582892047333e-5	2.770682178480395e-4	3.2342573657483094
URS00000A939F_GR_chr11_75335108_75335127_20_-	-1.7043837755414888	-2.3128881184206382	-1.0958794326623393	5.695016093549903	-5.895276783269394	1.5475982242208065e-5	2.770682178480395e-4	3.197620848525995
URS000075ADDA_GR_chr14_100973595_100973663_69_+	-1.9652518811602588	-2.6678674491441488	-1.2626363131763692	1.6415373517574998	-5.8870936315861595	1.5734953994565798e-5	2.770682178480395e-4	3.216979940610628
URS000075B715_GR_chr1_1169005_1169087_83_+	1.8553575598005598	1.1905972541944054	2.5201178654067142	3.4174998269085393	5.874393438536147	1.6145760638940365e-5	2.770682178480395e-4	3.168706994327251
URS000040EE1D_GR_chr17_7017615_7017701_87_-	-1.7324872118900716	-2.3540643681968443	-1.110910055583299	3.8980098274776367	-5.866451480746991	1.6408261188977018e-5	2.770682178480395e-4	3.1479904375011163
URS00006D9757_GR_chr17_7017620_7017696_77_-	-1.7324872118900716	-2.3540643681968443	-1.110910055583299	3.8980098274776367	-5.866451480746991	1.6408261188977018e-5	2.770682178480395e-4	3.1479904375011163
URS0000EFC120_GR_chr17_7017626_7017687_62_-	-1.7323751441160784	-2.3539563844028732	-1.1107939038292836	3.897921931951905	-5.866033461208711	1.642219904263074e-5	2.770682178480395e-4	3.1471613514910652
URS000055128B_GR_chr11_568112_568133_22_-	3.0203160056168237	1.9800633542274813	4.060568657006166	4.635026671266921	6.1801964999468915	1.642278155504632e-5	2.770682178480395e-4	3.2181311623756637
hsa_piR_016963_DQ593398	-2.2413011455488694	-3.0464505509806976	-1.436151740117041	2.6268631978625945	-5.859009838977558	1.6658219357012096e-5	2.7805049118246786e-4	3.15473233054815
URS0000EFD64F_GR_chr1_1169019_1169076_58_+	1.8574331874895424	1.1855103722651523	2.5293560027139326	3.3816743608611857	5.818275798908674	1.8097736732577163e-5	2.98898409825406e-4	3.0574621650841163
URS000062318B_GR_chr14_101033756_101033835_80_+	-2.4371736389750556	-3.321346310054359	-1.5530009678957521	1.1682592961732197	-5.801627963146283	1.8722424013162443e-5	3.0599461746512365e-4	3.054372721534004
URS0000072D03_GR_chr17_7017666_7017687_22_-	-1.7044911275434433	-2.324193844680771	-1.084788410406116	3.763768902359822	-5.789110447632418	1.9206734926567843e-5	3.076181436352789e-4	2.9952174039175405
URS0000EFD266_GR_chr14_101040233_101040289_57_+	-2.3147492087342747	-3.156350263218263	-1.4731481542502862	2.941172928336999	-5.788928214317578	1.9213880227060122e-5	3.076181436352789e-4	3.0196617587018153
URS0000007340_GR_chr14_100882979_100883075_97_+	-2.0387940480769906	-2.782060712937999	-1.2955273832159824	8.747827291285914	-5.773367358778935	1.9834232072105165e-5	3.136197981796979e-4	2.932708456221313
URS000075B509_GR_chr14_101040219_101040299_81_+	-2.3281696446747473	-3.1776891004457193	-1.478650188903775	3.075721175799436	-5.768219570459472	2.004396790702025e-5	3.136197981796979e-4	2.976723087391562
URS0000EFED0D_GR_chr14_100883000_100883056_57_+	-2.033274336741705	-2.7756423457024146	-1.2909063277809958	8.73149571320862	-5.764706774028078	2.0188400010292854e-5	3.136197981796979e-4	2.9151790028900946
URS000075C517_GR_chr14_101033755_101033836_82_+	-2.3649796339963616	-3.239910329882443	-1.4900489381102797	1.2172517051995764	-5.68923983785534	2.3564316697581523e-5	3.62474636259857e-4	2.8331547633027023
URS000075C3B9_GR_chr14_100953349_100953422_74_+	-1.9825349262635052	-2.719721001378231	-1.2453488511487794	2.6951827645422552	-5.660362103240166	2.5005366374183557e-5	3.74010563969989e-4	2.7602429143617275
URS00007234FC_GR_chr14_100953349_100953423_75_+	-1.9825349262635052	-2.719721001378231	-1.2453488511487794	2.6951827645422552	-5.660362103240166	2.5005366374183557e-5	3.74010563969989e-4	2.7602429143617275
URS00002F40E9_GR_chr14_101040269_101040290_22_+	-2.2925700004702927	-3.1451098586536625	-1.4400301422869228	2.701235405146662	-5.65989537912897	2.5029387646175173e-5	3.74010563969989e-4	2.766003943828502
URS0000EFC56F_GR_chr14_101040269_101040289_21_+	-2.2697543273321266	-3.1195135188979055	-1.4199951357663474	2.6159149541983147	-5.621904612819581	2.7066559630334222e-5	4.0063615150938105e-4	2.6913883912657566
URS000066C003_GR_chr7_148941488_148941566_79_+	1.6832670627282136	1.0511318880477298	2.3154022374086973	4.941927268798066	5.604586279187887	2.805111014750035e-5	4.113288955273649e-4	2.61829877884748
URS0000EFD35A_GR_chr14_100881025_100881090_66_+	-2.0982089389605356	-2.8884815345992045	-1.307936343321867	2.9138954266996513	-5.588204639565116	2.901633313463652e-5	4.215428397059695e-4	2.6217981222188254
URS00006EEEE6_GR_chr14_100983876_100983947_72_+	-2.028194602671759	-2.792824661820143	-1.2635645435233753	1.6799167818276646	-5.5828858274592115	2.933701852090443e-5	4.2229157852567933e-4	2.6193409301055626
URS000055BBE5_GR_chr1_1169055_1169076_22_+	1.7477639035343362	1.0883279523116398	2.4071998547570326	3.2881301246840833	5.578412637196956	2.9609540659020735e-5	4.2233972085457756e-4	2.57714895937767
URS000075B92D_GR_chr14_100983876_100983946_71_+	-2.025769574735589	-2.7908516849808	-1.2606874644903778	1.6780649470323425	-5.572915882029775	2.9947991455621103e-5	4.233189062510767e-4	2.5994913772429458
URS00002BE588_GR_chr1_173865966_173866027_62_-	2.603179311433528	1.6366158343762747	3.5697427884907817	4.700066649741863	5.707183600001374	3.1809959354848966e-5	4.4562344846212526e-4	2.539734859360056
URS00006CFC33_GR_chr1_173865622_173865686_65_-	2.656273559684853	1.6621834560456517	3.650363663324054	3.8881877393406983	5.651856836597539	3.245182216333689e-5	4.4956584185417656e-4	2.5431102128934597
URS0000305406_GR_chr5_149430661_149430681_21_+	-1.9448205453088807	-2.6848988359512993	-1.2047422546664621	6.545058452008693	-5.530983459546896	3.266443975231111e-5	4.4956584185417656e-4	2.446470443325504
URS0000D548A2_GR_chr7_139044100_139044157_58_-	1.5895975631081622	0.9823311008571131	2.1968640253592113	5.497211893121221	5.509451727871883	3.415650956673016e-5	4.634663743231228e-4	2.41188908937203
URS0000C97B23_GR_chr7_139044101_139044157_57_-	1.5933855399251717	0.9845028279666062	2.202268251883737	5.491075167764482	5.507921209722513	3.4265200396100855e-5	4.634663743231228e-4	2.4088439805074664
URS00007E3FDA_GR_chr14_101026035_101026056_22_+	-2.199216863459595	-3.042307355017409	-1.3561263719017815	1.5652298103735542	-5.490278264891711	3.55441038734616e-5	4.760165896360579e-4	2.439099732126653
hsa_piR_015026_DQ590548	1.9270478242139735	1.187831427454581	2.666264220973366	3.9418663870193367	5.486828579196472	3.579984549206809e-5	4.760165896360579e-4	2.399861402489437
URS00005A29A1_GR_chr8_66113988_66114075_88_+	1.8106585676531757	1.1154379612578937	2.5058791740484576	2.5794645722030585	5.4816893294192965	3.618435479824971e-5	4.770861569617966e-4	2.4057434067957564
URS00004BF1DC_GR_chr8_41660444_41660465_22_+	-4.041578953210301	-5.492339678555412	-2.5908182278651903	5.680821467011976	-5.99388739466863	3.778948241189367e-5	4.885183612053223e-4	2.4766995064467308
URS00007629C2_GR_chr17_59841311_59841332_22_+	1.6450333023676444	1.0109551939664172	2.2791114107688717	7.99636922043367	5.460500179225449	3.78150547648615e-5	4.885183612053223e-4	2.29530013658057
URS000075EE0E_GR_chr8_41660444_41660507_64_+	-4.056921503576524	-5.5199019979329975	-2.59394100922005	4.967284427792908	-5.959203544589191	3.803336800222076e-5	4.885183612053223e-4	2.4744135259411237
URS0000632075_GR_chr16_69933083_69933180_98_+	-1.6834299826942347	-2.333031509682517	-1.0338284557059523	7.5927421473367565	-5.454419186497731	3.829685049601953e-5	4.885183612053223e-4	2.2896839380857568
URS00004AC389_GR_chr2_176150368_176150389_22_+	-2.0551276206835705	-2.8510622211558405	-1.2591930202113004	2.0335390129381974	-5.4345288972030765	3.9917269017509174e-5	5.018253281550564e-4	2.3117065486660877
URS0000155F25_GR_chr5_149430700_149430721_22_+	-2.0657221023169696	-2.865870252632633	-1.265573952001306	2.2099544846847805	-5.433779130333806	3.9979710656075244e-5	5.018253281550564e-4	2.317484744810823
URS0000EFE77A_GR_chr8_41660441_41660505_65_-	-4.07746946831687	-5.561841030716505	-2.5930979059172357	4.396919103717776	-5.903074209205382	4.1849485954883056e-5	5.187500960162891e-4	2.390441727139624
URS000071BDB0_GR_chr8_41660441_41660508_68_-	-4.077141354599371	-5.561884877911753	-2.59239783128699	4.3974581888022755	-5.901120458249218	4.1989332182325504e-5	5.187500960162891e-4	2.3871866585201165
URS000055DDDD_GR_chr5_149430701_149430721_21_+	-2.173808682590449	-3.0209808115901273	-1.32663655359077	1.9058189834867845	-5.400701202518369	4.283674504553528e-5	5.250847888784754e-4	2.2574736464458818
URS00007E3F24_GR_chr11_2134140_2134161_22_-	-1.885078522887434	-2.62557199798131	-1.1445850477935582	1.2850559194541706	-5.358073911531613	4.683056628419399e-5	5.6959037596822e-4	2.178721877001337
URS000070779B_GR_chr1_148020474_148020544_71_+	1.9111650002434986	1.1542968654080832	2.6680331350789137	3.526928509824051	5.314696305960124	5.1288210910145225e-5	6.165450071330229e-4	2.0581468458714793
URS00002AE1D6_GR_chr17_7017978_7017999_22_-	-1.5635379208165996	-2.1829412432094397	-0.9441345984237592	4.7881606390749045	-5.312945720672392	5.14769891232798e-5	6.165450071330229e-4	2.0249124736686
URS0000EFE6DB_GR_chr11_122152239_122152296_58_-	-2.52203630666364	-3.50069265890474	-1.5433799544225404	11.08114784808618	-5.466281556131667	5.309164567995413e-5	6.217594299627649e-4	2.039183332731616
