smallRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn_fc	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn_fc	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn_fc	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn_fc	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn_fc	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn_fc	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn_fc	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn_fc	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn_fc	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn_fc	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn_fc	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn_fc	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn_fc	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn_fc	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn_salmon	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn_salmon	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn_salmon	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn_salmon	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn_salmon	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn_salmon	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn_salmon	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn_salmon	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn_salmon	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn_salmon	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn_salmon	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn_salmon	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn_salmon	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn_salmon
URS00004E6E4D_GR_chr17_8226661_8226691_31_-	58.57753122224795	28.47248123673273	80.08730339506714	58.578934931792816	49.57181206154684	55.85759477521005	171.36101084921316	57.01109851044108	79.94236400468522	31.20869032248251	111.39154900179736	113.91026715207524	99.74924501574137	126.31606407181836	10.981974586167292	19.860594956108677	37.9011701986413	21.09716263699138	144.1504039066	84.4871860192953	197.10765552438932	166.48750029858633	80.85683775035234	155.3340263896714	404.507935307973	166.1267335168918	250.74796935495135	87.87258838020495	409.37445805638384	470.3920456171465	272.1917382711742	309.8153083512038	30.792829960229728	36.73787569689714	52.834237635997646	59.95967412803564
hsa_piR_020548_DQ598263	74.00872019911134	58.653311347669415	37.173574339054426	54.57503798083266	117.97329581200712	51.18819540289262	33.63197422504697	62.6378664859735	60.63714397510963	39.66608634827381	92.06926401439888	83.95632396310762	28.006767432506873	46.33925366432113	24.579737302478396	194.89669977097807	30.387146890610385	25.455896337298157	278.522934818008	237.54042441450216	118.83456126405996	168.7794996359635	419.10612091874793	147.36268249846077	87.76228847672995	170.13827494660524	213.91731861184292	121.87855175855448	384.8776878431637	363.7249767711861	97.2266432482028	157.6862481117113	46.63742649515617	398.5740818376571	124.04608567371837	111.95264267992688
hsa_piR_016658_DQ592931	10.665176475104657	3.5040736167534567	10.240231466110426	9.32849477509714	33.00506657983818	5.115010894797975	4.886739859885617	4.115057718844674	8.440520552785332	3.461101153645579	9.040879285884929	3.0744763423440062	5.405425461494135	3.990447328576748	5.455580216183909	6.928114519572795	4.003065048836667	5.963483212212619	228.10317070604424	114.32939300315373	176.2009110263762	188.49866539849452	485.4771050234287	117.33688715557896	76.54751242315459	98.5333694793687	192.74547993697615	86.10277963191024	283.13777463880456	134.48594558989555	106.0461358040838	70.53613628233234	90.8154354938168	180.6536514410651	101.10735253075886	194.77729540637355
URS00004949A9_GR_chr21_8215846_8215876_31_+	32.28540538316186	42.645449674573015	50.57153011493923	56.25238381554247	45.1433850415766	89.29369354321557	36.76809079838196	66.09517824304179	45.66081488125712	47.37317373236571	46.039458958233006	40.33872196981832	34.491288869294685	33.33716882619098	63.514515210878585	457.1044512673035	25.505447537357625	23.097527479957353	77.0448924442641	124.28041195735489	108.82777160391758	124.739027668117	105.50442724846155	211.17524667589993	75.73748261572464	170.23546875818775	136.1892991225079	122.6004902890802	148.4250103335431	135.1710045464087	89.76397953837493	77.00308380562284	172.42074274296996	1155.3976167693302	52.71636807958157	62.14262481068192
URS00001D1556_GR_chr21_8215387_8215417_31_+	52.7009549858772	119.87366544811094	72.25371808812685	56.19665804030295	130.2976082085843	42.16932287952582	68.71946666834032	81.67104480006567	106.42374172506511	88.81994648835928	101.1487589085524	34.72948687012845	28.5388562313844	39.57758055257779	75.63674219189862	325.15380596674856	46.658881575041235	54.99053101735701	54.27453925721704	130.05383040031006	94.17266059776036	72.5621969834024	166.19593722622318	52.87591711976635	42.943933207861406	80.26116751569535	124.88176289968936	63.908766936979475	114.87299740482506	46.7413758810492	36.701528795113646	46.94181994169101	92.47227325786848	513.2437087206848	58.07735443137113	61.196290428905705
URS000025C8A1_GR_chr2_27050845_27050871_27_+	8.270876355737709	36.54721665625058	113.53105559899332	17.33628867701745	460.62283648220426	30.057830217234265	20.52730848001082	21.993035142085905	14.064811681726669	17.32625162928871	15.890322802527056	11.67550764369732	19.73204069108439	27.173326568839595	29.79686169464367	55.918152293161	46.782355642260605	41.5061774798148	15.903009869469408	78.3867116232302	103.92452421408332	65.76707432912201	243.4701767789014	74.55175839872912	50.36152185449038	106.33148671152678	80.98191505605878	69.4518741134338	42.05556704479948	76.27433115571122	34.04840552923473	71.1671066938398	72.47432523044456	494.59740562612086	70.3357495544389	404.3993002513725
hsa_piR_020813_DQ598646	21.405645406793177	9.099142151844744	37.52833891231855	17.748659413789966	5.668386585561905	16.681867251835538	46.83167380563872	13.550119540292435	10.655605876876082	28.72264463869513	8.302355777748035	24.624901899361884	9.34884992420329	15.40224319443276	15.292966847061756	1.1974518922718411	7.274233090532431	16.12550377588724	89.20975516577482	46.18721303052481	157.40666068263877	77.41575605410344	22.58283748438301	71.59588385377388	182.70680329672987	62.1128673565203	53.54441474433748	132.70844726210427	49.47494791528692	152.56499570220788	41.56549702640957	60.58495393755337	76.453413706862	5.593119674359187	36.09727802147972	77.6784142256965
hsa_piR_016659_DQ592932	19.116754726643645	5.215435451934852	15.906876406626592	12.089706938215802	53.203122217922434	6.52040108108275	6.73739876281057	5.745604430811334	14.18569391917705	4.87181970578084	14.123658724238812	3.8415643142137017	9.159883808714074	5.374587730370896	8.83876254362405	10.360809944085409	5.896334079533669	9.294174256454705	91.9294583568022	12.38193111455641	38.19794063136712	20.45133999513219	238.2338654045885	1.8802432837800445	15.196345648936504	6.266244134426979	77.63767047300472	7.803978776237702	28.497880037773523	13.220687490511976	37.22248168853224	8.08563078711152	55.3926937738637	4.455002924661581	21.30184054359972	16.412996367259478
hsa_piR_016984_DQ593431	6.8365550578150565	11.235331484844057	31.55806663432408	2.6497606126396005	7.9711686359464275	9.022681168858082	5.266875202108039	2.302110866217336	9.211553202468837	2.9424546271252625	30.95041002727931	6.239288393950113	9.781482872823336	3.003879169851131	9.081553928079389	15.863386496667914	105.47727455233778	5.886867567112947	15.112287623474865	34.24027195523768	80.208319187322	6.678625261335874	17.510335498623657	23.80284612720143	10.072590588033322	5.774932584164162	25.97611724112588	8.390783277263987	98.63382232297413	23.13431220676345	25.081615208159025	6.633693883605407	25.503528403831453	38.4327887059039	295.1975673955002	19.09210070293944
hsa_piR_006426_DQ578783	8.677455621290587	13.034069188370982	8.108447949289062	16.865405876243432	14.968083327499402	14.15673529111249	13.074655060123852	18.295286835964905	23.53446479658956	10.77747482109218	26.22482496540993	12.569678054020478	6.9718551030494735	5.492386913502313	14.553031199197871	112.02447559796472	11.733615344310245	6.48864863407764	32.480660776952305	62.10210831087805	27.395774710015825	60.935226635442994	51.84570145572816	38.24440928807016	38.443809465473045	60.749059326065016	114.85521231682824	34.3657853371178	75.28512632942325	64.80872160210059	26.700985803112296	14.14049377914421	68.90419184523809	595.0772218524943	74.26544750023852	42.13025779293412
hsa_piR_001042_DQ571335	9.381440090349736	3.3022052312655106	68.7284448961419	7.146830674469585	4.822557024747589	8.965551486488781	28.125013543640556	4.869531027941112	7.515934790664855	12.85551857068358	9.837326206424708	15.721475639037978	4.266655976045969	8.416751634739738	10.47615920188534	1.1489836013941714	12.782250176057358	10.174557669236387	27.449177125869696	13.066147310070932	201.643389348357	22.08412574430236	13.76144404716997	23.31792645934386	72.61426172877455	15.847743854811172	30.430563865654193	41.410266803685694	43.788192289678896	65.78773266490718	12.381230976697111	22.430317668832128	33.05700313096159	3.995147223166923	43.60266327270811	37.222464499583396
hsa_piR_000552_DQ570687	18.341242423829826	19.584246353308227	22.931854172703595	9.56532931986514	15.109792992138448	9.015063877875509	19.922093000946173	8.105751705420703	26.100762026786143	14.75376485774794	36.22626750697617	15.630374372917723	10.358326804316729	17.572693143629117	3.0854738441199068	4.182528395149502	13.333409780456863	9.333178584869083	47.41200291144914	59.25301644385423	58.891019034856	24.99579089697888	36.69683083057048	23.317400944506044	47.23716417092791	21.98183894958116	81.3138186223426	41.73554158123424	129.08834510343357	58.59084777298586	27.415100623228348	41.85409779687678	9.901221738598217	11.984978608387346	41.636284307312415	32.01678518434116
hsa_piR_016963_DQ593398	4.611662965761808	16.26998927813299	0.4794115854920612	9.623841383866646	0.44284270199702375	12.092449434835125	2.000712327486435	6.356368538175118	5.480539279000345	20.227214534292344	3.499539499341469	8.668400304870813	1.6360487367355756	3.2394775361139647	89.24462121589535	40.45391642725036	1.644531417023199	17.642493548860738	14.804472840495835	58.52442614775985	0	24.90470346193491	1.1449656478224288	35.31642902530517	5.211091646795836	19.55118368365784	18.385403699749933	69.66370202329195	12.681724320800791	35.530903762167675	3.9830029850198327	0	379.9079438254849	161.04382750333923	6.9692808851358405	75.51133292183958
hsa_piR_019676_DQ596993	33.15126863387631	15.025636394453556	55.31131265683741	18.2529776797077	8.5557210025825	20.9170810381463	53.89919010248456	19.945179017395574	18.628932917353183	23.691773331448054	27.392947115534945	23.59446236828742	8.319481874038352	17.528518449954838	15.824795593963923	3.0734598568310587	11.721088989664803	19.403260374424097	57.081827951208055	30.994131630769026	96.34375211225225	34.7036462583266	14.114286362019078	36.12639834820047	84.71665395857408	38.59692200887177	39.742336259143	45.64911308392032	65.96665103221122	64.71881137006801	14.592162173490498	28.905027444238012	32.32888178522785	6.125895924690329	23.588337042058697	44.63543447036137
URS0000475CEE_GR_chr9_133349419_133349445_27_+	27.98997073505228	4.519441466148052	40.21623986831071	5.94315392929576	20.667468902201097	4.063824739202858	21.672716287496804	3.316366193830496	12.926231688444034	7.029389256105357	6.598442062896259	7.094415404507448	8.120570173523388	12.368914228798776	13.776965881028136	0.5702151867961148	7.753813525529403	2.7860234581698755	69.86889961350023	13.059993969482056	102.84062942343957	15.284640511946368	49.38674257539984	10.179537944338216	50.74411109071384	9.198068083613016	39.57320959349491	20.210819304459697	23.30902408156582	24.968255446684857	21.662818046240172	29.59652236453746	41.05005586028586	1.5919770960542905	23.04608768368387	9.45756680170227
hsa_piR_020450_DQ598104	6.6144423108926516	8.433277775832265	14.38554364199845	7.545269967432216	8.693002240201576	8.97697742296264	9.978552733338594	6.9975326689823465	6.052279591265657	7.52037463454459	8.789877832139055	13.233415850039467	3.282043058496899	5.1330994049514915	7.701400522395776	12.142732402823269	5.35412187130948	8.030712618174666	36.80687125308857	52.56848736447917	78.97476669733149	45.867074172047566	46.93006302944478	45.32221451193954	48.79992402340378	36.29645172958337	44.398709576032374	36.845360849825965	64.82931398975968	89.40138351613577	16.80310915912745	30.75498518712824	28.83387349320436	42.88128562192188	31.62982100918313	38.95743306823047
URS00003DC32E_GR_chr2_233275727_233275755_29_+	133.17729720554263	15.51674903377498	137.13088991414918	40.98352139991155	57.241847660135285	14.160543936603776	47.32685010669162	17.54910444235304	28.08388413847211	17.402319786511686	3.378865723502108	37.7901831890257	29.836755077244536	39.78961908221435	24.43521862125498	7.794841603502889	13.00414560120521	1.5323129019934316	102.62254849855856	14.5854767691065	107.19942615195706	27.66585426250488	42.69577151195515	8.867389820488633	26.937558592320855	13.291658442788773	23.945371304136376	13.042605044246445	3.980746627133123	41.97977977136759	22.9937288983185	26.59265671886159	21.69821858409069	6.9249284563978035	12.68766799519795	1.4195021837301198
hsa_piR_001346_DQ571858	13.176179902176596	11.449251714241733	68.23624900170337	8.637495162126983	8.856854039940474	8.950316904523634	40.014246549728696	7.8072787479759604	15.682019993562836	19.535685832265255	24.37610271955092	19.61739449018057	5.221432138517794	11.77991831314169	11.958920871237575	1.425537966990287	11.184245219145804	7.28405833138514	21.83457437521827	22.789792144516937	115.34107522508296	15.04632293148369	13.761433409631527	15.435815668606578	62.85426666601784	14.314076519791406	32.59228807968976	37.17140615763269	58.005147473552256	48.10180182632109	9.285920499838369	18.499223998024124	24.173826980798417	2.6634220493848977	22.694832724864515	16.56084129296517
hsa_piR_001152_DQ571500	4.2352006828424775	3.841525246225845	11.467525124970106	6.826407466842294	7.975597062966399	8.569452355394969	27.794896009605296	4.949676544292015	3.817591742182953	14.217830113676944	6.03368879196805	8.75337711612584	4.619724244460029	7.397788700652982	23.95397141278101	1.3542610686407728	7.739497691648896	6.4775045402449605	14.036518066041518	16.10479734520041	38.80890618471067	24.025609448519656	25.40574717083987	30.214808161264703	86.66866407002726	18.91505171184016	16.12986811355818	53.8007459707645	27.865231542128218	45.28374307306045	16.80310915912745	23.35528754577885	96.69541239286887	4.794179754874397	31.451119015704993	29.336365835062633
hsa_piR_012753_DQ587269	25.719903169048713	37.041342256549434	143.30890721252354	55.07656995798841	19.493935741908988	86.98565437549586	163.85833962113904	70.00849035176176	34.364859854643896	120.06667088945328	58.768128833768806	67.8084331540782	40.29951052433162	45.20543652668124	53.37652972305603	13.425716573114524	12.238248488598105	24.178504581727264	10.9567529930974	18.57775373743658	134.52485546896068	54.91072098882973	0	82.50210326183094	64.69093312178443	81.59448580153992	14.881961372069544	166.3442191727873	81.48349333634884	32.364539385908316	22.027373942465022	24.441964747586393	31.331471806823902	0	0	24.497803852428984
hsa_piR_020365_DQ597975	2.078071801714709	4.983437456672585	11.828681852707456	9.342426218907026	4.454997582090059	10.504244264968587	24.07357108048053	11.0269175944864	5.493607628994981	12.820942135582223	10.15590497464062	12.998389894586376	4.490431639125303	3.990447328576748	7.519306984054274	15.851982192931992	3.675590348820077	6.508150798284829	10.87338366093897	66.9505523834613	101.7885663027592	108.55668624385656	7.109496793496741	89.79925474693533	86.05905100086261	76.26919734925885	30.841571035256205	121.0521397728874	35.08357542798109	96.85818375314098	12.126593365790695	25.984366199602658	37.00989821062562	20.087161482533197	29.731543862235835	158.22046732545755
hsa_piR_000586_DQ570728	22.14727610414426	6.652617838169933	36.09010415584237	6.7567502477928825	5.978376476959821	9.3311814536523	57.645523935702904	4.767276403631338	4.750345223050076	10.718694881419877	16.836405205107646	13.80528682308005	3.232315133368158	7.215199966799285	12.107775112897697	1.7334541678601891	4.845909768551494	6.210046288260653	38.05442217028165	13.369881734341435	60.23803008524194	12.37655412110527	9.174197553628652	14.778640636071252	87.83880195167997	8.690510083380278	9.810821549440806	18.91140360698212	39.23838557439652	34.431457874416274	5.748301359357004	11.561828759739472	24.027510552567044	3.4624198515088644	8.934780841389873	13.72156439015876
hsa_piR_000560_DQ570698	21.29647134474657	5.122033661634459	35.96226106637781	4.271380672109893	31.313407458209547	2.1899711574898255	7.1225358858517085	1.5531648341106157	19.64826421693477	2.2474682815880382	8.085142981237187	5.348945767917723	3.978234010299272	19.510489706140927	1.774689405423534	0.1197451892271841	5.298648015022517	1.5323129019934316	37.74215176305998	10.635065104832425	66.21849732051429	8.979084322400762	53.28100082489697	3.9409821864981462	12.882894754214252	3.067172674767514	42.7353273788536	4.890889880442497	19.334868830978092	14.964549250945977	7.516897172946349	33.06679084637016	4.075557673974449	0.5325112764717937	11.793837580948468	3.627600668251587
hsa_piR_019102_DQ596225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.825004816093333	50.13665010919932	1.628221387151266	46.3507395489105	5.292794769337694	46.30447211512879	13.2726982766316	26.58251696409642	32.25939940798267	74.66598576538102	34.11974718500357	93.48043088044342	14.149389560772356	31.4472160690317	45.429272690081525	30.895182804053608	2.5017504202847274	19.5570533362971
URS00003F0F42_GR_chr21_8210897_8210926_30_+	2.6728822087272524	11.15096857747596	2.2788030697055977	3.215377231320819	3.640167010415535	3.915287565042679	11.9392508142753	8.329606423504263	6.365919991136914	6.839218863047908	9.229130376194329	6.438333177069993	2.386940406179563	1.5284444011301346	5.2633703701567685	93.32426854698612	8.349710110805491	8.51408768816714	8.832176633671937	52.52608654594006	6.215710267871021	12.46242526739168	0	15.261747674995805	14.027978546622297	30.51766254073648	24.035851607494543	26.112646189618044	53.515171497219455	37.05887779179109	10.322273471846485	4.248339681894708	22.60612084420528	368.5802011847724	37.807037976452555	41.2140098468173
hsa_piR_000753_DQ570940	2.917582692624818	7.869854073052475	4.579978680067492	7.199770160947137	4.950981408326725	6.1357278864627975	4.066447805616179	8.318551869524828	7.692357515592437	3.903679522942915	6.048169645068772	3.9464456037807154	2.9190292050570905	2.1027154188957917	10.542637795248112	66.88909248711825	8.469605219554735	4.9855889783949925	9.73900097455173	13.250517840245603	16.094427566962466	19.98560171051391	8.92966085289392	20.679583188679754	12.135652779796231	27.183898157045007	23.301881970923873	14.476038155340849	30.962161818382164	14.738666412476457	9.670364266322652	4.121923594209288	40.63720499991311	113.19393215023952	16.860790128244496	17.175033304180904
