smallRNA	GSM1666235_fc	GSM1666236_fc	GSM1666237_fc	GSM1666238_fc	GSM1666239_fc	GSM1666240_fc	GSM1666235_salmon	GSM1666236_salmon	GSM1666237_salmon	GSM1666238_salmon	GSM1666239_salmon	GSM1666240_salmon
URS00001D1556_GR_chr21_8215387_8215417_31_+	894.9613277066284	1081.201157313771	3727.3745099551497	3542.3397528266073	7852.622396477066	7778.8061733334	69.05008053596787	56.90551199878417	93.17817597654349	286.380836671076	275.170051726017	218.18719343667067
hsa_piR_016926_DQ593325	NA	NA	NA	NA	NA	NA	68.35991906206027	65.80291197377335	52.20638325413525	109.045688705043	75.29240390887033	93.32456821256817
URS00004949A9_GR_chr21_8215846_8215876_31_+	221.1325950678748	3023.445374276911	943.0414644121184	880.4003342053187	7762.194434683752	7593.961092250379	50.854450958644144	47.173181249579486	101.99232750218732	400.33342093829896	314.94072403928425	305.86058621057697
hsa_piR_005076_DQ577008	19.116616437163888	43.28483102738005	210.35432122819023	125.55837479719624	397.7272605278277	404.89621276275005	9.331092308831275	10.419318765862716	191.393009832468	76.46818117757968	55.893916923458235	35.86638790803861
hsa_piR_017936_DQ594740	311.5787410656189	558.4594214452876	1301.7290306731625	3515.252470868765	5446.035413283262	5456.551694431075	34.058485652542366	27.479522719185173	93.17817597654349	1018.076376380462	804.0124960532331	800.0197089383566
hsa_piR_001152_DQ571500	NA	NA	NA	NA	NA	NA	43.85607776506829	50.26434659532384	28.9606940338115	22.490508426237252	38.69542068012993	34.869740160195775
hsa_piR_001318_DQ571823	13.584083804253709	12.689273804371052	112.2682568138016	324.59259366942524	277.9713111258705	283.1663661080191	19.22289944084149	25.68027938733099	108.7404449782023	725.7655231103146	550.0741858436569	592.4188742194983
hsa_piR_018573_DQ595539	10.419312245575329	8.172925805898252	96.73325570542994	259.1574336947056	191.49134766448853	189.89163674722377	39.25589610598669	30.166111587416733	64.11817590813934	649.513348876445	494.8248376944832	366.2930579340005
URS0000432A51_GR_chr17_75035152_75035183_32_+	NA	NA	NA	NA	NA	NA	32.19115735912545	33.89023971547804	58.12569578871509	18.31729156917249	13.267510158539707	11.955202052289396
hsa_piR_002468_DQ573323	NA	NA	NA	NA	NA	NA	7.4647880178179165	4.579859551551491	159.91070156149453	8.996126408520269	16.123145443303503	14.944235064682656
URS00005E324D_GR_chr6_28881435_28881462_28_+	NA	NA	NA	NA	NA	NA	26.127049116987788	25.418549431320987	71.55793680106659	4.173046053726802	3.930333502690015	3.985146085921046
hsa_piR_000560_DQ570698	17.96473267132139	24.22683507778055	10.406220838143684	4.293215944963535	6.324854470545168	2.822875463881315	27.52559250923024	36.65394854337412	16.336863457364156	11.992707202714517	14.977656996029646	4.911928405522296
hsa_piR_020668_DQ598445	22.380287107050968	29.12562754154096	21.957125968483176	87.42879589616419	163.74793081492098	163.6468842033083	38.724031806958	27.823017240730294	12.591645171906622	8.99625702283753	8.599063649927135	7.970307984760836
URS00004BF3BA_GR_chr21_8215727_8215756_30_+	208.84001730411117	322.2444950856032	1827.9270203687825	2730.194275509014	3981.193746478699	3887.1794064663786	6.531764616181893	6.411889181907066	110.80647902783112	185.92263743574665	255.8221579805256	222.1723474290511
hsa_piR_008114_DQ581033	NA	NA	NA	NA	NA	NA	27.095681458637618	28.89469461031705	14.675576730544702	6.207700628117524	11.223387371129824	0
URS0000354DD9_GR_chr7_139340736_139340766_31_+	NA	NA	NA	NA	NA	NA	5.981667125808059	2.6990199890489923	114.32539102443282	29.055590925617135	21.598620613118772	29.91504077439268
URS00005874CD_GR_chr21_8218452_8218479_28_+	16.964106369680433	25.845655352604833	289.1145469431691	355.9730915722307	485.3352235126189	460.8344194786246	3.265881883193684	3.892932094395431	104.51065691533184	112.45320826420426	68.79251346465956	84.68452678546727
URS000033192B_GR_chr13_91350756_91350782_27_+	8.627493054264773	7.975864726456162	17.868967782069586	17.79137794141668	13.280851531569368	14.04780006789994	61.72341387139777	0	0	131.69402745335657	94.5897054807516	93.4596648955518
URS00003E868B_GR_chr21_8218421_8218452_32_+	12.042421188353392	13.819090659839036	171.4053232339953	266.1430054017649	243.55389709613107	247.88042280950265	4.837908278490753	4.952285092117355	77.70870964500581	83.96506219739852	74.47028162086134	69.54778821291495
hsa_piR_000753_DQ570940	23.13657442805867	32.42749540597065	93.22487267999864	176.18557808038912	404.5624004970579	388.9842496526644	19.085644028215448	14.332450020242153	23.87697103682846	246.5077609568119	188.54385677718815	128.83376897047555
hsa_piR_008488_DQ581533	43.021113375784225	197.22894628754108	205.67152185102557	1046.4713865848616	2692.588576641089	2594.9815319741037	10.264201539714405	6.7553826770199565	59.18073316017835	292.3783406831507	201.0031237467307	191.2874025056417
URS000044DA37_GR_chr1_161523848_161523879_32_-	2.3503082899008554	1.929738866832915	20.02454209854221	18.992023078567502	13.670279938460682	14.593733530254346	0	0.8943129583994063	91.82453493987576	48.083000386521945	52.71307822623372	52.20017530090872
URS0000166D4E_GR_chr6_26554170_26554197_28_+	NA	NA	NA	NA	NA	NA	13.014994917612857	10.485484640698266	40.15773682072378	0	22.57252368720056	17.933174187870872
hsa_piR_000775_DQ570968	9.395415564826438	23.4882209577976	42.21952454332581	76.55022328985828	182.34649438542004	180.3844052320763	4.207947098584017	5.3517704657366405	66.66700996403996	132.54123109940755	97.28844702002635	76.20093936472901
hsa_piR_004993_DQ576880	21.216768151654502	23.894020810278352	53.96368806065939	19.392238124284443	16.584278707268115	19.50713469144399	2.332725063817112	1.3739349760265709	78.06811616976802	23.989936674982825	20.42271032389625	27.89600876514342
hsa_piR_021190_DQ599117	1.3496819882598972	1.1560916660602636	24.826269713857076	29.470380639156467	26.65570302342285	25.64555728035572	5.834560895039156	4.411359409159403	52.56110163715338	180.94412503868685	160.96175142196182	146.42665606512315
URS000009F893_GR_chr10_68755209_68755236_28_+	NA	NA	NA	NA	NA	NA	10.254295484927374	11.429738659569326	10.66619666630108	45.49176605506491	33.27723198198835	53.86579648268441
hsa_piR_015254_DQ590835	67.05941499427514	59.826284006919074	735.3184304530016	910.398271041102	912.6321858326768	916.5557060415398	3.7324369235325103	1.9464665604138345	52.88491010077102	113.95258426722296	83.84087538518735	63.76246783131637
URS00000BDE9E_GR_chr14_102317132_102317162_31_+	9.395415564826438	9.874949647598086	48.43352498667446	41.56778997560033	35.62598494767799	41.8371448467693	8.792529929350394	7.220369823817714	21.02364070694267	70.76695866387813	56.679321871626335	57.8373829907823
hsa_piR_017791_DQ594556	NA	NA	NA	NA	NA	NA	10.730755730258704	7.900362704783317	3.777493646262791	472.30347410682265	550.3401045183446	418.4411929193219
hsa_piR_004801_DQ576605	NA	NA	NA	NA	NA	NA	0	6.7995675055087705	22.310933790525368	33.36455725206244	0	27.897499132735057
hsa_piR_007979_DQ580854	6.60878766665191	14.912414722817743	55.97060207944425	89.90285254241437	313.8255816913813	325.04345730569236	3.728444588850391	2.670000696855907	25.348089273523826	95.80941966801888	65.30612345967512	58.61519476781668
hsa_piR_017184_DQ593752	11.344309815115516	10.728880991847143	0	221.68275214121033	291.1715912629106	327.6133392138484	7.464873847065021	5.8393986548092665	0	109.45445625816691	119.31201480718038	80.69937279308687
hsa_piR_005660_DQ577772	NA	NA	NA	NA	NA	NA	0	4.403480515311281	21.944451968830876	55.33041810762718	45.230220001372444	48.00418963952668
hsa_piR_019324_DQ596538	127.1144458770636	642.6453742946481	519.3001518829075	217.37134460325964	365.6464169394361	363.6982095304445	3.256540941766299	6.030663011344614	3.429575956843111	27.915200335786597	26.09289061373608	23.183978383618545
hsa_piR_020450_DQ598104	NA	NA	NA	NA	NA	NA	5.598654535504239	3.892932094395431	7.554987292525582	11.995006014698312	33.32136657849221	33.873803005389014
URS000043000B_GR_chr1_161523847_161523878_32_-	3.909423690132116	5.085635561305503	14.315986667331956	20.265434587666856	14.825136593379758	15.69891590526448	6.504542298343024	3.4102769695091215	0	71.5723747709352	47.90628857796395	54.01970065589947
hsa_piR_004309_DQ575884	69.66569745436323	75.02480222285274	58.438363021061186	197.269634352477	344.1204260343747	347.5998301161402	3.1664516747046743	2.7897514666030307	10.901686069403343	20.951661781267777	17.982993761159975	25.90899495142891
URS000051F814_GR_chr2_229180940_229180967_28_-	6.690233993529663	13.719830264268204	55.95573604967548	30.28900232357748	54.41254843874528	53.1952239538012	1.9761291861417216	2.8665953159959052	4.260907248949479	12.546772131810794	11.17965903897164	12.509540720093591
hsa_piR_020809_DQ598639	2.100151714490616	2.4362588265840657	31.35245678235005	32.78125056281478	29.12655912231947	28.708110849660915	1.7247523172649617	1.5911434337741572	9.588567962636205	22.193358845017094	17.057100256370052	19.43052911298208
hsa_piR_020619_DQ598378	2.327037910792926	3.6492792489276	0	111.0232920004765	116.82852206739484	111.84978253114645	1.3996634214274288	2.5189560610793977	0	88.46319020645454	82.76599269552412	80.69937279308687
hsa_piR_008033_DQ580927	1.5998385636701369	2.4070645925926444	24.439752939868885	69.72837591968317	49.79312181906897	54.16725182579806	0	0.342747278876884	16.36614469492264	124.44458822451033	83.83827038834612	81.69327205799046
hsa_piR_001184_DQ571550	21.693810923367053	25.093903827325747	72.33810085486739	78.36938258857164	148.13050884200374	125.311702785788	0.71310932528178	1.0671508034233548	6.81003863397708	19.84556347807139	24.72907293468257	19.02717219334754
hsa_piR_000805_DQ571003	NA	NA	NA	NA	NA	NA	0	1.309421657091943	1.289434042678509	40.55352104729125	30.19109872866543	23.834704697628027
URS000056FCD5_GR_chr11_122559988_122560016_29_+	NA	NA	NA	NA	NA	NA	0	0	7.976936146929162	48.52679669008428	15.302733517526756	16.038544386997096
hsa_piR_019911_DQ597340	NA	NA	NA	NA	NA	NA	0	0.6869880166580175	0	17.99251304094954	12.898596541201323	18.929482946268116
URS000030AF74_GR_chr22_45240818_45240862_45_-	NA	NA	NA	NA	NA	NA	0	0	5.036657879381038	134.9438493142098	68.79251346465956	59.77731285062853
URS0000573EBC_GR_chr1_155920020_155920047_28_-	NA	NA	NA	NA	NA	NA	0	0.11449851599245454	0	20.991265046986875	23.64742663676555	26.89979093102895
