sncRNA	MCF_7_Monolayer_salmon	MCF_7_Spheroid_salmon	MCF_7_Monolayer_fc	MCF_7_Spheroid_fc
URS00002B094D_GR_chr1_161440827_161440856_30_-	0	52.206900583651134	2.3226338632720305	66.0119731221097
URS000042F13F_GR_chr1_161441533_161441615_83_+	128.1792355086879	313.59031786633483	1406.606851228766	2832.1133518566035
URS000043000B_GR_chr1_161523847_161523878_32_-	4.283298858915871	55.66636785043175	6.063383159210773	16.715788973666083
URS000044DA37_GR_chr1_161523848_161523879_32_-	17.918975531473237	49.97639150419576	4.359897882153737	15.539158933218221
URS0000EFC240_GR_chr1_172144553_172144614_62_-	3.85099396655352	18.3033570936147	NA	NA
URS00007E4957_GR_chr1_172144554_172144576_23_-	6.3570377042270705	32.147229842373456	NA	NA
URS000074D784_GR_chr1_172188399_172188467_69_-	0	36.97538390413937	1.2742539017410799	28.016172611785947
URS000069573D_GR_chr1_173864146_173864222_77_-	24.483782597789794	28.900237803632603	NA	NA
URS0000507EBE_GR_chr1_173864369_173864445_77_-	136.2573957113065	126.49035825854614	23.819644596971052	31.31266919070498
URS00001E5D61_GR_chr1_173864370_173864434_65_-	0	73.63101283243721	NA	NA
URS000026795D_GR_chr1_173864829_173864889_61_-	8.589463659370827	20.603335900117223	NA	NA
URS0000832FA3_GR_chr1_173864829_173864906_78_-	141.78301223834083	109.24947800851086	NA	NA
URS00006CFC33_GR_chr1_173865622_173865686_65_-	1788.145543129679	841.9317378202816	114.3588444626908	38.61344720569565
URS0000816F9C_GR_chr1_173865966_173866028_63_-	264.40699536185315	191.77587071983936	67.46319205249627	85.57352360626993
URS0000830339_GR_chr1_173866635_173866714_80_-	380.17261200127945	161.42645318021027	133.9385036328196	63.51630477015169
URS000026D828_GR_chr1_173866879_173866938_60_-	1308.9368865988336	1205.0097319050296	NA	NA
URS000002951F_GR_chr1_173867674_173867745_72_-	3035.7358702511738	3461.6941101828097	1649.8602066242356	2201.962606436016
URS0000EFBE70_GR_chr1_198858886_198858947_62_-	259.95882421052045	75.86284581994389	64.78730890936924	38.46607327974299
URS000015D0C8_GR_chr1_198859063_198859138_76_-	18.008710240780093	5.475560270599941	448.90910438367644	378.20826230371983
URS0000EFF21C_GR_chr1_198859068_198859130_63_-	2516.493719945241	2108.4286882273377	448.7919474625254	378.20826230371983
URS000003F252_GR_chr1_198859069_198859090_22_-	237.95549100367722	85.72605015615794	77.49112017951738	31.802810171988202
URS000075B799_GR_chr1_207801852_207801939_88_-	27.704337209033177	17.579406928640342	33.567527257035074	31.787208097800228
URS0000EFC5C7_GR_chr1_207801864_207801922_59_-	11.59981976410931	7.14092571585471	29.95265536068666	29.63010049674181
URS0000272A3D_GR_chr1_207801865_207801886_22_-	62.98539015262091	63.6733670839012	26.28599114753054	26.06896436862371
URS000024463E_GR_chr1_207802450_207802472_23_-	58.81469096749761	107.24102377202566	8.233451256127493	18.803754801441382
hsa_piR_000805_DQ571003	1.1559949646166843	30.0799449979459	NA	NA
URS00002D2993_GR_chr1_217039295_217039313_19_+	111.91431298638014	16.573017142191947	NA	NA
URS0000023412_GR_chr1_222465005_222465077_73_+	20.51927560147628	29.493091095413558	58.91613998987528	67.09420780991508
hsa_piR_020381_DQ597997	197.12337751952498	478.2685731174049	489.559189987802	1369.6057142988468
URS0000A81496_GR_chr1_240341385_240341477_93_+	400.62547360819775	723.8996008240242	23.0907355766865	37.17505043414103
URS00004F5239_GR_chr1_248874248_248874318_71_+	27.192621948683588	0	412.7760391558368	1308.6197025730905
URS000064D54F_GR_chr10_5853711_5853783_73_-	19.479330180517263	80.48918540276442	245.0896405457598	666.5312652353372
URS00004A9E9B_GR_chr10_13217331_13217375_45_+	17.653115373452152	37.90048905935694	2.4214399757746983	22.81260235636603
URS0000EFE44F_GR_chr10_63372968_63373033_66_-	32.82627748983657	1.8774082288009	NA	NA
URS000062C164_GR_chr10_68755172_68755238_67_+	30.893885993152193	105.76689947300548	9.37756510277235	30.553247134807354
URS000009F893_GR_chr10_68755209_68755236_28_+	11.880308126339377	43.30833183011657	NA	NA
URS0000EFC0CA_GR_chr10_86264709_86264769_61_-	23.575075222477583	5.285200259697045	NA	NA
URS0000EFC162_GR_chr10_89592755_89592815_61_-	59.0509058263833	37.75540673183993	107.2858685310324	54.84060729960087
URS00005743AE_GR_chr10_89592756_89592778_23_-	365.6078850275282	147.709787083777	105.98639932922673	54.243156717933665
URS00000114BC_GR_chr10_102436520_102436543_24_+	20.262993706864254	21.457203864054826	NA	NA
URS0000EFE028_GR_chr10_103394299_103394361_63_-	1138.0256634656807	745.4402937133547	695.004092649855	372.586127955217
URS00000F8038_GR_chr10_103394300_103394322_23_-	533.0042045571578	93.7280223929443	279.30990669117756	68.81121328196063
URS00006DC47F_GR_chr10_126779702_126779774_73_-	441.8515266592305	171.62285844015065	501.55465828811356	223.16417098589298
URS000025307A_GR_chr10_130962634_130962658_25_-	82.46668857905203	69.79311251091697	14.966996598396149	15.149761001310459
URS000068F4AA_GR_chr11_568090_568185_96_-	56.70304348074783	71.10905047517625	149.39855244135472	254.14375408370063
URS0000EFEC4D_GR_chr11_568111_568171_61_-	256.0394191324148	375.90942889883127	148.9699989720974	253.91790175020574
URS000055128B_GR_chr11_568112_568133_22_-	188.06455803984798	340.2989987040793	93.05674567665967	197.99679537421395
URS000069B369_GR_chr11_3663815_3663911_97_-	40.81400296184467	9.845953309559077	90.39981201379643	148.48264417840832
URS000075CEC3_GR_chr11_10508270_10508326_57_-	3.720068341378505	22.50181908549291	NA	NA
URS00006BB9DA_GR_chr11_16974421_16974487_67_-	19.595859676640252	161.05890644565486	NA	NA
URS0000690F72_GR_chr11_22688351_22688428_78_+	224.3684818487416	2289.277127389088	4.250751669318649	62.00260905562071
URS000075B394_GR_chr11_34941837_34941920_84_+	31.440003740433816	10.963296059001792	27.528922955309014	10.238932712311422
URS0000EFDAAF_GR_chr11_34941850_34941909_60_+	50.16736867562727	0	20.56114184317745	7.7763271778925
URS00000DA3DF_GR_chr11_34941888_34941909_22_+	35.77958211014662	11.887986059909997	18.72067869758626	7.270535123250205
URS0000EFCE5A_GR_chr11_43581407_43581471_65_+	21.93712145452973	5.627958212865327	21.03027113605443	13.964887674906937
URS00000E0403_GR_chr11_43581408_43581429_22_+	30.840863103081123	27.785287391810915	17.17280207493008	13.218475777138988
URS000048F59D_GR_chr11_43581450_43581471_22_+	28.437868520720368	14.559213959849165	NA	NA
URS00006DFBDB_GR_chr11_57641201_57641283_83_+	666.6133299008654	618.3387615656128	453.18700234844835	334.6981310207904
URS0000315338_GR_chr11_57641252_57641273_22_+	881.7900572569009	411.913700171829	318.46689852131675	183.91294172104654
URS000070B37B_GR_chr11_59550629_59550701_73_-	609.7840491719246	1670.0077039864987	1016.6532375969236	1729.8168603728348
URS000038803E_GR_chr11_59550987_59551059_73_-	282.88413957353816	674.9420351218496	646.1391250569598	839.5152602779109
URS00006F940C_GR_chr11_59551755_59551837_83_+	6.854413160922605	13.487664542466213	17.96442862146968	24.95750383562166
URS0000130A5F_GR_chr11_62853326_62853393_68_-	731.458793401753	367.9780866656845	18.672683604959506	22.398038283034882
URS00004E0FA9_GR_chr11_62853663_62853732_70_-	1221.9209825870491	964.9336164160777	1327.490012880407	997.4845135087419
URS0000164B86_GR_chr11_62853904_62853968_65_-	259.55370225823884	1519.1777489823432	1002.2141063662584	2701.89237491725
URS000015A7CF_GR_chr11_62854621_62854695_75_-	249.6546387023838	183.3444100510359	60.9470034273541	41.741073261732396
URS000041615F_GR_chr11_62855012_62855083_72_-	391.35097426868936	222.08356112983364	33.93299878340321	52.70856971055489
URS0000197BB5_GR_chr11_62855292_62855366_75_-	3220.2079748456067	2037.5767723783176	20.364580632944083	102.69493117724045
URS0000454FD5_GR_chr11_62855565_62855631_67_-	10482.393212627954	3497.1876899394147	NA	NA
URS0000EFD273_GR_chr11_64891158_64891223_66_-	2223.8538093290454	2564.1406172112406	886.3260241135356	1115.4423548123168
URS0000EFCED7_GR_chr11_64891367_64891425_59_-	40.261014126790876	58.30054938786363	NA	NA
URS00004CF258_GR_chr11_66348120_66348201_82_+	41.6019363203282	166.65801198759755	53.33085716212382	77.55771502352763
URS0000633AB6_GR_chr11_74716687_74716749_63_-	183.27134572431146	97.39116960926306	32.104580743614065	10.226432846170638
hsa_piR_017791_DQ594556	8.937902397576519	467.30250285553876	NA	NA
URS0000416117_GR_chr11_76235513_76235587_75_+	1818.5844181259788	53.193376611021584	182.2754809550119	38.329698182649345
URS000062C4DE_GR_chr11_76235825_76235896_72_-	217.07282826371906	64.04056578716101	178.42191728496212	75.45574316781239
URS000068ED8C_GR_chr11_93721542_93721621_80_+	811.2501763199209	767.5356250901352	930.5850810541385	981.2907094536312
URS0000066733_GR_chr11_93731503_93731573_71_-	252.81456672541412	465.87481879577297	0.8424630439823287	43.617639765226066
URS0000694F71_GR_chr11_93733228_93733300_73_-	47.31635474071037	52.7639551568348	14.093494429450672	16.330970816989726
URS0000239117_GR_chr11_96341447_96341465_19_+	206.83851826856238	14.254683528321317	NA	NA
hsa_piR_020365_DQ597975	429.96204414420055	13209.581371298029	147.6595668173119	1320.9600262721017
URS000045ED38_GR_chr11_118910765_118910781_17_+	0.4861476237596446	81.92095407707276	NA	NA
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	2004.1078406422778	602.3781945331316	401.9228011130757	110.85462873589623
URS00002DABEA_GR_chr11_122099769_122099790_22_-	350.46031964615105	26.50749266197961	106.96551065062079	10.003044904327552
URS0000EFEF97_GR_chr11_122146522_122146589_68_-	9189.257535012099	2878.470779333433	2224.6490779710853	1207.712166774093
URS0000EFE6DB_GR_chr11_122152239_122152296_58_-	3389.752738616074	1044.2194879087815	767.5826502891684	273.69060928268897
URS000056FCD5_GR_chr11_122559988_122560016_29_+	0.7164347923280406	24.351739643912733	NA	NA
URS0000ED2F47_GR_chr11_123058076_123058097_22_-	55.74249883307183	347.51605886210314	54.328363424287936	104.18276237840378
URS000081501D_GR_chr11_123058077_123058161_85_-	3917.1696345532664	2891.141701005587	2237.1762486088487	1865.1597533433787
URS000071EB91_GR_chr11_123058909_123058995_87_-	204.7030784664965	171.64133876809063	2488.109311551756	2513.0567180273633
URS000066E3F5_GR_chr11_123059335_123059422_88_-	3786.6450687803335	2073.7650749023046	3777.8027780583093	2072.7601238397915
URS000075D26F_GR_chr12_48654444_48654530_87_-	9.467694678919242	172.91107181686795	3.7274436140607676	68.2002640069276
URS000047E28E_GR_chr12_48654494_48654517_24_-	4.308781178635533	36.61677384770292	2.7606254045624175	27.667286611796815
URS00006529EE_GR_chr12_48927939_48928033_95_-	22.11982615866042	102.02051146325677	22.8022816993738	38.23416342292595
URS0000EFEB8F_GR_chr12_53991761_53991820_60_+	125.30761217776802	93.42447984479944	26.478983266466827	20.798243745646683
URS000070789A_GR_chr12_54033950_54034045_96_+	20.9991455411593	8.824117677887578	76.00783940060296	39.792615664277655
URS00003D5391_GR_chr12_54034010_54034031_22_+	215.51049034892952	124.738212528564	69.39901208673602	38.61976853350831
URS00000C61A6_GR_chr12_54337225_54337311_87_+	4285.390427890402	2663.323450484285	1239.5460555807183	914.9050573086563
URS0000113EBB_GR_chr12_54337239_54337262_24_+	82.34642499008805	18.563205614491082	38.74602777172109	16.52919392054546
URS0000521626_GR_chr12_54337278_54337299_22_+	968.2456736764967	852.5549574058437	1180.767013937998	890.8448926600722
URS0000278E1B_GR_chr12_56190364_56190445_82_+	14.560153974889527	16.557852146880833	23.129400598455945	16.88866231338422
URS0000626424_GR_chr12_56643680_56643750_71_-	204.79096347242537	140.27507474315735	84.71244404355792	78.46072217558496
URS00004BEE5E_GR_chr12_56645027_56645101_75_-	1339.048646019476	1209.6701837556895	1471.6033426965137	1560.6729106262046
URS0000EFD841_GR_chr12_57824619_57824679_61_-	16183.868628257425	14351.498780278118	2455.4269773189876	2337.90960336292
URS000015D23B_GR_chr12_57824620_57824641_22_-	34.03797405554711	6.368601726157039	NA	NA
URS0000EFEAAC_GR_chr12_62603690_62603767_78_+	4975.955579168053	3316.447027431641	4460.438582958789	3257.3973852829386
URS00004023EA_GR_chr12_62603691_62603712_22_+	10445.458803384541	6706.060353612584	4445.171326479106	3247.4922328247803
URS0000237CBD_GR_chr12_62603747_62603768_22_+	45.77789551063761	32.84159053607974	11.288356769340352	9.100493307273815
URS0000642F53_GR_chr12_95308420_95308513_94_+	492.8618383099215	100.49504425013524	426.458118967118	116.72881893228573
URS0000EFBAC2_GR_chr12_95308444_95308500_57_+	90.9206788110335	34.74807569676472	371.1250465254912	106.97302332362808
URS00003DDE27_GR_chr12_95308480_95308500_21_+	513.8871898746775	135.9440518155393	337.0522662480392	92.02142420027567
URS000013899F_GR_chr12_98503503_98503574_72_+	141.34606176859677	693.6769392157801	373.142683449329	890.2726315573512
URS000038F4B2_GR_chr12_98504252_98504323_72_+	209.39364682332152	144.049767979026	298.69083367780297	173.51279176995556
URS000083467D_GR_chr12_107374755_107374829_75_+	246.04897437489907	372.57909177958663	59.16799258475542	98.56732798248737
hsa_piR_008488_DQ581533	18.576175196934873	219.3925510577955	147.6234853923849	2112.93972634168
URS000032C0B4_GR_chr12_120291853_120291903_51_-	8.70631967689809	28.02577213259554	5.502960170146496	21.243350136992973
URS000061F57C_GR_chr12_124921755_124921826_72_-	359.3822694683462	773.5992037523436	326.68819621185054	244.67931412030754
hsa_piR_008033_DQ580927	2.014985110870059	92.7509090000543	5.159103940940244	57.478880612038935
URS00004CEA14_GR_chr12_124927842_124927869_28_-	397.3156543002446	113.66441787846082	35.056064715940316	12.155927269233468
URS00001CE4E0_GR_chr12_124927842_124927915_74_-	101.68639481803179	79.14221762021377	43.77432991285159	18.338245703750697
hsa_piR_017936_DQ594740	46.308744071530526	845.6759994531275	718.5767264167764	4806.803446482724
hsa_piR_020490_DQ598167	150.55886617605896	218.8549575953689	117.87176969080967	1262.4634209825579
hsa_piR_000775_DQ570968	16.85005741098979	97.64933992092661	22.885722988119376	147.66816000078515
hsa_piR_007979_DQ580854	6.613469915954764	70.08792774155087	20.92472149933178	244.69498831336333
URS00006F4D3F_GR_chr13_39857135_39857227_93_-	0.3834208870939767	39.572588452919106	0.4422327301148297	85.78204042792134
URS0000639DBE_GR_chr13_41060738_41060809_72_-	1960.389860543893	1148.0058205354087	1561.182714452969	1251.913164506621
URS00003C9A26_GR_chr13_44917927_44917998_72_-	2806.6807220878304	4452.8320698377975	3962.5752360744823	5635.451826756542
hsa_piR_017184_DQ593752	6.122748858615985	99.91498501397174	9.15636950912449	280.75888227926424
URS00004EAE33_GR_chr13_49996426_49996449_24_-	30.5274043701298	9.104563180037479	NA	NA
URS0000EFD69A_GR_chr13_49996427_49996486_60_-	106.17557531256887	58.071044243265604	36.241817169035365	27.47878763272675
URS0000EFE46D_GR_chr13_50048983_50049048_66_-	9496.19003478518	5372.517731679955	1051.6757742761013	591.059915513305
URS0000EFE1EB_GR_chr13_50049129_50049188_60_-	531.5469381215639	295.809056400548	149.91830698836964	86.53668605403328
URS0000049100_GR_chr13_60267986_60268003_18_+	631.5867432495795	209.85955731234972	408.4041467863383	141.66252576236693
URS0000759951_GR_chr13_90231182_90231277_96_+	0	19.29589806026558	NA	NA
URS0000EFD067_GR_chr13_91350617_91350677_61_+	44.895502107259475	19.904344423889047	122.82093130090415	92.52670460885572
URS0000259C2E_GR_chr13_91350618_91350677_60_+	507.1014717827641	379.0187727058193	120.62901462238358	91.17980786304892
URS0000D51877_GR_chr13_91350655_91350677_23_+	62.76776027942481	26.314425794548	11.975189360583556	6.22293277710382
URS000033192B_GR_chr13_91350756_91350782_27_+	22.524024467990674	102.60779450388951	9.84237424548169	14.856675058866308
URS00004131FE_GR_chr13_91350797_91350819_23_+	18.49706152650469	4.118580020634129	NA	NA
URS0000016B10_GR_chr13_91350897_91350968_72_+	16.909837990019703	16.197838796239644	10.45183496228526	14.82100718172181
URS000006FDD4_GR_chr13_91350939_91350961_23_+	41.679012176993076	51.69336448163514	NA	NA
URS0000EFC36D_GR_chr13_91351071_91351130_60_+	274.2379944558652	203.09974890532212	56.350422101384964	44.632216052415004
URS000013D17D_GR_chr13_91351245_91351267_23_+	214.17042444720101	189.08103830465953	55.81339606143405	54.49429202032879
URS00002B6637_GR_chr13_91351314_91351391_78_+	20077.683737693285	8682.300897337727	10961.255767172015	3945.459954835343
URS00003768C5_GR_chr13_91351361_91351382_22_+	20510.094796472327	4321.575558319066	14641.432641836423	4476.622747368018
URS00006428FD_GR_chr13_99536319_99536396_78_-	16.839440014931878	50.46330487346402	NA	NA
URS0000B4F0ED_GR_chr14_16057563_16057624_62_+	587.3464766566514	164.22228864016841	1644.952625767875	195.3123535029287
URS0000120E41_GR_chr14_20610132_20610213_82_+	768.733423693952	848.4970459189879	645.6127362960804	677.8486701217986
URS0000637E4A_GR_chr14_20625370_20625451_82_+	134.99643175316135	59.897300830120315	105.85270037992058	103.52887558537094
hsa_piR_004993_DQ576880	16.033176994336927	23.65431425407858	30.070807658493774	18.441254236593668
URS000021550A_GR_chr14_20631160_20631232_73_-	116.79326026336697	153.0265789332876	76.43386060741084	66.29584311903497
URS0000493225_GR_chr14_20633006_20633077_72_+	223.79893206977178	29.503437209206968	443.8655959977705	87.49619385069185
hsa_piR_004801_DQ576605	7.586489770784109	19.23955829245506	NA	NA
URS0000233681_GR_chr14_20659958_20660051_94_-	14.47756509960335	2.9829898687989043	23.29315858042914	15.127790593070642
URS00000F30A4_GR_chr14_20681690_20681762_73_+	43.55742641814489	53.30504886453129	58.71278976352049	62.96044334166624
URS00002CA973_GR_chr14_20683273_20683361_89_+	50.26361461630919	35.680878471468866	78.31689364566839	14.236144505329767
hsa_piR_019911_DQ597340	0.5633212796826553	16.197873850026777	NA	NA
hsa_piR_016659_DQ592932	219.0215044089641	172.1598988865177	107.47509998145892	149.31711140864243
URS0000416E93_GR_chr14_22929701_22929773_73_+	146.91987659893277	17.472095454420618	85.6258024533109	15.512296339161056
hsa_piR_002468_DQ573323	40.19290754398825	13.433150810989165	NA	NA
URS0000745FE8_GR_chr14_31767610_31767680_71_-	22.09636639532537	5.809000147754681	NA	NA
URS000072E179_GR_chr14_45110883_45110968_86_+	34.99192414974973	102.18289596084084	2.778603611488509	45.558072747295256
hsa_piR_015254_DQ590835	11.413971788696655	83.36128643588427	276.0913336362653	913.2050421191144
hsa_piR_005076_DQ577008	51.90690115701486	53.2581351512327	82.73556198303817	311.11044028991165
URS00004D9E92_GR_chr14_58239895_58239967_73_-	742.9267804782418	2993.3275738717334	765.9161420210698	2413.183390952283
URS00006F5E77_GR_chr14_71398337_71398407_71_+	34.155950129691114	47.77209370769919	18.993065715908834	2.1930007187127876
URS00006F60D2_GR_chr14_72909437_72909523_87_-	62.73649889271918	60.48876152886226	413.7610779326741	995.3828919823787
URS000042C3BF_GR_chr14_72962971_72963042_72_+	232.05130930345473	334.1423169381879	46.17258446528801	52.44467175125159
hsa_piR_005660_DQ577772	5.956473503032272	48.008999021946416	NA	NA
URS000075EECB_GR_chr14_75604209_75604261_53_+	156.22366522041082	2055.0187513878686	NA	NA
URS00006E0E1A_GR_chr14_88979098_88979170_73_+	20.500772310347052	46.60216235737371	45.37400635628215	17.218919474002977
hsa_piR_019675_DQ596992	277.16360874004545	5868.4456873682475	197.67375992754754	4390.54374624804
URS000075B70E_GR_chr14_100109715_100109739_25_+	530.4461766457025	405.416865444051	160.60650830605954	132.98782385481113
URS000005D4F5_GR_chr14_100307876_100307897_22_+	12.51086386228232	10.869522387551017	NA	NA
URS0000007340_GR_chr14_100882979_100883075_97_+	0.9025335420067693	26.5556584509187	2.379409980622925	83.69552393431216
URS00001E3DAA_GR_chr14_100883035_100883056_22_+	6.143026210017635	165.35467974196447	2.379409980622925	83.42868267730658
URS00006CE133_GR_chr14_100982926_100982997_72_+	0.41008024612110416	13.470048113287291	0.9384490892464056	15.133597394177702
URS0000EFBE94_GR_chr14_101023339_101023395_57_+	0.6559078394818983	17.21484404973651	NA	NA
URS0000035B0A_GR_chr14_101145622_101145694_73_-	10.268710221086032	37.42743412322063	6.277041094760776	34.075510769492254
URS0000610FFE_GR_chr14_102317092_102317165_74_+	203.5237090892152	111.19722821988692	260.9567365988266	381.14801634236807
URS00000BDE9E_GR_chr14_102317132_102317162_31_+	10.719648666464892	59.7493930624553	17.536879453539104	39.59716807077322
URS00004E78D3_GR_chr15_23562107_23562123_17_-	0	27.93607406416442	NA	NA
URS000061A08C_GR_chr15_24981994_24982068_75_+	150.1156968324653	136.88026789283532	43.63591106420523	39.55693309620624
URS000011E0DE_GR_chr15_25041974_25042040_67_+	50.19140347727234	51.909454049013796	24.41394474302704	29.682759809843834
URS0000700FD3_GR_chr15_25056860_25056954_95_+	94.11456082583057	1101.8391689194934	50.471596231232944	605.1499405524762
URS000071A62C_GR_chr15_25070432_25070526_95_+	94.11456082583057	1101.8391689194934	25.72583797794708	300.10209606966214
