smallRNA	logFC_tumor_vs_normal	CI.L_tumor_vs_normal	CI.R_tumor_vs_normal	AveExpr_tumor_vs_normal	t_tumor_vs_normal	P.Value_tumor_vs_normal	adj.P.Val_tumor_vs_normal	B_tumor_vs_normal
URS0000EFE150_GR_chr21_16539837_16539904_68_+	-2.426413392728362	-3.2150171020496967	-1.6378096834070273	9.628480649796886	-6.489044952798015	5.421075941032823e-6	2.656483885104276e-4	4.233480904894337
URS0000208A34_GR_chr21_16539089_16539169_81_+	-2.4848312331397056	-3.299808530977829	-1.6698539353015822	8.285714054954354	-6.430225302298992	6.067652083465567e-6	2.656483885104276e-4	4.115288458488138
URS0000660AB2_GR_chr21_16539093_16539164_72_-	-2.4848312331397056	-3.299808530977829	-1.6698539353015822	8.285714054954354	-6.430225302298992	6.067652083465567e-6	2.656483885104276e-4	4.115288458488138
URS000071CCC6_GR_chr21_16539094_16539165_72_+	-2.4848312331397056	-3.299808530977829	-1.6698539353015822	8.285714054954354	-6.430225302298992	6.067652083465567e-6	2.656483885104276e-4	4.115288458488138
URS0000EFE6EA_GR_chr21_16539100_16539160_61_+	-2.484812133574244	-3.299791040534889	-1.6698332266135987	8.2857039199615	-6.430163180643126	6.068375702177753e-6	2.656483885104276e-4	4.115171293131795
URS0000157026_GR_chr21_16539101_16539122_22_+	-2.4877184545099187	-3.3042289257576365	-1.6712079832622009	8.262703314532548	-6.4256086738371225	6.121672991750303e-6	2.656483885104276e-4	4.106558719835093
URS000075C4DA_GR_chr6_6169334_6169409_76_+	-3.044145379802166	-4.085901674287491	-2.002389085316841	1.6988841686325444	-6.167659637686381	1.0571810623423823e-5	3.9227439549378244e-4	3.618727486883632
URS0000EFBB37_GR_chr6_6169342_6169402_61_+	-3.044145379802166	-4.085901674287491	-2.002389085316841	1.6988841686325444	-6.167659637686381	1.0571810623423823e-5	3.9227439549378244e-4	3.618727486883632
URS0000527F89_GR_chr5_149430661_149430683_23_+	-2.456478486153115	-3.300212134974635	-1.6127448373315945	8.346571990724469	-6.1401983312093025	1.0648359123975926e-5	3.9227439549378244e-4	3.5623552150615563
URS000075E023_GR_chr6_6169343_6169366_24_+	-3.0402928126680786	-4.081710829972478	-1.9988747953636798	1.6973209361586743	-6.161854923014518	1.0691617167125216e-5	3.9227439549378244e-4	3.6078635977039255
URS000075A952_GR_chr2_176150330_176150351_22_+	-2.4255466698200365	-3.2589892639338	-1.5921040757062734	10.46718676762102	-6.137743672711986	1.0699684990206067e-5	3.9227439549378244e-4	3.571655532570329
URS00006E4867_GR_chr5_149430646_149430732_87_+	-2.4432823202508525	-3.2855597992408088	-1.601004841260896	8.404542926459657	-6.11777172123242	1.1126924584848348e-5	3.9227439549378244e-4	3.5191996603194102
URS00004F4657_GR_chr5_149430646_149430733_88_+	-2.4432823202508525	-3.2855597992408088	-1.601004841260896	8.404542926459657	-6.11777172123242	1.1126924584848348e-5	3.9227439549378244e-4	3.5191996603194102
URS00004FCB5F_GR_chr21_16590292_16590313_22_+	-2.265407718345181	-3.0464195733290067	-1.4843958633613548	2.412188097702763	-6.117353162426467	1.1136064913472858e-5	3.9227439549378244e-4	3.5593015846500684
URS0000EFDA02_GR_chr5_149430660_149430720_61_+	-2.4433222683717037	-3.2859516947806795	-1.600692841962728	8.397680209222617	-6.115316450077348	1.118065287338252e-5	3.9227439549378244e-4	3.5144437477879844
URS00005D8C46_GR_chr2_176150329_176150349_21_+	-2.301734134551447	-3.1033104206207947	-1.5001578484820992	10.501107559808514	-6.055989334813883	1.2563860178765e-5	4.3162094655798923e-4	3.4155152167078935
URS00001925C1_GR_chr21_16590290_16590311_22_+	-2.143102096740554	-2.91329333548575	-1.372910857995358	1.6634660917290218	-5.868391657049246	1.82235525887625e-5	5.928462316188638e-4	3.0857929874185555
URS00006E2A34_GR_chr13_21139886_21139957_72_-	3.796948715142699	2.461152366402106	5.132745063883291	0.43280008058535363	6.031827812280212	1.838370313675485e-5	5.928462316188638e-4	3.1288118923232275
URS00006284D8_GR_chr14_100884483_100884576_94_+	-2.5157543506947175	-3.422287236661301	-1.6092214647281342	1.6263679786336518	-5.852743250391294	1.8801649809781072e-5	5.928462316188638e-4	3.060245470767078
URS000046820B_GR_chr2_176150329_176150350_22_+	-2.5211335944204745	-3.429885891477327	-1.612381297363622	13.485137349634305	-5.850933225088423	1.8869728552488847e-5	5.928462316188638e-4	3.049252185481297
URS0000164B86_GR_chr11_62853904_62853968_65_-	1.9524434303599785	1.2470516656692383	2.6578351950507186	6.6259406987415925	5.837446030356149	1.9385091981054363e-5	5.928462316188638e-4	2.975287860734653
URS0000EFBD9F_GR_chr2_176150329_176150389_61_+	-2.5090055541881107	-3.4218326195430073	-1.596178488833214	13.696907143419477	-5.796794679735958	2.1028153858352202e-5	5.928462316188638e-4	2.9458024293931446
URS0000680F44_GR_chr2_176150322_176150396_75_+	-2.509024187691411	-3.421858228101262	-1.5961901472815598	13.69718876431907	-5.796793436285741	2.1028206257612727e-5	5.928462316188638e-4	2.945802349927818
URS000068F7DB_GR_chr2_176150321_176150395_75_-	-2.5090231105686875	-3.4218570301160844	-1.5961891910212906	13.697188302059043	-5.796791715241178	2.102827878302437e-5	5.928462316188638e-4	2.9457989997668532
URS0000EFE4D0_GR_chr2_176150328_176150390_63_+	-2.509018359642935	-3.421851572882611	-1.5961851464032593	13.697185637472995	-5.7967852240852835	2.1028552324896478e-5	5.928462316188638e-4	2.9457863999484672
URS000031D4C0_GR_chr21_16590247_16590316_70_+	-2.0956652773449376	-2.8585929213567205	-1.3327376333331549	7.0260695374503115	-5.793131277215977	2.118311665004618e-5	5.928462316188638e-4	2.884216403369317
URS0000EFE1B2_GR_chr21_16590252_16590313_62_+	-2.094504855672538	-2.8574848499199725	-1.3315248614251032	7.023146329989751	-5.789526214032397	2.1336762555348778e-5	5.928462316188638e-4	2.8771013732288395
URS000058997A_GR_chr21_16590237_16590325_89_+	-2.0909047071473976	-2.853290598180968	-1.3285188161138273	7.03476238775646	-5.784078702332666	2.157111819110481e-5	5.928462316188638e-4	2.8662692434415096
URS0000209905_GR_chr11_122099809_122099830_22_-	-2.0949340027475714	-2.8622903158359896	-1.3275776896591531	7.9351663978857125	-5.75768736061598	2.2744682551589776e-5	6.097043511305809e-4	2.813754867012322
URS000058760A_GR_chr2_176150329_176150351_23_+	-2.4978757251991084	-3.4134476134597054	-1.5823038369385114	13.666433189533002	-5.753779064386633	2.2923996222010922e-5	6.097043511305809e-4	2.8620264259003765
URS000062858F_GR_chr11_122099766_122099836_71_-	-2.078941936671434	-2.84407163835572	-1.3138122349871484	6.9459379488009825	-5.730362585413247	2.402933676714348e-5	6.110331749033933e-4	2.7603677159558044
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	-2.078904343995058	-2.844021043876511	-1.3137876441136047	6.945918859258717	-5.73035634115563	2.4029638739716063e-5	6.110331749033933e-4	2.760355150923628
URS00002A66E1_GR_chr11_122099757_122099844_88_-	-2.0762569731744938	-2.8405534969365	-1.3119604494124877	6.948322413629608	-5.729200532153387	2.4085601193887547e-5	6.110331749033933e-4	2.7580484969186942
URS0000EFC395_GR_chr14_100884495_100884564_70_+	-2.615566326194149	-3.579917733237356	-1.6512149191509418	1.512473793617687	-5.720121093674461	2.452991644342806e-5	6.128762456850435e-4	2.803555443007747
URS00001C406A_GR_chr14_100884496_100884518_23_+	-2.620005018278056	-3.5990478470198384	-1.6409621895362734	1.4325925827602157	-5.643847057813697	2.8613170299550827e-5	7.042256391635718e-4	2.655675721545281
URS00001E3DAA_GR_chr14_100883035_100883056_22_+	-2.247824165237371	-3.0946521130449263	-1.4009962174298156	8.41487765013897	-5.598116821000862	3.139142755402831e-5	7.612421181851865e-4	2.4971560892301987
URS00004E0FA9_GR_chr11_62853663_62853732_70_-	1.8665145489231616	1.1560442501529709	2.5769848476933523	13.339229291784417	5.5406441248274545	3.528183805557082e-5	8.431847964295113e-4	2.434979422433617
URS00006E38EC_GR_chr14_100989130_100989201_72_+	-2.289050868642073	-3.164170263177203	-1.4139314741069429	1.5908743621065367	-5.516491316728866	3.706190673122729e-5	8.66407282505645e-4	2.4050734677396637
URS000075A673_GR_chr14_100989130_100989200_71_+	-2.2877355455470036	-3.1628592780603926	-1.412611813033615	1.5899821232747247	-5.513294128286227	3.7304376626986536e-5	8.66407282505645e-4	2.3987767214374642
URS0000D4FABD_GR_chr7_139044137_139044157_21_-	1.786645830512673	1.097627163953332	2.475664497072014	4.805906508867998	5.4686771654913455	4.0863706681615764e-5	9.317621437859664e-4	2.263517167590904
URS0000EFD266_GR_chr14_101040233_101040289_57_+	-2.3693284477417214	-3.2838242779140887	-1.454832617569354	2.9322699639212995	-5.464096279274161	4.124841509786267e-5	9.317621437859664e-4	2.29087921287495
URS000075B509_GR_chr14_101040219_101040299_81_+	-2.387363735241887	-3.310629129743962	-1.4640983407398125	3.0666249024180656	-5.453393530007045	4.216184016758958e-5	9.395253302210163e-4	2.2674722635573197
URS000058FDD6_GR_chrM_2742_2836_95_+	2.122134178882333	1.2994605621010826	2.944807795663583	4.9145430052614	5.44026524074174	4.331076432072703e-5	9.413583395707149e-4	2.2138385460750385
URS0000680170_GR_chr14_100973595_100973664_70_+	-1.9667033864389298	-2.7303348450697507	-1.203071927808109	1.6367349221647494	-5.431625994650011	4.408435928835563e-5	9.413583395707149e-4	2.23001727352304
URS000075ADDA_GR_chr14_100973595_100973663_69_+	-1.9596619274979512	-2.72171954879391	-1.1976043062019923	1.6331136674237212	-5.423356435728134	4.483816973794113e-5	9.413583395707149e-4	2.2135863218686893
URS00005B3525_GR_chr17_7017667_7017687_21_-	-1.837807637271637	-2.552756515593197	-1.1228587589500767	2.692554786375241	-5.421255386457528	4.5031794570362464e-5	9.413583395707149e-4	2.193786801176591
URS000075B715_GR_chr1_1169005_1169087_83_+	1.8588245941350698	1.1350595591894348	2.582589629080705	3.4084035535271684	5.416460935710269	4.547686052617193e-5	9.413583395707149e-4	2.1711449536465812
hsa_piR_019224_DQ596390	-2.221264480941093	-3.0869890693601993	-1.3555398925219866	2.8629162547476557	-5.411221647915931	4.59683973187201e-5	9.413583395707149e-4	2.179585187982534
URS000075D742_GR_chr14_100949833_100949903_71_+	-2.2316330612101964	-3.1031304954047494	-1.3601356270156435	2.967362175209795	-5.400469003910092	4.6994372455540426e-5	9.413583395707149e-4	2.1575143880290604
URS000067B8ED_GR_chr14_100949833_100949904_72_+	-2.2316330612101964	-3.1031304954047494	-1.3601356270156435	2.967362175209795	-5.400469003910092	4.6994372455540426e-5	9.413583395707149e-4	2.1575143880290604
URS00006AAF5B_GR_chr14_100987046_100987117_72_+	-2.1305261725232	-2.9637144119619574	-1.2973379330844421	2.383089365509971	-5.392852552854748	4.773532971894101e-5	9.413583395707149e-4	2.149108607712267
URS000075CBCD_GR_chr14_100987046_100987116_71_+	-2.1283348199531122	-2.9617543792665133	-1.2949152606397112	2.3816121522673646	-5.385810460330196	4.843110071683269e-5	9.413583395707149e-4	2.135066990510535
URS00002F40E9_GR_chr14_101040269_101040290_22_+	-2.3629540154800406	-3.2884060112863986	-1.4375020196736827	2.6923484328830667	-5.384881833928108	4.852362575106778e-5	9.413583395707149e-4	2.1356569073628524
URS00006A8564_GR_chr11_75335092_75335186_95_-	-1.7037077951662027	-2.374607852171242	-1.0328077381611633	5.715773350514276	-5.35564874322296	5.153116124918364e-5	9.789093362079484e-4	2.034114697430267
URS0000EFC56F_GR_chr14_101040269_101040289_21_+	-2.3379587355725935	-3.2596709459674713	-1.4162465251777157	2.607037705177142	-5.349538342899614	5.218365566052283e-5	9.789093362079484e-4	2.0660726995879326
URS0000EFD64F_GR_chr1_1169019_1169076_58_+	1.8587849867887978	1.12590930066437	2.5916606729132257	3.372578087479815	5.349012910490703	5.224015863329258e-5	9.789093362079484e-4	2.035680440794952
URS0000EFC584_GR_chr11_75335107_75335167_61_-	-1.7005322510518557	-2.3718804510918092	-1.029184051011902	5.713087691922458	-5.342097963117708	5.2989652439290505e-5	9.817970435100005e-4	2.0067664953660334
URS00000A939F_GR_chr11_75335108_75335127_20_-	-1.6860160737067797	-2.358569485172797	-1.0134626622407625	5.685919820168532	-5.287005163490221	5.93701453478895e-5	0.001067610878800412	1.8958578883280772
URS000040EE1D_GR_chr17_7017615_7017701_87_-	-1.7052495815160111	-2.3862944631444725	-1.0242046998875498	3.888896594086104	-5.280645605386848	6.015584054208791e-5	0.001067610878800412	1.891359049827603
URS00006D9757_GR_chr17_7017620_7017696_77_-	-1.7052495815160111	-2.3862944631444725	-1.0242046998875498	3.888896594086104	-5.280645605386848	6.015584054208791e-5	0.001067610878800412	1.891359049827603
URS0000EFC120_GR_chr17_7017626_7017687_62_-	-1.7051188001635817	-2.386168537924198	-1.0240690624029654	3.888808698560373	-5.280202964797449	6.02109228189438e-5	0.001067610878800412	1.8904635894222892
URS000075C3B9_GR_chr14_100953349_100953422_74_+	-1.992301316866031	-2.7978015268624548	-1.1868011068696074	2.686086491160885	-5.216319304948406	6.87297443125238e-5	0.0011930036670668605	1.7893186288778598
URS00007234FC_GR_chr14_100953349_100953423_75_+	-1.992301316866031	-2.7978015268624548	-1.1868011068696074	2.686086491160885	-5.216319304948406	6.87297443125238e-5	0.0011930036670668605	1.7893186288778598
URS0000072D03_GR_chr17_7017666_7017687_22_-	-1.6752228230987414	-2.353555452661115	-0.996890193536368	3.7546518692785478	-5.20840415560198	6.986815815400803e-5	0.001198825835441373	1.7461523405430857
hsa_piR_016963_DQ593398	-2.194724149283359	-3.085048358423972	-1.304399940142746	2.6183906608936267	-5.198841338790108	7.126940925664706e-5	0.001198825835441373	1.7541973095334784
URS0000007340_GR_chr14_100882979_100883075_97_+	-2.0231452554207614	-2.8452805452847594	-1.2010099655567634	8.73871081968066	-5.189895079996048	7.260642867501625e-5	0.001198825835441373	1.6723061697213009
URS0000816F9C_GR_chr1_173865966_173866028_63_-	2.6602339579888943	1.597308486681223	3.7231594292965653	5.262511956408015	5.309686017746966	7.272617989548959e-5	0.001198825835441373	1.733579055566599
URS00003958AD_GR_chr11_568113_568133_21_-	2.3427677907458584	1.389806463912417	3.2957291175792998	2.115860126890884	5.184761361650261	7.338525948344621e-5	0.001198825835441373	1.7328941578701436
URS0000EFED0D_GR_chr14_100883000_100883056_57_+	-2.017835656989025	-2.8389107183699616	-1.196760595608088	8.722394706472494	-5.182958536697867	7.366079348526123e-5	0.001198825835441373	1.6579612636378656
URS00004C8BCF_GR_chr1_173865968_173866028_61_-	2.656966333667267	1.593367990022846	3.720564677311688	5.258486633290226	5.299809031628954	7.415417538812615e-5	0.001198825835441373	1.7144807625987344
URS00005A29A1_GR_chr8_66113988_66114075_88_+	1.8400752160681342	1.0890344185156786	2.5911160136205895	2.5707259301824883	5.16709980924513	7.613076827812113e-5	0.0012188314261225412	1.6927649745612197
URS000007E37F_GR_chr1_159141611_159141684_74_-	4.203341532453665	2.596138888027419	5.810544176879912	1.7314907412189462	5.649133425455457	7.893737162949357e-5	0.00125161274824072	1.820054366564344
URS000055BBE5_GR_chr1_1169055_1169076_22_+	1.7483908393300895	1.029963403353674	2.466818275306505	3.279033851302713	5.13251724150563	8.181595516662742e-5	0.0012849000959025583	1.5973415345038227
URS00006EEEE6_GR_chr14_100983876_100983947_72_+	-2.0237545904143386	-2.856452736574812	-1.1910564442538654	1.6705381516265452	-5.125604035367071	8.300370709437611e-5	0.0012912557830059076	1.6220311858929328
URS000075B92D_GR_chr14_100983876_100983946_71_+	-2.02116822538318	-2.854344851438017	-1.1879915993283428	1.668693050940525	-5.1161137066950095	8.466309303315827e-5	0.0012961687415639603	1.602907056046866
URS0000EFEC4D_GR_chr11_568111_568171_61_-	2.856483524979735	1.7117355354906987	4.001231514468771	4.77909610216156	5.317577794706681	8.549213727364804e-5	0.0012961687415639603	1.605172803447065
URS00007629C2_GR_chr17_59841311_59841332_22_+	1.7119163691792778	1.005432851607182	2.4183998867513736	7.724389984215778	5.110404940991639	8.567761845389428e-5	0.0012961687415639603	1.5099167376715652
URS000068F4AA_GR_chr11_568090_568185_96_-	2.854705123776805	1.709122730630348	4.000287516923262	4.7833100522216645	5.310396422031867	8.666733439673968e-5	0.001299222131092943	1.591715653059345
URS0000EFD35A_GR_chr14_100881025_100881090_66_+	-2.0879824389383344	-2.954435486049567	-1.221529391827102	2.904799153318281	-5.082256876488054	9.086521940059365e-5	0.0013498806017259361	1.5239322324504938
URS000066C003_GR_chr7_148941488_148941566_79_+	1.6535303890543975	0.962226691262138	2.344834086846657	4.932822078828568	5.0444997495418615	9.833361638828138e-5	0.0014153302647004055	1.4077670532779027
URS0000D548A2_GR_chr7_139044100_139044157_58_-	1.607285081887019	0.9352956042753476	2.2792745594986905	5.488185972805147	5.044350379449817	9.836437893270156e-5	0.0014153302647004055	1.3908829730002497
URS0000C97B23_GR_chr7_139044101_139044157_57_-	1.6109080515981447	0.937197647350961	2.284618455845328	5.482189103567168	5.042806474169094	9.868292204863685e-5	0.0014153302647004055	1.3877932155895643
URS000075A884_GR_chr1_1167863_1167952_90_+	1.5709895456581044	0.9139604514546329	2.2280186398615758	5.819015023189958	5.0427042466079515	9.870405120712348e-5	0.0014153302647004055	1.3825607034520644
URS00007E3FDA_GR_chr14_101026035_101026056_22_+	-2.18436927391743	-3.0999958949967406	-1.268742652838119	1.5561335369921838	-5.0313259297002375	1.0108501044045232e-4	0.0014221584708011175	1.436712054577998
URS000055128B_GR_chr11_568112_568133_22_-	2.8946525608937126	1.7177505476412602	4.071554574146165	4.625985276165335	5.248137920706775	1.0237837415988634e-4	0.0014221584708011175	1.4372810014747035
URS00006E14BC_GR_chr1_1167869_1167945_77_-	1.5674182038300577	0.9093925838333224	2.225443823826793	5.812482519796636	5.023621229801565	1.0273058312426541e-4	0.0014221584708011175	1.3433800384413876
URS00006E24A0_GR_chr1_1167869_1167945_77_+	1.5674182038300577	0.9093925838333224	2.225443823826793	5.812482519796636	5.023621229801565	1.0273058312426541e-4	0.0014221584708011175	1.3433800384413876
URS0000EFDBD3_GR_chr1_1167877_1167938_62_+	1.566119709648202	0.9081776377071017	2.2240617815893025	5.8104082058014885	5.020096908521419	1.0349242965199156e-4	0.0014221584708011175	1.3361313871713065
URS000023B77E_GR_chr1_1167878_1167899_22_+	1.6834547636989248	0.9756084299973897	2.3913010974004596	5.173725527124553	5.015766006528687	1.04436563220756e-4	0.0014232718409175756	1.338280997982232
URS00007E3F24_GR_chr11_2134140_2134161_22_-	-1.8806470659239656	-2.679775952383371	-1.08151817946456	1.2759596460728	-4.963239985971856	1.166149233678482e-4	0.0015762131855211613	1.305632612169079
URS0000305406_GR_chr5_149430661_149430681_21_+	-1.9357636084535157	-2.7602939046680692	-1.1112333122389622	6.536213883639723	-4.951314432992783	1.1957684534642731e-4	0.0016031074632216148	1.1860500725047123
hsa_piR_015026_DQ590548	1.9106852080847019	1.0945341456097413	2.7268362705596623	3.932926483927229	4.937344091383038	1.2314473794834593e-4	0.001637626394167923	1.2065168061397609
URS00006CFC33_GR_chr1_173865622_173865686_65_-	2.6162659090455342	1.509546906362454	3.7229849117286147	3.8790914659593274	5.009264107984424	1.2644602949148087e-4	0.0016680760210516156	1.2322386160012666
URS0000155F25_GR_chr5_149430700_149430721_22_+	-2.0069840991576355	-2.8707319240292843	-1.1432362742859867	2.20085821130341	-4.900402681073159	1.3311331882734937e-4	0.0017420941487801516	1.1580908750619976
URS00004AC389_GR_chr2_176150368_176150389_22_+	-2.002122957008837	-2.867440824357199	-1.1368050896604749	1.8161672100663389	-4.879663542418468	1.3906771766725962e-4	0.0018056902868764655	1.1123065526185254
URS00005A29A1_GR_chr8_66113367_66113458_92_+	1.7490043997792453	0.9924926510464204	2.5055161485120703	2.768501837653357	4.875846544080872	1.4019294264022288e-4	0.0018060793938572462	1.0981896227736474
URS00002BE588_GR_chr1_173865966_173866027_62_-	2.5387820250707467	1.45590961425116	3.621654435890333	4.69103569403011	4.973933190073033	1.41787463460396e-4	0.001812461451520876	1.082552233826818
URS00005A29A1_GR_chr14_20683273_20683360_88_+	1.6847197072432922	0.9521540550584976	2.417285359428087	2.678973074530485	4.850158238863157	1.4801172376369183e-4	0.0018774717883563677	1.041565462437923
URS000055DDDD_GR_chr5_149430701_149430721_21_+	-2.0968961554664443	-3.01044038899815	-1.1833519219347384	1.8967227101054138	-4.840855807303349	1.509518232185877e-4	0.001900149286163749	1.0449336230820547
URS000070779B_GR_chr1_148020474_148020544_71_+	1.8995549339948923	1.0674156490606217	2.731694218929163	3.5180174320966104	4.814272137429396	1.5968705372797106e-4	0.001994878421192608	0.962922600929911
URS0000632075_GR_chr16_69933083_69933180_98_+	-1.6173011276398874	-2.3268314199958593	-0.9077708352839154	7.583641511675734	-4.8072283413930705	1.62086987838746e-4	0.002009634909369114	0.8858263935358046
URS000067D064_GR_chr1_173865348_173865432_85_-	1.682677306867142	0.9420839919966089	2.423270621737675	2.8725494891520196	4.7917687851302055	1.6748429025583027e-4	0.0020484282002497804	0.9163524223806512
