smallRNA	logFC_tumor_vs_normal	CI.L_tumor_vs_normal	CI.R_tumor_vs_normal	AveExpr_tumor_vs_normal	t_tumor_vs_normal	P.Value_tumor_vs_normal	adj.P.Val_tumor_vs_normal	B_tumor_vs_normal
URS0000EFE77A_GR_chr8_41660441_41660505_65_-	-7.034854670875673	-9.467351083508161	-4.602358258243186	3.8967258995878487	-6.320004326516211	4.320848547476238e-5	0.0016383217409180733	2.462739589784344
URS0000EFC120_GR_chr17_7017626_7017687_62_-	-1.7126581380998784	-2.3397041817609687	-1.0856120944387881	6.014161220481005	-5.893373645901859	5.0367690471064134e-5	0.0018333839331467344	2.1826753174129276
URS000055BBE5_GR_chr1_1169055_1169076_22_+	1.7771929115169405	1.117950230096862	2.436435592937019	4.666034218663512	5.816771199540392	5.7213554211193494e-5	0.001943855747459341	2.0808503464617942
URS0000EFEC4D_GR_chr11_568111_568171_61_-	2.322397564840009	1.4602003478172416	3.1845947818627764	3.824134153920992	5.811960805768829	5.7674840858683745e-5	0.001943855747459341	2.095748047272333
URS00006A8564_GR_chr11_75335092_75335186_95_-	-1.865087554724913	-2.5606987366712897	-1.1694763727785367	6.473485193862708	-5.785293488355789	6.030388898696449e-5	0.001959876392076346	2.0165744032902477
URS0000EFD752_GR_chr17_58331242_58331305_64_-	1.7819355727635573	1.1082369173015831	2.4556342282255317	5.627237787018216	5.707146794808102	6.87580260422605e-5	0.0020440729829329716	1.882702398071907
URS000060A1F4_GR_chr14_101022071_101022091_21_+	-2.1166840495403028	-2.9186066176202345	-1.314761481460371	8.389940228633389	-5.695296354952901	7.01448928447825e-5	0.0020440729829329716	1.8300142224899663
URS0000EFE6B7_GR_chr11_72615065_72615124_60_-	-3.517310768823033	-4.840088286455883	-2.1945332511901827	5.868598352453759	-5.75254764241734	7.047672732196151e-5	0.0020440729829329716	1.898183441928385
URS0000EFE1B2_GR_chr21_16590252_16590313_62_+	-2.5085421020856256	-3.4613457309398905	-1.5557384732313606	5.468085450307081	-5.680815937006789	7.187948950973087e-5	0.0020440729829329716	1.8544781014935623
URS0000617EF6_GR_chr17_58331245_58331266_22_-	1.8357074083231275	1.1301205774829124	2.5412942391633426	8.366233092859744	5.613655022099091	8.053332316787599e-5	0.002220767396447489	1.6926639202415856
URS0000816F9C_GR_chr1_173865966_173866028_63_-	2.7037974674836738	1.6555956047641613	3.751999330203186	6.39685480539971	5.566077613971732	8.75218406573268e-5	0.0023424963234755115	1.6238527685006554
URS00001E3DAA_GR_chr14_100883035_100883056_22_+	-2.2435673199950763	-3.121296431741732	-1.3658382082484204	9.599998616218782	-5.515327788670262	9.522444991334712e-5	0.0024149472237518944	1.5253792526675385
URS0000215F73_GR_chr16_3193920_3193992_73_+	-5.511946121391971	-7.649307137295237	-3.374585105488705	2.643502097551115	-5.5825656128009316	9.553637368688813e-5	0.0024149472237518944	1.6659897880941648
URS000055128B_GR_chr11_568112_568133_22_-	3.0356188087544265	1.8454754390268164	4.225762178482037	6.089120010395113	5.5180323330106695	1.041010046945708e-4	0.002560322007352957	1.4776495149268802
URS0000007340_GR_chr14_100882979_100883075_97_+	-2.502215613251682	-3.4990793788727514	-1.5053518476306125	7.273473505730566	-5.416037284685141	1.1293410406014972e-4	0.002617073525765426	1.3729025282270744
URS00004AC389_GR_chr2_176150368_176150389_22_+	-2.1849734519050923	-3.0559588872902124	-1.3139880165199722	4.333736253319009	-5.412874998420692	1.1355181767885007e-4	0.002617073525765426	1.4169809766100503
URS000005A8ED_GR_chr14_101033804_101033825_22_+	-2.6780515684621005	-3.7526484858541753	-1.6034546510700258	1.588698515608167	-5.3773223462452195	1.2074496819401739e-4	0.002617073525765426	1.4309765161271182
URS0000632075_GR_chr16_69933083_69933180_98_+	-2.137056808446676	-2.9967123009349512	-1.277401315958401	8.26318358549797	-5.363945428849328	1.2357346958922808e-4	0.002617073525765426	1.2796816261126978
URS000023B77E_GR_chr1_1167878_1167899_22_+	1.7687265203299098	1.0552570096571516	2.482196031002668	6.977026623936894	5.349066475049615	1.2680114127982717e-4	0.002617073525765426	1.2471404878516665
URS0000EFE706_GR_chr17_7017937_7017999_63_-	-1.551301608002647	-2.1777926782185424	-0.9248105377867516	6.310542453663732	-5.34286355892658	1.28172657256375e-4	0.002617073525765426	1.2580975379923869
URS0000EFBBC6_GR_chr14_101054693_101054754_62_+	-2.1610846459972333	-3.0354278904583074	-1.2867414015361591	8.296915586985046	-5.333134604348642	1.3035513848813035e-4	0.002617073525765426	1.2101784043050925
URS0000EFBBA3_GR_chr7_129774697_129774761_65_-	3.061803097843716	1.821693867935368	4.301912327752064	0.8995009518036529	5.327335452706603	1.3167450423652756e-4	0.002617073525765426	1.3170169524014819
URS000031D4C0_GR_chr21_16590247_16590316_70_+	-2.816164509169352	-3.9595328622359345	-1.67279615610277	2.11276080649388	-5.314526534844931	1.3463837776666313e-4	0.002617073525765426	1.3211770660992714
URS0000EFE727_GR_chr7_130876747_130876807_61_-	-1.5137758802348777	-2.128632860053048	-0.8989189004167073	7.514392890259004	-5.312270728175322	1.351675337483242e-4	0.002617073525765426	1.1860943244114823
URS0000521626_GR_chr12_54337278_54337299_22_+	1.3879209333107916	0.8187565799677001	1.957085286653883	6.646957840124521	5.2616233931336405	1.4763842100328563e-4	0.0027989783981872897	1.0991972260559395
URS000058FDD6_GR_chrM_2742_2836_95_+	2.197098902273672	1.2879276985983683	3.106270105948976	6.102974967720498	5.214307770153539	1.6037713968297267e-4	0.0029784325941123496	1.062243817019307
URS00001E5D61_GR_chr1_173864370_173864434_65_-	1.953650765717942	1.1422467147338047	2.7650548167020794	2.547918069185602	5.195202573881359	1.658414497910706e-4	0.0030183143861974844	1.095313703123324
URS0000EFC395_GR_chr14_100884495_100884564_70_+	-2.817330943787479	-4.00065601944717	-1.6340058681277874	2.6997108046177365	-5.137200590216029	1.8365348046867e-4	0.003234358941838905	1.0334449185341867
URS0000EFE3FD_GR_chr17_28861382_28861424_43_-	-3.192939684200314	-4.524128589150573	-1.8617507792500552	7.931055219294463	-5.1922761423826005	1.8482051096222314e-4	0.003234358941838905	0.8880564720004536
URS00007234FC_GR_chr14_100953349_100953423_75_+	-1.8978929178292039	-2.6978284761706472	-1.0979573594877605	3.9953324459343547	-5.119286424905447	1.8954970756715004e-4	0.003254532714832199	0.9288485123698775
URS00005E651E_GR_chr14_101039732_101039752_21_+	-2.1776890367152073	-3.1067963296794674	-1.2485817437509472	1.7187713156431825	-5.057346637862597	2.1150417634522605e-4	0.003457786867926418	0.9077569073728142
URS0000A99FDF_GR_chr11_33196547_33196637_91_-	2.8522429608269126	1.6338604206537053	4.07062550100012	2.0173796803476916	5.051211768115379	2.1381847502615633e-4	0.003457786867926418	0.8972763776398152
URS0000EFBEA5_GR_chr12_6964112_6964177_66_+	1.9782159593591402	1.130961643427768	2.8254702752905123	4.903155280310431	5.037935901117548	2.1891743712761812e-4	0.003457786867926418	0.7844486968148932
URS0000690AB9_GR_chr14_100981004_100981075_72_+	-2.3876879986508057	-3.4130866226145082	-1.362289374687103	1.1943642840709938	-5.024323244416038	2.242774955715872e-4	0.003457786867926418	0.8536411459492168
URS0000DD854E_GR_chr7_145997365_145997390_26_+	1.806139711794236	1.0301871790746575	2.5820922445138144	6.187563871605995	5.022372411731695	2.2505677735796045e-4	0.003457786867926418	0.72113628665993
URS000075E023_GR_chr6_6169343_6169366_24_+	-3.586926362265711	-5.128747106055535	-2.045105618475887	2.31387092549045	-5.019740918243962	2.2611242883508232e-4	0.003457786867926418	0.8460411868779047
URS00004F4657_GR_chr5_149430646_149430733_88_+	-2.032026294691578	-2.9062896513788945	-1.1577629380042613	2.7910379181883234	-5.015102037200814	2.2798594733580777e-4	0.003457786867926418	0.8281871368664309
URS00001925C1_GR_chr21_16590290_16590311_22_+	-2.362432780224552	-3.3839658431854374	-1.340899717263667	1.3112269131273917	-4.989990958037186	2.3841218045213573e-4	0.003459015827493483	0.7975759460577319
URS00006CFC33_GR_chr1_173865622_173865686_65_-	2.60607440449703	1.4779316415497896	3.7342171674442706	4.78654325158753	4.9844297014861505	2.4078769377927867e-4	0.003459015827493483	0.7206731718613035
URS000068F4AA_GR_chr11_568090_568185_96_-	2.3612865695331733	1.3382552917948851	3.3843178472714612	3.981540974623354	4.98026567720068	2.4258250466156772e-4	0.003459015827493483	0.6607599107903193
URS0000EFBE94_GR_chr14_101023339_101023395_57_+	-2.177709128515471	-3.121506466472239	-1.2339117905587025	2.561025938234009	-4.9786758317231525	2.432714428127285e-4	0.003459015827493483	0.7534131714940502
URS0000EFE6DB_GR_chr11_122152239_122152296_58_-	-2.4812884444796257	-3.5655414380891255	-1.3970354508701261	12.982503466842964	-4.9417688623902105	2.6590944630927317e-4	0.003607357443735428	0.5161426670869647
URS0000EFD44C_GR_chr9_128244744_128244805_62_-	-1.6398494358164726	-2.3582675428140405	-0.9214313288189049	8.271044884464347	-4.9251496516597655	2.676961132160117e-4	0.003607357443735428	0.49186848107407943
URS0000D548A2_GR_chr7_139044100_139044157_58_-	1.6593452289699542	0.9303133368626754	2.388377121077233	6.599888129248744	4.911147183418745	2.7449767387134426e-4	0.003607357443735428	0.477666132005397
URS00007629C2_GR_chr17_59841311_59841332_22_+	1.6007054691050637	0.8968644280728666	2.3045465101372606	10.048416504723164	4.9071526486451935	2.76470765923214e-4	0.003607357443735428	0.4558641959385339
URS0000EFC04E_GR_chr5_149428943_149428998_56_+	-1.6472380722797162	-2.372501565542312	-0.9219745790171204	8.906535412354042	-4.900645412935401	2.7971666093444216e-4	0.003607357443735428	0.4451930971702618
URS00002F40E9_GR_chr14_101040269_101040290_22_+	-2.4535896348675093	-3.535218486700266	-1.3719607830347527	4.271695958963684	-4.894590817989161	2.827723852350108e-4	0.003607357443735428	0.5391737051195218
URS000015B295_GR_chr14_101046505_101046526_22_+	-2.109581107251523	-3.040030303395535	-1.1791319111075114	1.4770387494965669	-4.892110843327383	2.840340228153134e-4	0.003607357443735428	0.6331821401633579
URS000018A236_GR_chr16_69933142_69933164_23_+	-1.585567364455824	-2.285282743875295	-0.8858519850363524	9.003989311965018	-4.889404914851313	2.854172922515943e-4	0.003607357443735428	0.42773457291133
URS00000A939F_GR_chr11_75335108_75335127_20_-	-1.4827710384656698	-2.138373144760079	-0.8271689321712605	5.0185644569822845	-4.88007482234384	2.9024080887645473e-4	0.0036180703572270385	0.5110490317157943
URS000005A7A9_GR_chr16_3152900_3152972_73_+	3.2421107733027035	1.804977600524129	4.679243946081278	0.6033258102468947	4.867697274497874	2.9677100793531043e-4	0.0036494813137990874	0.5126646136418413
URS00007E3F2D_GR_chr21_16539138_16539160_23_+	-2.685601635085696	-3.8803501341802797	-1.4908531359911126	1.729200211583982	-4.850179650933908	3.0627527611171927e-4	0.0037161400168221935	0.5653847837817807
hsa_piR_016659_DQ592932	2.3624179950298254	1.3056875492344953	3.419148440825156	4.338502275617394	4.823755069853631	3.21215022716299e-4	0.0038360233144160093	0.386948266054012
URS00004104C4_GR_chr14_101560326_101560346_21_-	-2.9251210547219326	-4.230009063530623	-1.6202330459132417	4.506105641355785	-4.845444813351953	3.245865881428931e-4	0.0038360233144160093	0.40746408115641053
URS0000643FAE_GR_chr20_49280319_49280409_91_+	1.6905000898791953	0.928319875749536	2.4526803040088545	4.285867969801616	4.785752709087153	3.4404105885011126e-4	0.003975021808609033	0.3508288228664309
URS0000225EE1_GR_chr11_59551294_59551379_86_+	4.244130571769425	2.3307330720736976	6.157528071465152	2.155312237797839	4.78964399406485	3.487562678920517e-4	0.003975021808609033	0.4480910146121113
URS0000EFBD7B_GR_chr21_25573982_25574043_62_+	1.6009560747216423	0.8778445261826602	2.3240676232606243	4.871052756751963	4.777127636140284	3.4945246669090395e-4	0.003975021808609033	0.32485121990794585
URS00001FCA45_GR_chr1_173865350_173865430_81_-	1.5697118300803021	0.855927519045207	2.283496141115397	4.088270620727788	4.745103170689795	3.7033061194849035e-4	0.004133976208424447	0.28475568258935624
URS00002F4D78_GR_chr7_130876748_130876769_22_-	-1.6382503721735624	-2.384092918288678	-0.8924078260584469	11.520685290879058	-4.739427101592016	3.7416419181392674e-4	0.004133976208424447	0.15889159484518522
URS00006B86A6_GR_chr5_149732825_149732890_66_+	-2.1415217245817217	-3.1174965983694944	-1.1655468507939488	8.224156797127566	-4.734526738228826	3.7750699816779186e-4	0.004133976208424447	0.17598233271758268
URS000047CD44_GR_chr1_93847573_93847657_85_+	3.1939051974602166	1.744050303384986	4.643760091535447	5.53233795976376	4.765777577061649	3.829019418544768e-4	0.004133976208424447	0.25348020336646826
URS00005C2A6D_GR_chr5_149428978_149428998_21_+	-1.6826349033299728	-2.451499145206109	-0.9137706614538367	15.574081004649265	-4.722075821423342	3.86140634852833e-4	0.004133976208424447	0.16781595036302654
URS0000EFC584_GR_chr11_75335107_75335167_61_-	-2.3066750874352984	-3.3686744880335024	-1.2446756868370943	1.498203038630011	-4.686567534645239	4.119062092994866e-4	0.004358542447238754	0.2916480671042656
URS00003DB428_GR_chr1_1167916_1167938_23_+	1.295137159139835	0.6978480519994896	1.8924262662801805	6.531984768860273	4.678685959308551	4.1786335619616613e-4	0.004370754645270244	0.06328181708902925
URS00007E3F24_GR_chr11_2134140_2134161_22_-	-1.9370765285131815	-2.8362130701588564	-1.0379399868675065	1.5766515676861006	-4.648510934493715	4.415091439086585e-4	0.00451662177948729	0.2236384257688071
URS00002901EC_GR_chr6_26311196_26311267_72_-	2.46535566983455	1.3209005098709377	3.609810829798162	4.213650176591429	4.648079281478267	4.4185728678775525e-4	0.00451662177948729	0.12159746687879736
URS0000E2CD46_GR_chr7_145997342_145997390_49_+	1.8571942932477983	0.9935853081608826	2.720803278334714	6.7065091867776285	4.640159557130005	4.482955769895198e-4	0.00451662177948729	0.045519554526188166
URS00000FC8EB_GR_chr2_25328651_25328674_24_-	1.929047005361765	1.03123376016392	2.82686025055961	2.354980823152806	4.636065127349029	4.5166217794872897e-4	0.00451662177948729	0.1692857190243089
URS0000EFC938_GR_chr5_168768167_168768231_65_-	-1.5876908183421348	-2.3323863230363875	-0.842995313647882	5.6828346995577625	-4.60023403867444	4.8226582727404685e-4	0.004728904008822846	-0.022408858229751694
URS00004E1F23_GR_chr2_42810536_42810628_93_+	1.8000613581292555	0.9555436465083134	2.644579069750198	5.07091476135233	4.599083270518517	4.832835965060711e-4	0.004728904008822846	0.02821468739731614
hsa_piR_018849_DQ595899	1.6049670333093946	0.8444947119855403	2.365439354633249	13.903566040674507	4.5538154959080055	5.251368607955832e-4	0.005083771737489156	-0.14789501117039983
URS0000EFD757_GR_chr14_101026034_101026092_59_+	-1.823279341652047	-2.6905522776733655	-0.9560064056307284	2.567466864537143	-4.536178578664379	5.424438467364417e-4	0.005196041058212231	-0.010342551887785767
URS0000EFD35A_GR_chr14_100881025_100881090_66_+	-1.9019139354904113	-2.808401765058053	-0.9954261059227699	3.3534476186359634	-4.527115857292605	5.515656167646856e-4	0.005228382408915249	-0.03229632503032409
URS0000830339_GR_chr1_173866635_173866714_80_-	1.8692294740428554	0.9748243615793027	2.763634586506408	2.857320794822013	4.509424016818471	5.698329863729601e-4	0.005345855851540141	-0.06547242145994936
URS0000EFCF4B_GR_chr5_149062332_149062394_63_-	-1.6056014190738876	-2.3788440841826706	-0.8323587539651046	6.45221109791318	-4.480378045327864	6.011928869495328e-4	0.00558250537881709	-0.2618109592014486
URS00006AAF5B_GR_chr14_100987046_100987117_72_+	-2.658290396287672	-3.942988338842608	-1.3735924537327362	1.58448726114298	-4.4647188903123665	6.188347728088918e-4	0.005688279224809006	-0.08328608768784118
URS0000EFE833_GR_chr1_209432165_209432224_60_+	-2.95519866985647	-4.377520760790244	-1.5328765789226961	8.671555149196328	-4.4977517735200925	6.292360064862886e-4	0.0057260476590252265	-0.33738003536862315
hsa_piR_019102_DQ596225	-1.7819776159696064	-2.6476163019397694	-0.9163389299994431	4.515173316600024	-4.441792980694323	6.456344410723596e-4	0.005814010189526735	-0.30574765053749164
URS0000475CEE_GR_chr9_133349419_133349445_27_+	1.6514879481053626	0.8465190117407678	2.4564568844699575	4.483362141071408	4.426790951382592	6.63818078235272e-4	0.005814010189526735	-0.32791004212992547
URS000043C63A_GR_chrM_15955_15976_22_-	2.500143913506227	1.2809281869362612	3.719359640076193	1.8981359238915265	4.424632229653066	6.664778370928443e-4	0.005814010189526735	-0.19578889908089092
URS0000EFD3D3_GR_chr14_101054315_101054373_59_+	-2.006746160841234	-2.9854266578186657	-1.0280656638638022	3.715534952168103	-4.424296591856592	6.668923639876801e-4	0.005814010189526735	-0.2955352668390052
URS000066103F_GR_chr17_75035113_75035185_73_+	2.4947403759047804	1.2771891473175798	3.712291604491981	4.100737048421763	4.421105095640944	6.708473295607771e-4	0.005814010189526735	-0.2658886085141443
URS0000636753_GR_chr14_100955370_100955439_70_+	-2.6059274379885387	-3.88101845765279	-1.3308364183242873	2.302411285168417	-4.409748870932084	6.851177737639682e-4	0.0058816714540114255	-0.280833248690012
URS00002DE03A_GR_chr21_16539832_16539907_76_+	-2.0900992748113705	-3.118610629186795	-1.061587920435946	2.188533254564273	-4.384807684876415	7.175704372644425e-4	0.006102701849632174	-0.28254380202118323
URS00000DDDCA_GR_chr8_123157229_123157270_42_-	1.6045370847893645	0.8132934978944549	2.3957806716842742	2.261569956852215	4.375546285515903	7.30021581197521e-4	0.0061347918455236725	-0.2908871261680259
URS00006E2A34_GR_chr13_21139886_21139957_72_-	3.2867541235099655	1.6629629018015157	4.910545345218416	0.4043955190212534	4.367468218427463	7.410638856020926e-4	0.0061347918455236725	-0.25485608347479083
URS0000EFD7D6_GR_chr7_93482783_93482840_58_-	-2.438765890195795	-3.643717150932476	-1.2338146294591137	1.863720948418859	-4.367102223672674	7.41568245063301e-4	0.0061347918455236725	-0.3619575790558631
URS000025307A_GR_chr10_130962634_130962658_25_-	-1.961904224084166	-2.933967585036403	-0.9898408631319291	4.898607379106871	-4.354877613489753	7.586195033185101e-4	0.006219313045223822	-0.4213552391138524
URS000015A7CF_GR_chr11_62854621_62854695_75_-	1.1519119383404979	0.5780983130652095	1.7257255636157862	5.927652981969852	4.331528228566351	7.923213225445732e-4	0.006431004559923093	-0.5636651553602716
URS00006F3621_GR_chr7_129770396_129770480_85_-	1.5290081523232408	0.7659115631078274	2.292104741538654	2.7702055559788805	4.323376073207596	8.04448468469077e-4	0.006431004559923093	-0.4478866018045702
URS00002CA973_GR_chr6_26568858_26568948_91_+	1.4997824778877193	0.7511340408599243	2.2484309149155144	5.169683610348773	4.3225803940475185	8.056423294848709e-4	0.006431004559923093	-0.5595426155061842
URS00007E3A17_GR_chr18_21825711_21825733_23_-	-5.524392393247618	-8.27232854642959	-2.7764562400656474	1.2516696259396056	-4.351957413976781	8.200828039279412e-4	0.006469353347750293	-0.33220604959965083
URS000047E765_GR_chr14_101065961_101065981_21_+	-2.2381175537518296	-3.358566094254625	-1.1176690132490341	2.236192805721847	-4.310063854499556	8.246648223505867e-4	0.006469353347750293	-0.3846782883022808
hsa_piR_019224_DQ596390	-2.2729423858881104	-3.413889860217701	-1.1319949115585202	2.4710751228627315	-4.298485858374754	8.426732655474181e-4	0.006554125398702141	-0.38446713085040063
URS0000EFE31F_GR_chr17_59841272_59841332_61_+	1.5578095600154054	0.7737902776573716	2.341828842373439	12.333549796432766	4.287265181564702	8.605128899984572e-4	0.0066361587279542035	-0.6659930964225467
URS0000EFD266_GR_chr14_101040233_101040289_57_+	-2.2784673253082577	-3.4287195456654844	-1.1282151049510312	2.0892547121214817	-4.2740780709000745	8.819773976888561e-4	0.006744533041150076	-0.42667545231584114
URS0000AA27D3_GR_chr9_133350847_133350912_66_+	1.8458098961950808	0.9108586091110781	2.7807611832790835	2.8999765944878795	4.259814744493202	9.058155646666176e-4	0.006869101365388517	-0.5781583704890902
URS000006372A_GR_chr14_101055464_101055485_22_+	-2.086933639628037	-3.1460406355566244	-1.0278266436994492	1.6814460649416954	-4.251689386193375	9.196911607973148e-4	0.006908671610815569	-0.44994061121562723
URS00007E3FDA_GR_chr14_101026035_101026056_22_+	-3.2909395465495432	-4.962558170801954	-1.619320922297132	1.0959330303866393	-4.247911199993555	9.262175126587906e-4	0.006908671610815569	-0.45338104493446885
URS00004270D7_GR_chr17_59841273_59841296_24_+	1.709259921927039	0.8398418239829912	2.578678019871087	16.44362410715971	4.242014605010936	9.364986097188461e-4	0.0069285669499524385	-0.7070786715742674
URS00000894FB_GR_chr16_3152935_3152955_21_+	-1.8993595783599717	-2.8675395640851318	-0.9311795926348115	1.6084908267292046	-4.232956609925834	9.525212663479205e-4	0.006990277035295223	-0.4908368348033383
URS000029711F_GR_chr12_6964155_6964178_24_+	2.1649300842002184	1.062720547624099	3.2671396207763377	8.097864410668732	4.245636019356239	9.659053544916309e-4	0.007005507570005881	-0.7808022694882135
URS0000718DAA_GR_chr9_136670608_136670680_73_+	-1.7085110948407758	-2.581408275895346	-0.8356139137862056	7.435182157362627	-4.22325629977271	9.699933558469682e-4	0.007005507570005881	-0.7752272792865318
URS000075BEB6_GR_chr8_66922474_66922549_76_-	1.3175600733531159	0.642770335990874	1.9923498107153579	4.622257900024386	4.2130312736776165	9.887680112150188e-4	0.0070621806352342675	-0.6947380538847723
hsa_piR_000805_DQ571003	1.6670633594698046	0.8127740301525234	2.521352688787086	1.7420038512406737	4.210559905306532	9.933616717692157e-4	0.0070621806352342675	-0.548574567272107
URS000075CFEA_GR_chr14_100874493_100874585_93_+	-2.2775276902218957	-3.449526943948581	-1.1055284364952103	1.7702364116184777	-4.193040496408213	0.0010265619233843966	0.007190433780879053	-0.5652989260575119
URS00005AFD62_GR_chr21_17454786_17454859_74_-	1.561887675122506	0.758087664005311	2.365687686239701	7.613825638966235	4.192707025393038	0.0010272048258398647	0.007190433780879053	-0.7859076261658453
URS00007E3675_GR_chrX_66018937_66018959_23_+	-1.4201443153463105	-2.1529928430745664	-0.6872957876180547	6.595205782802033	-4.181296704649384	0.001049454286412075	0.007290102294923575	-0.8450548379711842
URS0000EFE71C_GR_chr17_48632493_48632553_61_-	2.7235056426821584	1.318423454703204	4.128587830661113	4.740639938915309	4.195979012906522	0.0010916997862350259	0.00752611216268086	-0.8714401960953966
URS0000229622_GR_chr1_198858887_198858907_21_-	2.356740263462413	1.1323950709812247	3.5810854559436014	2.1334049251001193	4.1533694812898725	0.001106026160015193	0.007529582857128693	-0.7036200536417327
hsa_piR_000560_DQ570698	1.875383391535844	0.9007999345324141	2.8499668485392737	3.4525536431178585	4.152061298083817	0.00110875176137939	0.007529582857128693	-0.7998000040090094
URS0000220D63_GR_chr1_209432166_209432188_23_+	-3.314461054330817	-5.022850528863691	-1.606071579797943	9.335296607035247	-4.226421232149486	0.0011715697257520799	0.00784603420205453	-0.9081702986205737
