sncRNA	Primary_Solid_Tumor_salmon	Solid_Tissue_Normal_salmon	Primary_Solid_Tumor_fc	Solid_Tissue_Normal_fc
URS00003F2D94_GR_chr1_172144554_172144575_22_-	1299.3939385606463	787.7998977323344	681.8039686445443	664.5137222865428
URS00007E4957_GR_chr1_172144554_172144576_23_-	1834.422729499367	2289.7804855555282	816.5460417707748	838.2131995557579
URS000069573D_GR_chr1_173864146_173864222_77_-	89.33815237080508	38.781978047905724	30.019039778484082	14.585758357229276
URS0000507EBE_GR_chr1_173864369_173864445_77_-	4.951995271255418	2.082144767765194	8.063505716961243	2.199020408967295
URS00001E5D61_GR_chr1_173864370_173864434_65_-	13.978384967319169	3.989264012159095	NA	NA
URS000026795D_GR_chr1_173864829_173864889_61_-	16.324304274125502	9.529112756027718	NA	NA
URS00001FCA45_GR_chr1_173865350_173865430_81_-	35.15057517790406	10.868906547856742	15.735890176371944	4.03533640843185
URS00006CFC33_GR_chr1_173865622_173865686_65_-	109.44114393408667	22.167630112290738	61.25320219136702	12.079887272317087
URS0000816F9C_GR_chr1_173865966_173866028_63_-	378.5342889732268	77.70720684275202	144.4628154958347	29.84850002989439
URS0000830339_GR_chr1_173866635_173866714_80_-	15.329856010715858	4.38489304413338	NA	NA
URS000026D828_GR_chr1_173866879_173866938_60_-	7.681477485896028	2.038938294513321	8.818115794880327	2.231593490149924
URS000002951F_GR_chr1_173867674_173867745_72_-	62.13822154316182	33.5610171589628	34.30090979172498	16.991189523929584
URS0000EFBE70_GR_chr1_198858886_198858947_62_-	531.8519288661644	214.90240251523701	84.00948060176518	30.81677910259308
URS0000229622_GR_chr1_198858887_198858907_21_-	16.624783576892966	3.313477839132683	NA	NA
URS0000EFF21C_GR_chr1_198859068_198859130_63_-	2078.132876293503	1223.1370014846573	340.0014869922039	193.36075502089506
URS000003F252_GR_chr1_198859069_198859090_22_-	209.34677175502802	107.75801867473183	57.55808051555945	29.10657284033072
URS0000EFD738_GR_chr1_205448322_205448383_62_-	20.30550440162878	5.717356907721348	NA	NA
URS000075B799_GR_chr1_207801852_207801939_88_-	29.401758768544486	60.12526935539531	413.4215335278549	597.0963822053104
URS0000EFC5C7_GR_chr1_207801864_207801922_59_-	22.90707370581135	44.75315087150179	407.1869257142455	592.8434089837218
URS000042E914_GR_chr1_207801864_207801925_62_-	44.59765805244544	31.842457711450933	413.0678333110946	596.952911524594
URS0000272A3D_GR_chr1_207801865_207801886_22_-	1460.1092687387004	2226.434475580975	398.55624562997076	582.534295137624
URS0000EFE51C_GR_chr1_207802449_207802513_65_-	55.08889052500207	47.39830885789603	39.66249302141906	25.67162020567781
URS000024463E_GR_chr1_207802450_207802472_23_-	356.43393147637994	194.62577142115248	58.30116198676897	32.74304611341092
URS0000EFC521_GR_chr1_207802451_207802473_23_-	101.99525145438011	109.01970385970176	36.63044835398792	27.554987760567933
URS0000EFE833_GR_chr1_209432165_209432224_60_+	750.9537700367023	2275.308520682552	1158.6671989208305	2155.0764344725453
URS0000220D63_GR_chr1_209432166_209432188_23_+	2219.6370240723245	4054.9386784335334	1156.961462191915	2147.4736127952788
hsa_piR_000805_DQ571003	6.177897261148395	1.9456001968191243	NA	NA
URS00002D2993_GR_chr1_217039295_217039313_19_+	7.0612010188480765	7.990096060968897	NA	NA
URS000029AE45_GR_chr1_220200549_220200571_23_-	38.104557168051016	34.601765908296045	14.363653372129466	12.343629752365407
URS0000A81496_GR_chr1_240341385_240341477_93_+	242.20339804909125	137.45296935164998	13.85108022045513	12.738804705266045
URS0000372130_GR_chr1_243346225_243346246_22_+	6.935032869978672	3.632164680509382	NA	NA
URS000075C92B_GR_chr10_8611534_8611557_24_+	25.673710791259357	14.995609249860372	20.29907463656169	13.228680008796703
URS0000EFC3BD_GR_chr10_17845120_17845181_62_+	4.535644156248689	12.613520792944032	1.847056349111042	5.190706012400867
URS000028DE3F_GR_chr10_17845122_17845142_21_+	2.1340264613821294	7.643186544031874	NA	NA
URS0000EFE44F_GR_chr10_63372968_63373033_66_-	6.57454015317568	15.726147506006258	2.12718030099979	5.094234353274346
URS0000092302_GR_chr10_67764503_67764584_82_+	4.109795963204872	3.0316340119614393	7.260172590355019	6.3518169755464395
URS000062C164_GR_chr10_68755172_68755238_67_+	10.200440045646246	10.83695791525377	88.5111043475305	79.41231917612687
URS000009F893_GR_chr10_68755209_68755236_28_+	307.79337134028776	300.3076516138263	85.34224692301905	76.54484246611972
URS00005743AE_GR_chr10_89592756_89592778_23_-	7.558136278260573	4.137534396400687	27.42504269815039	22.858519349340217
URS0000EFCA69_GR_chr10_98395231_98395292_62_-	20.513037150952034	29.692998881670082	9.22470651042962	12.388523171335622
URS0000759A79_GR_chr10_98395232_98395253_22_-	5.631980332312159	5.476528547139597	NA	NA
URS000075C2A0_GR_chr10_102436512_102436584_73_+	9.821958140040508	17.045424513459633	87.12284994877389	91.6163764292141
URS0000EFD70E_GR_chr10_102436519_102436578_60_+	131.83495298238313	127.57631695234565	87.06556986430651	91.56159611425944
URS00000114BC_GR_chr10_102436520_102436543_24_+	307.0200583264271	305.87123390328503	77.33681705884163	75.45496946903255
URS000050CCE0_GR_chr10_102436556_102436577_22_+	4.435693295773441	6.869313952778225	NA	NA
URS0000D52743_GR_chr10_102436557_102436578_22_+	44.83035968806331	80.93913309536855	5.698334611879991	9.790453553030828
URS0000EFE028_GR_chr10_103394299_103394361_63_-	397.9913993149641	104.67455404106458	548.6191032396863	224.01949871414013
URS00000F8038_GR_chr10_103394300_103394322_23_-	992.1210115246785	424.0985112742163	425.1517279057393	196.8584601173423
URS00006361F3_GR_chr10_126920807_126920903_97_+	7.547170526274282	11.552060629573115	7.475293156942861	5.3359502967965335
URS000075ABA6_GR_chr10_130962588_130962668_81_-	3.0817009695358832	14.532152356234336	7.9968072021173455	65.64049925056553
URS000025307A_GR_chr10_130962634_130962658_25_-	18.99571422721626	216.40103651038118	7.595947659761996	63.94897748310564
URS000068F4AA_GR_chr11_568090_568185_96_-	46.6590124257585	10.53394170889047	91.08633971042578	15.278466321342751
URS0000EFEC4D_GR_chr11_568111_568171_61_-	35.273932263408206	7.715945358094366	90.85484556168086	15.233455779339202
URS000055128B_GR_chr11_568112_568133_22_-	236.76292606540594	37.013089656499325	82.87940295031854	13.659973928422378
URS000010244B_GR_chr11_1996766_1996787_22_-	21.51167578256785	48.50172135331596	3.1775216531353214	6.83604671867144
URS0000EFDDA3_GR_chr11_2134139_2134202_64_-	2.802199123753927	7.779427401874915	NA	NA
URS00007E3F24_GR_chr11_2134140_2134161_22_-	1.8885701084008326	7.0950337871051765	1.5584076398736595	5.480552322706864
URS000069B369_GR_chr11_3663815_3663911_97_-	5.486879823759264	4.084066483968632	9.586158664733436	5.270411907299516
URS00006BB9DA_GR_chr11_16974421_16974487_67_-	6.593295559996074	4.845381568720395	NA	NA
URS0000080E9E_GR_chr11_17074653_17074744_92_-	7.6846599719432485	3.1019143376233496	NA	NA
URS0000690F72_GR_chr11_22688351_22688428_78_+	52.30231718224964	71.78173762029334	NA	NA
URS0000A99FDF_GR_chr11_33196547_33196637_91_-	14.377116016928897	3.4583667214725073	NA	NA
URS00006F5B12_GR_chr11_47726894_47726992_99_-	37.6128212962475	20.815171310666397	7.531654101635416	4.9113258781398565
URS00006DFBDB_GR_chr11_57641201_57641283_83_+	19.53630058803347	33.611180839533766	22.90756207633341	31.955806220854484
URS0000315338_GR_chr11_57641252_57641273_22_+	61.28484788033769	91.72432143582417	18.123524458329577	26.144263373232565
URS000070B37B_GR_chr11_59550629_59550701_73_-	65.81536592544357	30.322997028984457	56.246017716594515	22.808492060777148
URS000038803E_GR_chr11_59550987_59551059_73_-	37.80693516492424	14.03579099847123	44.3269843167474	14.587933157948424
URS0000225EE1_GR_chr11_59551294_59551379_86_+	30.154318070980047	6.250769933967	13.485090469640966	5.4334732870335625
URS0000130A5F_GR_chr11_62853326_62853393_68_-	370.37074525234476	258.7116661121169	197.61684192017194	127.12119955458932
URS00004E0FA9_GR_chr11_62853663_62853732_70_-	27155.35658244156	7976.918121187775	30010.599845057553	8758.129570448418
URS0000164B86_GR_chr11_62853904_62853968_65_-	244.59081522218435	74.27803673749467	255.27516671930655	76.90016870201029
URS000015A7CF_GR_chr11_62854621_62854695_75_-	95.79464149563276	53.15409559935489	89.93517144239162	45.21841328704304
URS000041615F_GR_chr11_62855012_62855083_72_-	538.325826337004	251.9258229973754	582.6136362354063	258.4845556031704
URS0000197BB5_GR_chr11_62855292_62855366_75_-	40.55289174210877	21.155518760376566	37.20911914712699	18.45282645772448
URS0000454FD5_GR_chr11_62855565_62855631_67_-	280.9113824124238	201.71075908668232	146.7870426313192	100.90077353044865
URS0000EFD273_GR_chr11_64891158_64891223_66_-	237.19098045313558	158.90287204628024	86.02413670495557	55.88629930269112
URS0000EFCED7_GR_chr11_64891367_64891425_59_-	88.54700522257718	94.32385124709616	12.158286706728287	11.880974817486997
URS00004CF258_GR_chr11_66348120_66348201_82_+	54.80610255839696	17.72525541175693	12.682614436268773	8.99136652367493
URS0000EFE6B7_GR_chr11_72615065_72615124_60_-	30.15752904648897	286.34500049911844	14.816632580417858	128.58671607368132
URS000023BE29_GR_chr11_72615066_72615088_23_-	10.214741662119021	85.85809929320575	4.110612069214278	32.970072185024236
URS00006A8564_GR_chr11_75335092_75335186_95_-	52.855466118176814	191.46397546637226	33.26505722603306	106.91367274407524
URS0000EFC584_GR_chr11_75335107_75335167_61_-	1.6191600594895	7.408218373260561	33.23833519201637	106.74438704875328
URS00000A939F_GR_chr11_75335108_75335127_20_-	22.095058964419394	59.083130071799964	32.83958101320519	104.1490488364989
URS0000416117_GR_chr11_76235513_76235587_75_+	243.36144664637519	144.03655432772902	10.04664588331426	5.150735950061045
URS000062C4DE_GR_chr11_76235825_76235896_72_-	155.3422500895381	82.47747558793486	49.58859597807865	29.043422215492882
URS0000EFC7C8_GR_chr11_79402030_79402099_70_-	36.25163570580792	21.37377469377572	24.63120143975218	14.680611377372406
URS000075D08B_GR_chr11_79402031_79402053_23_-	81.67858101335761	51.248184752445496	15.223550118165154	9.098962018047994
URS00006CFD5E_GR_chr11_93721797_93721866_70_+	15.724941324738806	9.405224814578112	7.475089324414655	4.042059193496453
URS0000066733_GR_chr11_93731503_93731573_71_-	4.811274506554358	2.781872313197021	19.614736387734776	9.505831284192436
hsa_piR_001042_DQ571335	53.3839023376923	27.765764529517263	17.262426889556643	8.41804281905784
URS0000694F71_GR_chr11_93733228_93733300_73_-	27.18667473667619	10.314076015018529	12.964976056587625	4.882336653489831
hsa_piR_020365_DQ597975	39.03558340766043	85.03288141592361	7.759883817883189	9.813039451122366
URS0000EFE91C_GR_chr11_111513450_111513505_56_+	3.232228824671172	7.332971753843814	2.5089624066212983	3.544774873820922
URS00002C7B2B_GR_chr11_111513451_111513473_23_+	3.2502291547167905	3.3966201329261314	NA	NA
URS000075C7FA_GR_chr11_119018944_119019012_69_+	3.2767216795883347	3.533501247564912	NA	NA
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	563.1193955193808	1969.8623540346669	78.58656663500435	268.64976963180396
URS0000EFEF97_GR_chr11_122146522_122146589_68_-	19049.300571545213	28549.524011324364	2937.0617385928667	3608.093908957009
URS00000157F5_GR_chr11_122146523_122146544_22_-	5.472562148440393	8.386020951680424	NA	NA
URS00006E50D0_GR_chr11_122152234_122152303_70_-	2.4332828277129894	6.703932393314492	1256.3445687044123	4336.356770227337
URS0000EFE6DB_GR_chr11_122152239_122152296_58_-	6215.889571650824	20945.22436374242	1255.9718420138267	4335.1309850757425
URS000071EB91_GR_chr11_123058909_123058995_87_-	29.332801832646133	27.238749092985326	36.16570094274651	34.22717279905489
URS000066E3F5_GR_chr11_123059335_123059422_88_-	12.539142511420705	5.600129355979818	25.544286801008322	11.255129668486488
URS00006C1298_GR_chr12_6943818_6943878_61_+	13.940012259129729	1.5214457019428373	NA	NA
URS00006521EF_GR_chr12_6963694_6963771_78_+	9.951024654349792	10.179034513152141	2563.433664477114	917.4207372968513
URS0000171525_GR_chr12_6963699_6963766_68_+	441.179513717259	168.43681719617382	2563.4130993301756	917.4207372968513
URS0000192F9C_GR_chr12_6963742_6963764_23_+	11493.89279483152	4160.099257166154	2539.0355119185583	910.1739030765633
URS0000667F3B_GR_chr12_6964104_6964184_81_+	31.009461435242773	5.2919684268675145	407.0495970834732	93.45831631273589
URS0000EFBEA5_GR_chr12_6964112_6964177_66_+	73.22084335534839	17.040205279660615	403.9940447268143	92.73565182308154
URS000055E199_GR_chr12_6964113_6964134_22_+	763.18958655014535	193.11084910667736	212.78089098604352	52.44515058955891
URS000029711F_GR_chr12_6964155_6964178_24_+	1030.876703177066	228.28260035451797	191.93239241246272	40.38548850160407
URS00004C1179_GR_chr12_50456705_50456785_81_+	17.742881819063257	17.540916925959806	10.735181730236704	12.230223710215563
URS0000EFEB8F_GR_chr12_53991761_53991820_60_+	53.67920048469478	9.668567646540392	121.85366886045108	11.263252740084091
URS00007E4955_GR_chr12_53991762_53991784_23_+	659.7346396288605	67.61588954300626	120.55096168266249	11.08457248464926
URS00003D5391_GR_chr12_54034010_54034031_22_+	8.7319784391351	3.4081856297891986	NA	NA
URS00000C61A6_GR_chr12_54337225_54337311_87_+	333.18858911547494	154.68708263786647	109.7428639485425	44.82742882866552
URS0000521626_GR_chr12_54337278_54337299_22_+	173.28827689683962	65.15205242906471	109.05800596179408	44.25919658283055
URS0000278E1B_GR_chr12_56190364_56190445_82_+	8.256024158386383	7.249645604182725	9.39134893742692	7.012099293162578
URS0000626424_GR_chr12_56643680_56643750_71_-	28.083756276275796	26.960891774752795	15.404484488162378	14.071090586310893
URS00004BEE5E_GR_chr12_56645027_56645101_75_-	43.60925650812684	40.73932330532267	45.17975428060338	39.35020367585707
URS0000EFD841_GR_chr12_57824619_57824679_61_-	1687.9758921373582	2987.01396354301	226.77010469817208	376.35007306235997
URS000015D23B_GR_chr12_57824620_57824641_22_-	3.549687529421532	4.036679443711858	NA	NA
URS0000052456_GR_chr12_62603685_62603771_87_+	5.0623738031768015	11.921354818938903	355.24165689635214	456.3536211487986
URS0000EFEAAC_GR_chr12_62603690_62603767_78_+	1279.6726266174799	1594.1661956803532	348.83182527912544	443.25703465166737
URS0000237CBD_GR_chr12_62603747_62603768_22_+	101.60272468269164	200.02647681158757	23.42343008514424	42.20531665421601
URS0000642F53_GR_chr12_95308420_95308513_94_+	14.983723148111432	10.076248727733303	18.11768196144308	9.350355120095792
URS00003DDE27_GR_chr12_95308480_95308500_21_+	31.41683881808585	15.230355664262687	16.004466902487398	8.13215850849002
URS0000816C2B_GR_chr12_97876120_97876195_76_-	24.033707040786673	14.968534719004287	38.75293497215489	15.056026150649991
URS000013899F_GR_chr12_98503503_98503574_72_+	8.954410306052205	5.838847904279214	9.903225191256958	5.790480167309252
URS000038F4B2_GR_chr12_98504252_98504323_72_+	9.65611319896358	5.7516427199813	6.459075565155728	5.489212595311006
hsa_piR_008488_DQ581533	9.172809012070118	7.489078852274755	20.67642262822627	11.328806211749304
URS0000D549DA_GR_chr12_122695964_122695985_22_-	11.703121423319196	6.028099467071275	NA	NA
URS000061F57C_GR_chr12_124921755_124921826_72_-	9.566362087247084	20.799318923183378	23.212373364283522	30.101594955381245
URS00004CEA14_GR_chr12_124927842_124927869_28_-	5.456418157878649	12.042328953687425	NA	NA
URS00001CE4E0_GR_chr12_124927842_124927915_74_-	6.141990975585351	5.915080289435466	NA	NA
URS00006C8EDF_GR_chr12_124939966_124940037_72_+	20.563640954404377	67.71138052788231	11.46958176836154	19.054566250539608
hsa_piR_017936_DQ594740	14.391761644356361	31.879824553162493	22.533264784344162	35.44365263141124
URS00006E2A34_GR_chr13_21139886_21139957_72_-	8.267524136678984	1.9794041741182273	8.330865279786556	2.0186110953161394
URS0000446770_GR_chr13_27255064_27255135_72_+	3.9962210877528537	3.99452759853508	38.22611667439212	21.86584275910003
URS00003034E3_GR_chr13_27255066_27255135_70_+	67.66398893211134	38.26146290912029	37.265191185381354	20.855092565378154
URS0000639DBE_GR_chr13_41060738_41060809_72_-	240.01982189280895	80.17666429114688	168.73367481860836	54.891453359509
URS00003C9A26_GR_chr13_44917927_44917998_72_-	850.9058262721027	284.335640665448	999.7533505936506	291.17315169868675
hsa_piR_017184_DQ593752	17.05875820903479	31.92675978620377	26.73084821777209	34.52142314629768
URS0000EFD69A_GR_chr13_49996427_49996486_60_-	7.498222796657827	5.4969144970086115	NA	NA
URS0000EFE46D_GR_chr13_50048983_50049048_66_-	369.8612450853462	294.5918810390541	40.808072951138065	29.169916098010766
URS0000EFE1EB_GR_chr13_50049129_50049188_60_-	110.76485788599078	83.18199789253623	29.60471006298973	21.19513399271394
URS00003E2EF2_GR_chr13_91350606_91350687_82_+	38.1617793220523	43.789206864507676	109.92416542764934	66.86826138591519
URS0000EFD067_GR_chr13_91350617_91350677_61_+	24.19255531463947	18.33509644149318	109.85023136398199	66.74056725888539
URS0000259C2E_GR_chr13_91350618_91350677_60_+	369.19678046491396	196.74647296344418	108.64042388499753	65.84021123726804
URS0000D51877_GR_chr13_91350655_91350677_23_+	204.4465882049692	147.45916882642308	37.115575027699954	29.10711658722703
URS000006FDD4_GR_chr13_91350939_91350961_23_+	18.97397576602298	12.27246968654054	NA	NA
URS0000EFC36D_GR_chr13_91351071_91351130_60_+	75.39423940305274	70.85562632979338	36.25284706226831	28.371388031571872
URS0000574A2C_GR_chr13_91351072_91351094_23_+	111.01782920549485	84.17432624352531	33.57420266221945	26.645557350389346
URS000075EA5F_GR_chr13_91351108_91351130_23_+	9.384872454899742	6.929998808659778	NA	NA
URS0000116775_GR_chr13_91351200_91351274_75_+	4.315649949988555	7.915536369666319	15.301030447902084	11.875241939477505
URS000013D17D_GR_chr13_91351245_91351267_23_+	121.19869604162118	97.45603701816552	27.97931119913196	21.199670792633842
URS00002B6637_GR_chr13_91351314_91351391_78_+	3382.9783198835607	4624.0709510740235	2382.532919431233	2858.700923918794
URS00003768C5_GR_chr13_91351361_91351382_22_+	7255.420861516495	7267.595743930837	3823.6293276085726	4680.934392228016
URS00006428FD_GR_chr13_99536319_99536396_78_-	22.51843312026987	15.281920650056453	7.110983432584055	4.73540095724264
URS0000B4F0ED_GR_chr14_16057563_16057624_62_+	7.7637895743805645	8.08237548906404	32.70266726263696	16.476798069205152
URS00006DE18B_GR_chr14_20326450_20326526_77_-	6.274237309348777	9.303261834226067	3.2523972411727153	4.618370705446665
URS0000120E41_GR_chr14_20610132_20610213_82_+	498.3668754755709	247.63111790197368	398.5864880587707	162.8160980223627
URS0000637E4A_GR_chr14_20625370_20625451_82_+	70.75868226299086	12.896510526196899	43.90988827443219	7.975281710077348
URS000021550A_GR_chr14_20631160_20631232_73_-	14.868714583362424	12.366187606880805	7.043841790202032	5.971525810956034
URS0000493225_GR_chr14_20633006_20633077_72_+	12.233352192794252	6.729964782404162	8.057302454984015	5.586925560771115
URS00002CA973_GR_chr14_20663192_20663285_94_-	15.085873569490845	11.350869062715578	13.325879507331614	4.4937961922819305
URS00000F30A4_GR_chr14_20681690_20681762_73_+	10.492839205189012	7.684547588388212	7.891703234343028	5.718384847053297
URS00002CA973_GR_chr14_20683273_20683361_89_+	32.632215630438786	10.765551168836483	13.879551042944932	4.3345201723963225
hsa_piR_019911_DQ597340	3.542422762868812	3.2888806855824724	NA	NA
hsa_piR_016659_DQ592932	67.1321167564308	10.395564642469294	15.852893059285876	6.979393653103473
URS0000416E93_GR_chr14_22929701_22929773_73_+	155.51103056067464	72.16933644392958	36.94629471395796	16.098604432783617
URS000072E179_GR_chr14_45110883_45110968_86_+	26.20640523819104	14.352752434119347	14.488606627911574	7.083467086879416
URS00004D9E92_GR_chr14_58239895_58239967_73_-	19.76688774396386	20.981241136434285	21.643641802942586	12.721131843080071
URS000070C832_GR_chr14_65471108_65471180_73_+	84.97444754535539	66.68819916608359	80.91764304591182	68.41734675999587
